Time,Alt,Vel,Drag,Cd,Mach,Rho
14795.1025,1685.4017,110.0572,27.9082,0.2457,0.3334,1.0280
14795.1133,1686.1957,109.9563,27.9156,0.2463,0.3331,1.0280
14795.1230,1686.9885,109.8551,28.1824,0.2491,0.3328,1.0280
14795.1328,1687.7803,109.7543,28.0219,0.2481,0.3325,1.0280
14795.1426,1688.4878,109.5495,27.8365,0.2475,0.3319,1.0277
14795.1533,1689.2759,109.4487,27.6531,0.2463,0.3315,1.0277
14795.1631,1690.0629,109.3481,27.6863,0.2470,0.3312,1.0277
14795.1729,1690.8489,109.2471,27.6470,0.2471,0.3309,1.0278
14795.1826,1691.6121,109.1194,27.5324,0.2468,0.3306,1.0273
14795.1934,1692.3955,109.0188,27.5562,0.2474,0.3303,1.0273
14795.2031,1693.1779,108.9181,27.3715,0.2462,0.3300,1.0274
14795.2129,1693.9591,108.8174,27.5203,0.2480,0.3297,1.0274
14795.2227,1694.7069,108.6767,27.4547,0.2482,0.3292,1.0270
14795.2334,1695.4854,108.5761,27.2425,0.2467,0.3289,1.0270
14795.2432,1696.2627,108.4754,27.1574,0.2464,0.3286,1.0271
14795.2529,1697.0391,108.3749,27.2084,0.2473,0.3283,1.0271
14795.2627,1697.7621,108.2097,27.1390,0.2475,0.3278,1.0267
14795.2734,1698.5353,108.1087,26.9978,0.2467,0.3275,1.0267
14795.2910,1699.9244,107.9453,27.0489,0.2479,0.3270,1.0268
14795.2998,1700.6177,107.8524,27.1431,0.2492,0.3268,1.0268
14795.3076,1701.2767,107.8209,26.9550,0.2477,0.3267,1.0263
14795.4385,1711.1908,106.7707,26.3108,0.2465,0.3235,1.0265
14795.4473,1711.8704,106.6770,26.2564,0.2464,0.3232,1.0265
14795.4580,1712.2687,106.0774,26.2079,0.2490,0.3214,1.0254
14795.4648,1712.7909,105.9998,25.9642,0.2471,0.3212,1.0254
14795.4736,1713.4615,105.9065,25.8622,0.2465,0.3209,1.0255
14795.4824,1714.0570,105.8212,25.8622,0.2469,0.3207,1.0255
14795.4902,1714.8292,105.9326,25.7387,0.2454,0.3210,1.0248
14795.4980,1715.4255,105.8472,25.8278,0.2466,0.3207,1.0248
14795.5088,1716.2443,105.7382,25.7769,0.2466,0.3204,1.0249
14795.5166,1716.8389,105.6524,25.6573,0.2459,0.3202,1.0249
14795.5254,1717.6078,105.7583,25.5106,0.2441,0.3205,1.0245
14795.5332,1718.2032,105.6727,25.3885,0.2433,0.3202,1.0245
14795.5410,1718.7980,105.5871,25.3885,0.2437,0.3200,1.0246
14795.5508,1719.5404,105.4857,25.2867,0.2432,0.3197,1.0246
14795.5596,1720.3214,105.5155,25.2330,0.2426,0.3198,1.0243
14795.5684,1720.9152,105.4299,25.1818,0.2425,0.3195,1.0243
14795.5762,1721.5083,105.3441,25.2517,0.2436,0.3192,1.0243
14795.5840,1722.1007,105.2584,25.2249,0.2437,0.3190,1.0243
14795.5918,1722.7631,105.2492,25.2249,0.2438,0.3190,1.0241
14795.6016,1723.5028,105.1476,25.1943,0.2440,0.3187,1.0241
14795.6113,1724.1676,105.0538,25.1943,0.2444,0.3184,1.0241
14795.6182,1724.6841,104.9760,24.8572,0.2415,0.3181,1.0241
14795.8252,1736.5411,100.3456,23.5944,0.2509,0.3041,1.0241
14795.8379,1737.4120,100.2264,23.5943,0.2515,0.3038,1.0241
14795.8477,1738.0807,100.1291,23.7126,0.2532,0.3035,1.0241
14795.8564,1739.3870,100.7552,23.7345,0.2508,0.3054,1.0220
14795.8633,1739.8612,100.6797,23.5689,0.2494,0.3052,1.0220
14795.8721,1740.4701,100.5897,23.5689,0.2499,0.3049,1.0220
14795.8789,1740.9431,100.5146,23.5449,0.2500,0.3047,1.0220
14795.8867,1742.0273,100.9278,23.4034,0.2465,0.3059,1.0218
14795.8975,1742.7086,100.8311,23.4000,0.2470,0.3056,1.0218
14795.9053,1743.2529,100.7490,23.3299,0.2466,0.3054,1.0218
14795.9121,1743.7286,100.6743,23.3299,0.2470,0.3052,1.0219
14795.9199,1744.7468,101.0240,23.1645,0.2436,0.3062,1.0216
14795.9277,1745.2942,100.9423,23.0208,0.2425,0.3060,1.0216
14795.9385,1745.9775,100.8462,23.1665,0.2445,0.3057,1.0216
14795.9453,1746.4552,100.7718,23.0750,0.2439,0.3055,1.0216
14795.9531,1747.3519,101.0109,23.0771,0.2428,0.3062,1.0213
14795.9609,1747.9003,100.9293,23.0771,0.2432,0.3060,1.0214
14795.9688,1748.4480,100.8478,23.2216,0.2451,0.3057,1.0214
14795.9756,1748.9266,100.7732,23.1503,0.2447,0.3055,1.0214
14795.9951,1750.4170,100.7915,22.8718,0.2417,0.3055,1.0211
14796.0039,1751.0322,100.7026,22.9209,0.2427,0.3053,1.0212
14796.0117,1751.5784,100.6210,22.9209,0.2431,0.3050,1.0212
14796.0186,1752.0557,100.5466,22.8741,0.2429,0.3048,1.0212
14796.0273,1752.7633,100.6176,22.6621,0.2404,0.3050,1.0209
14796.0371,1753.4457,100.5213,22.5209,0.2394,0.3047,1.0209
14796.0449,1753.9907,100.4397,22.4023,0.2385,0.3045,1.0209
14796.0518,1754.4672,100.3654,22.5208,0.2401,0.3043,1.0210
14796.0605,1755.2430,100.4333,22.5208,0.2398,0.3045,1.0206
14796.0684,1755.7198,100.3590,22.3064,0.2379,0.3043,1.0207
14796.0781,1756.4001,100.2628,21.9724,0.2348,0.3040,1.0207
14796.0859,1756.9436,100.1809,22.2419,0.2381,0.3037,1.0207
14796.0938,1757.6222,100.2316,22.4569,0.2402,0.3039,1.0204
14796.1006,1758.0979,100.1571,22.4569,0.2405,0.3037,1.0204
14796.1094,1758.6410,100.0751,22.4292,0.2406,0.3034,1.0204
14796.1172,1759.1833,99.9929,22.1671,0.2382,0.3032,1.0205
14796.1270,1759.9874,100.0233,22.0260,0.2366,0.3033,1.0202
14796.1338,1760.4620,99.9487,22.0019,0.2367,0.3030,1.0202
14796.1426,1761.0714,99.8596,22.0019,0.2371,0.3028,1.0202
14796.1504,1761.5448,99.7850,21.7157,0.2344,0.3025,1.0202
14796.1582,1762.1853,99.8053,21.7647,0.2349,0.3026,1.0200
14796.1680,1762.8612,99.7088,22.0063,0.2379,0.3023,1.0200
14796.1758,1763.4011,99.6269,21.8370,0.2365,0.3021,1.0200
14796.1826,1763.8730,99.5518,21.8306,0.2368,0.3018,1.0200
14796.1914,1764.5352,99.5998,21.8306,0.2366,0.3020,1.0197
14796.1992,1765.0747,99.5183,21.7850,0.2365,0.3017,1.0197
14796.2070,1765.6135,99.4369,21.7394,0.2364,0.3015,1.0197
14796.2158,1766.2189,99.3478,21.4989,0.2342,0.3012,1.0198
14796.2246,1766.8895,99.3308,21.7636,0.2372,0.3012,1.0195
14796.2324,1767.3599,99.2566,21.7636,0.2376,0.3010,1.0195
14796.2402,1767.8967,99.1754,21.7878,0.2382,0.3007,1.0196
14796.2480,1768.4329,99.0938,21.5031,0.2355,0.3005,1.0196
14796.2578,1769.1508,99.0520,21.5979,0.2368,0.3003,1.0193
14796.2646,1769.6191,98.9781,21.7451,0.2387,0.3001,1.0193
14796.2734,1770.1538,98.8964,21.3612,0.2349,0.2999,1.0193
14796.2812,1770.6877,98.8148,21.3612,0.2353,0.2996,1.0194
14796.2891,1771.2826,98.8037,21.2897,0.2346,0.2996,1.0191
14796.2959,1771.7494,98.7300,21.4817,0.2371,0.2994,1.0191
14796.3066,1772.4818,98.6263,21.3614,0.2363,0.2991,1.0191
14796.3145,1772.9471,98.5521,21.2203,0.2351,0.2988,1.0191
14796.3223,1773.5260,98.5259,21.2203,0.2352,0.2988,1.0189
14796.3301,1774.0571,98.4446,21.2753,0.2362,0.2985,1.0189
14796.3379,1774.5876,98.3632,21.3523,0.2375,0.2983,1.0189
14796.3564,1775.8193,98.2561,20.8976,0.2330,0.2980,1.0186
14796.3652,1776.4142,98.1671,21.1601,0.2363,0.2977,1.0187
14796.3730,1776.9421,98.0857,21.2597,0.2378,0.2974,1.0187
14796.3809,1777.4695,98.0045,21.2597,0.2382,0.2972,1.0187
14796.3887,1777.9579,97.8776,21.0705,0.2368,0.2968,1.0185
14796.3975,1778.4833,97.7963,20.9767,0.2361,0.2966,1.0185
14796.4072,1779.1390,97.7008,20.7372,0.2339,0.2963,1.0185
14796.4150,1779.6628,97.6200,20.6417,0.2332,0.2960,1.0185
14796.4238,1780.2461,97.5254,20.7400,0.2348,0.2958,1.0182
14796.4316,1780.7683,97.4445,20.7400,0.2352,0.2955,1.0182
14796.4404,1781.2899,97.3641,20.8623,0.2370,0.2953,1.0183
14796.4502,1781.9409,97.2695,20.9625,0.2386,0.2950,1.0183
14796.4590,1782.5283,97.1849,20.9149,0.2385,0.2947,1.0180
14796.4668,1783.0476,97.1047,20.8459,0.2381,0.2945,1.0180
14796.4746,1783.5662,97.0247,20.5603,0.2352,0.2942,1.0180
14796.4834,1784.0841,96.9445,20.3177,0.2328,0.2940,1.0180
14796.4941,1784.7821,96.8271,20.4840,0.2354,0.2937,1.0178
14796.5020,1785.2982,96.7473,20.4840,0.2357,0.2934,1.0178
14796.5098,1785.8136,96.6674,20.6088,0.2376,0.2932,1.0178
14796.5176,1786.3284,96.5874,20.4179,0.2358,0.2929,1.0178
14796.5264,1786.8755,96.5488,20.2047,0.2336,0.2928,1.0175
14796.5342,1787.3893,96.4692,20.0845,0.2325,0.2926,1.0175
14796.5449,1788.0947,96.3680,20.0629,0.2328,0.2923,1.0176
14796.5527,1788.6069,96.2887,20.3016,0.2359,0.2920,1.0176
14796.5605,1789.0878,96.1714,20.3016,0.2366,0.2917,1.0174
14796.5693,1789.5981,96.0920,20.2756,0.2366,0.2914,1.0174
14796.5781,1790.1715,96.0052,20.0639,0.2346,0.2912,1.0174
14796.5869,1790.7440,95.9188,20.1131,0.2356,0.2909,1.0174
14796.5957,1791.3141,95.8303,20.0676,0.2356,0.2907,1.0171
14796.6035,1791.8214,95.7502,19.9714,0.2348,0.2904,1.0171
14796.6123,1792.3281,95.6703,19.9714,0.2352,0.2902,1.0171
14796.6201,1792.8341,95.5907,20.2819,0.2393,0.2899,1.0171
14796.6289,1793.3342,95.4193,20.1169,0.2382,0.2894,1.0170
14796.6387,1793.9635,95.3253,19.9492,0.2367,0.2891,1.0170
14796.6475,1794.4662,95.2460,20.0180,0.2379,0.2889,1.0170
14796.6553,1794.9681,95.1670,19.8771,0.2366,0.2887,1.0170
14796.6631,1795.4584,95.0739,19.7318,0.2354,0.2884,1.0167
14796.6709,1795.9589,94.9946,19.7318,0.2358,0.2881,1.0167
14796.6816,1796.6459,94.8947,19.5599,0.2342,0.2878,1.0167
14796.6904,1797.1448,94.8162,19.7753,0.2372,0.2876,1.0167
14796.6982,1797.5785,94.6576,19.9190,0.2398,0.2871,1.0165
14796.7061,1798.0751,94.5790,20.0175,0.2414,0.2869,1.0165
14796.7139,1798.5709,94.5007,19.9428,0.2409,0.2866,1.0165
14796.7217,1799.0660,94.4224,19.9428,0.2413,0.2864,1.0166
14796.7412,1800.1665,94.1781,19.6782,0.2394,0.2857,1.0163
14796.7510,1800.7811,94.0862,19.4839,0.2375,0.2854,1.0163
14796.7588,1801.2721,94.0078,19.4334,0.2372,0.2852,1.0163
14796.7666,1801.7623,93.9296,19.3084,0.2361,0.2849,1.0163
14796.7754,1802.2593,93.8606,19.3093,0.2365,0.2847,1.0160
14796.7852,1802.8705,93.7688,19.2136,0.2358,0.2844,1.0160
14796.7939,1803.4197,93.6837,19.0648,0.2344,0.2842,1.0160
14796.8018,1803.9071,93.6055,19.0648,0.2348,0.2839,1.0160
14796.8096,1804.3501,93.4742,19.3497,0.2390,0.2835,1.0158
14796.8184,1804.8356,93.3962,19.3209,0.2391,0.2833,1.0158
14796.8271,1805.3809,93.3115,19.1088,0.2369,0.2831,1.0158
14796.8369,1805.9857,93.2199,19.0346,0.2364,0.2828,1.0159
14796.8447,1806.4590,93.1299,19.0557,0.2372,0.2825,1.0156
14796.8525,1806.9413,93.0519,18.9838,0.2367,0.2823,1.0156
14796.8613,1807.4230,92.9739,18.9838,0.2371,0.2820,1.0156
14796.8691,1807.9039,92.8963,18.9358,0.2369,0.2818,1.0156
14796.8789,1808.5204,92.8245,18.7938,0.2355,0.2816,1.0153
14796.8867,1809.0001,92.7465,18.5781,0.2332,0.2814,1.0153
14796.8945,1809.4791,92.6691,18.7941,0.2363,0.2811,1.0154
14796.9023,1809.8977,92.5984,18.7941,0.2367,0.2809,1.0154
14796.9102,1810.3368,92.4746,18.8893,0.2386,0.2805,1.0152
14796.9180,1810.8132,92.3966,18.8424,0.2384,0.2803,1.0152
14796.9258,1811.2891,92.3194,18.8877,0.2393,0.2801,1.0152
14796.9326,1811.7048,92.2489,18.9556,0.2406,0.2799,1.0152
14796.9414,1812.2076,92.2056,18.9556,0.2409,0.2797,1.0149
14796.9492,1812.6820,92.1278,18.5484,0.2361,0.2795,1.0150
14796.9570,1813.1556,92.0506,18.5695,0.2367,0.2793,1.0150
14796.9658,1813.6876,91.9668,18.7125,0.2390,0.2790,1.0150
14796.9736,1814.1707,91.9021,18.7139,0.2394,0.2788,1.0148
14796.9824,1814.6423,91.8246,18.7139,0.2398,0.2786,1.0148
14796.9902,1815.1134,91.7476,18.6197,0.2390,0.2783,1.0148
14796.9971,1815.5250,91.6773,18.4961,0.2378,0.2781,1.0148
14797.0068,1816.0840,91.5529,18.4461,0.2378,0.2778,1.0146
14797.0146,1816.5525,91.4760,18.6587,0.2410,0.2775,1.0146
14797.0234,1817.0203,91.3992,18.6587,0.2414,0.2773,1.0146
14797.0303,1817.4291,91.3292,18.3010,0.2371,0.2771,1.0146
14797.0381,1817.9115,91.2715,17.8959,0.2322,0.2769,1.0144
14797.0459,1818.3776,91.1951,17.9700,0.2335,0.2767,1.0144
14797.0557,1818.9592,91.1051,18.2571,0.2377,0.2764,1.0144
14797.0645,1819.4238,91.0283,18.2346,0.2378,0.2762,1.0144
14797.0723,1819.8726,90.9335,18.2346,0.2384,0.2759,1.0142
14797.0791,1820.2777,90.8637,18.0690,0.2366,0.2757,1.0142
14797.0869,1820.7401,90.7873,18.1664,0.2383,0.2755,1.0142
14797.1064,1821.8324,90.6346,18.1004,0.2383,0.2750,1.0140
14797.1152,1822.3500,90.5512,18.1000,0.2387,0.2747,1.0140
14797.1230,1822.8093,90.4745,18.1000,0.2391,0.2745,1.0140
14797.1309,1823.2679,90.3980,18.1476,0.2401,0.2743,1.0140
14797.1387,1823.6420,90.2223,17.9077,0.2379,0.2737,1.0139
14797.1465,1824.0410,90.1526,17.6525,0.2349,0.2735,1.0139
14797.1562,1824.6102,90.0633,17.6784,0.2357,0.2733,1.0139
14797.1631,1825.0081,89.9935,17.6780,0.2360,0.2731,1.0139
14797.1709,1825.4774,89.9354,17.6780,0.2364,0.2729,1.0136
14797.1787,1825.9310,89.8590,17.7714,0.2381,0.2727,1.0136
14797.1865,1826.3839,89.7826,17.6756,0.2372,0.2724,1.0136
14797.1963,1826.8926,89.6999,17.5144,0.2354,0.2722,1.0136
14797.2041,1827.3667,89.6505,17.6814,0.2380,0.2720,1.0134
14797.2109,1827.7615,89.5810,17.6814,0.2384,0.2718,1.0134
14797.2188,1828.2120,89.5047,17.7055,0.2391,0.2716,1.0134
14797.2266,1828.6619,89.4286,17.5623,0.2376,0.2714,1.0134
14797.2354,1829.0809,89.3172,17.5858,0.2385,0.2710,1.0133
14797.2441,1829.5850,89.2347,17.4944,0.2377,0.2708,1.0133
14797.2520,1830.0322,89.1588,17.4944,0.2381,0.2705,1.0133
14797.2588,1830.4230,89.0894,17.7092,0.2414,0.2703,1.0133
14797.2666,1830.8611,89.0041,17.5935,0.2404,0.2701,1.0131
14797.2754,1831.3063,88.9281,17.2588,0.2362,0.2698,1.0131
14797.2852,1831.8618,88.8396,17.4288,0.2390,0.2696,1.0131
14797.2920,1832.2501,88.7704,17.4288,0.2394,0.2694,1.0131
14797.2998,1832.6630,88.6590,17.4505,0.2403,0.2690,1.0129
14797.3076,1833.1050,88.5830,17.4737,0.2410,0.2688,1.0129
14797.3164,1833.5463,88.5075,17.6193,0.2435,0.2686,1.0129
14797.3232,1833.9319,88.4384,17.3274,0.2398,0.2684,1.0130
14797.3330,1834.4946,88.3649,17.3274,0.2403,0.2681,1.0127
14797.3408,1834.9340,88.2892,16.9240,0.2351,0.2679,1.0127
14797.3486,1835.3727,88.2137,17.0209,0.2368,0.2677,1.0127
14797.3564,1835.7560,88.1445,16.9946,0.2368,0.2675,1.0127
14797.3643,1836.1482,88.0159,17.3066,0.2419,0.2671,1.0126
14797.3730,1836.6388,87.9340,16.9733,0.2377,0.2668,1.0126
14797.3809,1837.0741,87.8586,16.9733,0.2381,0.2666,1.0126
14797.3887,1837.5088,87.7830,16.9501,0.2382,0.2664,1.0126
14797.3975,1837.9084,87.6674,17.0004,0.2396,0.2660,1.0124
14797.4053,1838.3412,87.5918,16.8591,0.2380,0.2658,1.0124
14797.4150,1838.8812,87.5034,16.7826,0.2374,0.2655,1.0124
14797.4229,1839.3125,87.4276,16.5645,0.2347,0.2653,1.0124
14797.4316,1839.7732,87.3178,16.5645,0.2353,0.2650,1.0122
14797.4404,1840.2026,87.2420,16.6849,0.2375,0.2648,1.0122
14797.4482,1840.6315,87.1662,16.7292,0.2385,0.2645,1.0122
14797.4561,1841.0596,87.0906,16.8246,0.2403,0.2643,1.0122
14797.4736,1841.9741,86.8983,16.5599,0.2376,0.2637,1.0120
14797.4834,1842.4525,86.8166,16.7508,0.2408,0.2635,1.0120
14797.4922,1842.9301,86.7350,16.7508,0.2412,0.2632,1.0120
14797.4990,1843.3008,86.6664,16.7264,0.2413,0.2630,1.0120
14797.5078,1843.7413,86.5446,16.7248,0.2420,0.2627,1.0118
14797.5176,1844.2686,86.4572,16.7031,0.2421,0.2624,1.0118
14797.5264,1844.6896,86.3825,16.6312,0.2415,0.2622,1.0118
14797.5342,1845.1099,86.3078,16.5804,0.2412,0.2619,1.0118
14797.5430,1845.5638,86.2063,16.5804,0.2418,0.2616,1.0116
14797.5527,1846.0870,86.1190,16.5295,0.2416,0.2614,1.0116
14797.5635,1846.6091,86.0317,16.1942,0.2371,0.2611,1.0116
14797.5732,1847.1302,85.9446,16.2159,0.2379,0.2608,1.0116
14797.5830,1847.6165,85.8193,16.2159,0.2387,0.2605,1.0114
14797.5928,1848.1348,85.7324,16.2421,0.2395,0.2602,1.0114
14797.6025,1848.6521,85.6455,16.0954,0.2379,0.2599,1.0114
14797.6133,1849.1683,85.5591,16.1233,0.2388,0.2597,1.0114
14797.6230,1849.6646,85.4513,16.2665,0.2415,0.2594,1.0112
14797.6328,1850.1783,85.3642,15.9525,0.2374,0.2591,1.0112
14797.6426,1850.6910,85.2776,15.8578,0.2364,0.2588,1.0112
14797.6533,1851.2028,85.1913,15.7884,0.2359,0.2586,1.0112
14797.6631,1851.7369,85.1302,15.6927,0.2348,0.2584,1.0109
14797.6729,1852.2469,85.0436,15.8560,0.2378,0.2581,1.0109
14797.6826,1852.7560,84.9576,15.8794,0.2386,0.2579,1.0110
14797.6934,1853.2639,84.8707,15.8585,0.2388,0.2576,1.0110
14797.7031,1853.7527,84.7643,15.8341,0.2390,0.2573,1.0108
14797.7129,1854.2582,84.6790,15.7644,0.2385,0.2570,1.0108
14797.7227,1854.7626,84.5928,16.0533,0.2433,0.2568,1.0108
14797.7334,1855.2660,84.5057,15.9592,0.2424,0.2565,1.0108
14797.7432,1855.7438,84.3931,15.8648,0.2417,0.2562,1.0106
14797.7529,1856.2446,84.3070,15.7725,0.2408,0.2559,1.0106
14797.7627,1856.7444,84.2204,15.7261,0.2405,0.2556,1.0106
14797.7734,1857.2432,84.1343,15.9429,0.2443,0.2554,1.0106
14797.7832,1857.7405,84.0478,15.7705,0.2423,0.2551,1.0103
14797.7930,1858.2371,83.9620,15.7016,0.2417,0.2549,1.0104
14797.8027,1858.7327,83.8762,15.7016,0.2422,0.2546,1.0104
14797.8135,1859.2272,83.7907,15.5835,0.2409,0.2543,1.0104
14797.8232,1859.7435,83.7298,15.6569,0.2424,0.2542,1.0101
14797.8330,1860.2363,83.6447,15.7271,0.2440,0.2539,1.0101
14797.8428,1860.7281,83.5594,15.6537,0.2433,0.2536,1.0101
14797.8525,1861.2189,83.4749,15.3454,0.2390,0.2534,1.0102
14797.8633,1861.7266,83.4093,15.3720,0.2399,0.2532,1.0099
14797.8730,1862.2156,83.3242,15.2517,0.2385,0.2529,1.0099
14797.8828,1862.7035,83.2399,15.4677,0.2423,0.2527,1.0100
14797.9023,1863.6493,83.1240,15.2966,0.2404,0.2523,1.0097
14797.9102,1864.0376,83.0514,15.2520,0.2401,0.2521,1.0097
14797.9180,1864.4253,82.9787,15.2303,0.2402,0.2519,1.0097
14797.9258,1864.8123,82.9058,15.1619,0.2395,0.2517,1.0098
14797.9336,1865.2561,82.8919,15.1619,0.2397,0.2516,1.0095
14797.9434,1865.6908,82.8137,15.2565,0.2416,0.2514,1.0095
14797.9531,1866.1729,82.7296,15.3278,0.2432,0.2511,1.0096
14797.9629,1866.6538,82.6450,15.2314,0.2422,0.2509,1.0096
14797.9727,1867.0311,82.4568,15.2784,0.2441,0.2503,1.0095
14797.9834,1867.5082,82.3733,15.3018,0.2449,0.2501,1.0095
14797.9932,1867.9843,82.2894,15.1647,0.2432,0.2498,1.0095
14798.0029,1868.4592,82.2065,15.2162,0.2445,0.2496,1.0095
14798.0127,1868.9045,82.0946,15.1467,0.2442,0.2492,1.0092
14798.0234,1869.3770,82.0110,15.0811,0.2436,0.2490,1.0092
14798.0332,1869.8484,81.9280,14.8691,0.2407,0.2487,1.0093
14798.0430,1870.3187,81.8446,14.7738,0.2396,0.2485,1.0093
14798.0527,1870.7720,81.7447,14.9951,0.2438,0.2482,1.0090
14798.0635,1871.2400,81.6619,15.1174,0.2463,0.2479,1.0090
14798.0732,1871.7069,81.5786,15.0687,0.2460,0.2477,1.0091
14798.0830,1872.1729,81.4950,14.8758,0.2434,0.2474,1.0091
14798.0928,1872.6353,81.4102,14.8791,0.2440,0.2472,1.0088
14798.1025,1873.0991,81.3276,14.9535,0.2457,0.2469,1.0088
14798.1133,1873.5619,81.2444,14.7174,0.2423,0.2467,1.0089
14798.1230,1874.0237,81.1620,14.7450,0.2433,0.2464,1.0089
14798.1328,1874.5229,81.1177,15.0792,0.2491,0.2463,1.0086
14798.1426,1874.9833,81.0344,15.0111,0.2485,0.2460,1.0086
14798.1533,1875.4426,80.9520,14.7994,0.2455,0.2458,1.0086
14798.1631,1875.9009,80.8698,14.5639,0.2421,0.2455,1.0086
14798.1729,1876.3662,80.7945,14.3731,0.2394,0.2453,1.0085
14798.1826,1876.8225,80.7123,14.5162,0.2423,0.2451,1.0085
14798.1934,1877.2778,80.6301,14.4429,0.2415,0.2448,1.0085
14798.2031,1877.7321,80.5470,14.3251,0.2400,0.2446,1.0085
14798.2129,1878.1552,80.4355,14.3768,0.2416,0.2442,1.0083
14798.2227,1878.6068,80.3535,14.2086,0.2393,0.2440,1.0083
14798.2334,1879.0575,80.2707,14.1563,0.2389,0.2437,1.0083
14798.2432,1879.5071,80.1885,14.4203,0.2438,0.2435,1.0083
14798.2529,1879.9227,80.0747,14.4417,0.2450,0.2431,1.0081
14798.2627,1880.3698,79.9921,14.5390,0.2471,0.2429,1.0081
14798.2734,1880.8157,79.9101,14.4923,0.2468,0.2426,1.0081
14798.2832,1881.2606,79.8282,14.3931,0.2456,0.2424,1.0082
14798.2930,1881.7670,79.8058,14.4878,0.2475,0.2423,1.0079
14798.3027,1882.2109,79.7238,14.3189,0.2451,0.2421,1.0079
14798.3135,1882.6538,79.6422,14.2905,0.2451,0.2418,1.0079
14798.3232,1883.0957,79.5597,14.0972,0.2423,0.2416,1.0079
14798.3408,1883.7531,79.3052,14.0684,0.2433,0.2408,1.0078
14798.3496,1884.1461,79.2286,13.7554,0.2384,0.2406,1.0078
14798.3584,1884.4948,79.1577,13.9680,0.2425,0.2404,1.0078
14798.3662,1884.8428,79.0873,14.0174,0.2438,0.2401,1.0078
14798.3740,1885.3088,79.1291,14.0174,0.2436,0.2403,1.0075
14798.3828,1885.7007,79.0526,13.8930,0.2419,0.2400,1.0075
14798.3926,1886.1351,78.9704,13.9871,0.2441,0.2398,1.0075
14798.4033,1886.5685,78.8891,14.0542,0.2458,0.2395,1.0075
14798.4131,1887.0016,78.8080,13.8373,0.2425,0.2393,1.0074
14798.4229,1887.4330,78.7263,13.9287,0.2446,0.2391,1.0074
14798.4326,1887.8633,78.6450,13.9964,0.2463,0.2388,1.0074
14798.4434,1888.2926,78.5633,13.9008,0.2451,0.2386,1.0074
14798.4531,1888.7255,78.4860,13.9208,0.2460,0.2383,1.0072
14798.4629,1889.1528,78.4047,13.9635,0.2473,0.2381,1.0072
14798.4727,1889.5791,78.3233,13.8679,0.2461,0.2378,1.0072
14798.4834,1890.0044,78.2420,13.7458,0.2444,0.2376,1.0072
14798.4932,1890.4387,78.1704,13.6714,0.2436,0.2374,1.0070
14798.5029,1890.8621,78.0890,13.3830,0.2389,0.2371,1.0070
14798.5127,1891.2844,78.0079,13.5015,0.2416,0.2369,1.0070
14798.5234,1891.7058,77.9273,13.5230,0.2424,0.2366,1.0071
14798.5332,1892.1294,77.8492,13.4244,0.2412,0.2364,1.0069
14798.5430,1892.5487,77.7684,13.6361,0.2455,0.2362,1.0069
14798.5527,1892.9670,77.6880,13.6586,0.2464,0.2359,1.0069
14798.5635,1893.3843,77.6069,13.3918,0.2421,0.2357,1.0069
14798.5732,1893.7454,77.4756,13.2929,0.2412,0.2353,1.0067
14798.5830,1894.1597,77.3956,13.3649,0.2430,0.2350,1.0068
14798.5928,1894.5730,77.3147,13.1711,0.2400,0.2348,1.0068
14798.6025,1894.9852,77.2345,13.2406,0.2417,0.2345,1.0068
14798.6133,1895.3619,77.1231,13.2360,0.2424,0.2342,1.0066
14798.6230,1895.7716,77.0425,13.0938,0.2403,0.2340,1.0066
14798.6328,1896.1802,76.9624,12.9456,0.2381,0.2337,1.0066
14798.6426,1896.5878,76.8827,12.8952,0.2376,0.2335,1.0066
14798.6533,1896.9935,76.8017,12.8469,0.2373,0.2332,1.0064
14798.6631,1897.3990,76.7219,13.0842,0.2422,0.2330,1.0064
14798.6729,1897.8036,76.6426,13.0583,0.2422,0.2328,1.0064
14798.6826,1898.2070,76.5627,12.8384,0.2386,0.2325,1.0064
14798.6934,1898.6816,76.5487,13.0532,0.2427,0.2325,1.0061
14798.7031,1899.0844,76.4694,13.1011,0.2441,0.2322,1.0061
14798.7129,1899.4860,76.3897,12.7658,0.2384,0.2320,1.0062
14798.7227,1899.8866,76.3105,12.9568,0.2425,0.2318,1.0062
14798.7334,1900.2448,76.1944,13.0985,0.2459,0.2314,1.0061
14798.7432,1900.6426,76.1152,12.8352,0.2414,0.2312,1.0061
14798.7529,1901.0394,76.0364,12.5933,0.2374,0.2309,1.0061
14798.7627,1901.4352,75.9577,12.6891,0.2397,0.2307,1.0061
14798.7822,1902.1359,75.7899,12.7586,0.2421,0.2302,1.0059
14798.7910,1902.4886,75.7165,12.8320,0.2440,0.2300,1.0059
14798.7988,1902.8015,75.6480,12.5962,0.2399,0.2297,1.0059
14798.8066,1903.1138,75.5797,12.4985,0.2385,0.2295,1.0059
14798.8164,1903.5349,75.5691,12.6177,0.2409,0.2295,1.0056
14798.8262,1903.9246,75.4906,12.4244,0.2377,0.2293,1.0057
14798.8340,1904.2356,75.4222,12.4244,0.2381,0.2291,1.0057
14798.8428,1904.5847,75.3490,12.4741,0.2395,0.2288,1.0057
14798.8525,1905.0739,75.3611,12.5464,0.2409,0.2289,1.0055
14798.8633,1905.4614,75.2828,12.5476,0.2414,0.2286,1.0055
