Time,Alt,Vel,Drag,Cd,Mach,Rho
14802.6426,1979.8163,56.4504,7.4344,0.2563,0.1716,0.9980
14802.6533,1979.8971,56.4539,7.3146,0.2522,0.1716,0.9980
14802.6631,1979.9052,56.4557,7.1711,0.2472,0.1716,0.9980
14802.6729,1979.9122,56.4578,7.4120,0.2555,0.1716,0.9980
14802.6826,1979.9183,56.4599,7.3161,0.2521,0.1716,0.9980
14802.7021,1979.9240,56.4646,7.2423,0.2496,0.1716,0.9980
14802.7109,1979.9269,56.4669,7.2905,0.2512,0.1717,0.9980
14802.7197,1979.9290,0.1846,7.5095,0.0000,0.0006,0.9980
14802.7275,1979.9301,0.1048,7.4378,0.0000,0.0003,0.9980
14802.7363,1980.0156,0.1659,7.4378,0.0000,0.0005,0.9979
14802.7461,1980.0167,0.0659,45.0180,0.0000,0.0002,0.9979
14802.7549,1980.0168,0.0407,45.0180,0.0000,0.0001,0.9979
14802.7627,1980.0161,0.1643,191.7814,0.0000,0.0005,0.9979
14802.7734,1975.4912,8.1230,260.3402,0.0000,0.0247,1.0019
