Time,PE,PN,PU,VE,VN,VU,Qw,Qx,Qy,Qz
14793.7930,8.8253,397.5371,1571.6519,11.2598,19.5552,95.0863,-0.9892,-0.0854,0.1193,0.0060
14793.8027,8.9377,397.7323,1572.6632,11.2424,19.5274,95.0767,-0.9892,-0.0855,0.1191,0.0036
14793.8135,9.0500,397.9273,1573.6134,11.2252,19.4997,94.9621,-0.9892,-0.0855,0.1189,0.0010
14793.8232,9.1620,398.1220,1574.5625,11.2076,19.4724,94.8473,-0.9892,-0.0853,0.1190,-0.0021
14793.8330,9.2739,398.3164,1575.5104,11.1902,19.4449,94.7327,-0.9892,-0.0854,0.1188,-0.0045
14793.8428,9.3856,398.5106,1576.4298,11.1726,19.4177,94.5711,-0.9892,-0.0855,0.1186,-0.0069
14793.8525,9.4971,398.7045,1577.3750,11.1548,19.3907,94.4566,-0.9892,-0.0856,0.1185,-0.0094
14793.8633,9.6085,398.8981,1578.3190,11.1374,19.3638,94.3425,-0.9892,-0.0857,0.1183,-0.0119
14793.8730,9.7197,399.0914,1579.2618,11.1196,19.3370,94.2281,-0.9892,-0.0859,0.1182,-0.0143
14793.8828,9.8306,399.2845,1580.2085,11.1020,19.3102,94.1225,-0.9892,-0.0860,0.1179,-0.0166
14793.8926,9.9415,399.4773,1581.1492,11.0843,19.2837,94.0082,-0.9891,-0.0861,0.1178,-0.0189
14793.9033,10.0521,399.6698,1582.0886,11.0665,19.2570,93.8938,-0.9891,-0.0863,0.1176,-0.0213
14793.9131,10.1626,399.8621,1583.0270,11.0488,19.2301,93.7794,-0.9890,-0.0864,0.1175,-0.0237
14793.9229,10.2729,400.0540,1583.9467,11.0306,19.2032,93.6347,-0.9890,-0.0865,0.1173,-0.0261
14793.9326,10.3830,400.2458,1584.8824,11.0119,19.1766,93.5203,-0.9889,-0.0866,0.1172,-0.0285
14793.9434,10.4929,400.4373,1585.8170,10.9926,19.1499,93.4059,-0.9889,-0.0867,0.1170,-0.0308
14793.9531,10.6026,400.6284,1586.7505,10.9727,19.1233,93.2914,-0.9888,-0.0867,0.1168,-0.0331
14793.9629,10.7121,400.8194,1587.6350,10.9530,19.0976,93.0943,-0.9887,-0.0870,0.1166,-0.0355
14793.9814,10.9089,401.1627,1589.3088,10.9348,19.0777,92.8879,-0.9886,-0.0870,0.1164,-0.0401
14793.9902,11.0071,401.3341,1590.1444,10.9141,19.0514,92.7848,-0.9885,-0.0869,0.1161,-0.0420
14793.9980,11.0942,401.4863,1590.9424,10.8930,19.0249,92.7900,-0.9884,-0.0868,0.1162,-0.0444
14794.0059,11.1812,401.6383,1591.6843,10.8719,18.9986,92.6985,-0.9884,-0.0868,0.1157,-0.0458
14794.0137,11.2680,401.7900,1592.4255,10.8504,18.9719,92.6070,-0.9883,-0.0871,0.1154,-0.0475
14794.0234,11.3654,401.9605,1593.2585,10.8290,18.9464,92.5041,-0.9883,-0.0873,0.1151,-0.0493
14794.0332,11.4735,402.1497,1594.2385,10.8079,18.9216,92.4857,-0.9882,-0.0877,0.1149,-0.0517
14794.0430,11.5814,402.3387,1595.1628,10.7863,18.8966,92.3712,-0.9881,-0.0878,0.1146,-0.0539
14794.0527,11.6890,402.5273,1596.0859,10.7648,18.8720,92.2569,-0.9881,-0.0881,0.1144,-0.0534
14794.0635,11.7964,402.7158,1597.0079,10.7430,18.8474,92.1426,-0.9880,-0.0881,0.1142,-0.0559
14794.0732,11.9036,402.9040,1597.8226,10.7210,18.8223,91.8445,-0.9878,-0.0882,0.1139,-0.0584
14794.0830,12.0106,403.0919,1598.7405,10.6992,18.7974,91.7303,-0.9877,-0.0884,0.1137,-0.0607
14794.0928,12.1174,403.2796,1599.6572,10.6770,18.7727,91.6159,-0.9876,-0.0886,0.1134,-0.0632
14794.1025,12.2239,403.4670,1600.5728,10.6548,18.7478,91.5015,-0.9874,-0.0887,0.1132,-0.0655
14794.1133,12.3303,403.6542,1601.5155,10.6328,18.7229,91.4361,-0.9873,-0.0890,0.1129,-0.0680
14794.1230,12.4364,403.8412,1602.4293,10.6107,18.6980,91.3217,-0.9871,-0.0891,0.1126,-0.0702
14794.1328,12.5422,404.0279,1603.3419,10.5888,18.6729,91.2074,-0.9870,-0.0893,0.1123,-0.0726
14794.1426,12.6479,404.2144,1604.2534,10.5669,18.6477,91.0931,-0.9869,-0.0894,0.1120,-0.0748
14794.1533,12.7533,404.4005,1605.1299,10.5446,18.6222,90.9198,-0.9867,-0.0894,0.1116,-0.0771
14794.1631,12.8586,404.5865,1606.0385,10.5230,18.5967,90.8055,-0.9866,-0.0895,0.1113,-0.0794
14794.1729,12.9636,404.7722,1606.9459,10.5007,18.5716,90.6911,-0.9864,-0.0896,0.1109,-0.0818
14794.1826,13.0684,404.9576,1607.8523,10.4794,18.5462,90.5770,-0.9862,-0.0899,0.1106,-0.0840
14794.1934,13.1729,405.1428,1608.7505,10.4580,18.5209,90.4507,-0.9860,-0.0900,0.1102,-0.0863
14794.2031,13.2773,405.3277,1609.6544,10.4360,18.4955,90.3364,-0.9858,-0.0902,0.1100,-0.0887
14794.2129,13.3814,405.5124,1610.5573,10.4148,18.4698,90.2222,-0.9857,-0.0903,0.1096,-0.0910
14794.2227,13.4853,405.6968,1611.4589,10.3932,18.4441,90.1079,-0.9855,-0.0904,0.1093,-0.0932
14794.2334,13.5891,405.8810,1612.3391,10.3719,18.4187,89.9586,-0.9853,-0.0905,0.1090,-0.0955
14794.2432,13.6925,406.0649,1613.2382,10.3511,18.3929,89.8445,-0.9851,-0.0905,0.1086,-0.0977
14794.2529,13.7958,406.2486,1614.1360,10.3299,18.3672,89.7302,-0.9849,-0.0907,0.1083,-0.0999
14794.2627,13.8989,406.4320,1615.0327,10.3095,18.3420,89.6163,-0.9847,-0.0909,0.1080,-0.1021
14794.2734,14.0018,406.6151,1615.8466,10.2887,18.3165,89.3605,-0.9845,-0.0910,0.1077,-0.1043
14794.2832,14.1045,406.7980,1616.7396,10.2677,18.2908,89.2463,-0.9843,-0.0911,0.1074,-0.1064
14794.2930,14.2069,406.9807,1617.6315,10.2474,18.2656,89.1323,-0.9841,-0.0911,0.1070,-0.1085
14794.3027,14.3092,407.1630,1618.5222,10.2269,18.2405,89.0182,-0.9839,-0.0911,0.1068,-0.1109
14794.3135,14.4112,407.3452,1619.3723,10.2066,18.2150,88.8355,-0.9837,-0.0910,0.1065,-0.1131
14794.3232,14.5131,407.5270,1620.2601,10.1862,18.1901,88.7216,-0.9834,-0.0911,0.1062,-0.1153
14794.3330,14.6147,407.7087,1621.1467,10.1658,18.1655,88.6078,-0.9831,-0.0914,0.1061,-0.1175
14794.3428,14.7162,407.8901,1622.0322,10.1458,18.1406,88.4940,-0.9829,-0.0916,0.1060,-0.1199
14794.3525,14.8174,408.0712,1622.8768,10.1258,18.1163,88.3113,-0.9826,-0.0915,0.1058,-0.1223
14794.3633,14.9184,408.2521,1623.7594,10.1061,18.0924,88.1978,-0.9823,-0.0913,0.1056,-0.1246
14794.3730,15.0193,408.4328,1624.6409,10.0868,18.0684,88.0843,-0.9821,-0.0911,0.1055,-0.1268
14794.3828,15.1199,408.6132,1625.5211,10.0673,18.0447,87.9708,-0.9818,-0.0911,0.1054,-0.1292
14794.3926,15.2204,408.7934,1626.3501,10.0487,18.0215,87.7709,-0.9815,-0.0910,0.1052,-0.1313
14794.4033,15.3207,408.9734,1627.2273,10.0298,17.9986,87.6577,-0.9813,-0.0908,0.1051,-0.1334
14794.4219,15.5109,409.3149,1628.8907,10.0145,17.9799,87.4426,-0.9808,-0.0904,0.1048,-0.1377
14794.4307,15.6008,409.4765,1629.6772,9.9954,17.9568,87.3409,-0.9805,-0.0903,0.1048,-0.1396
14794.4395,15.6806,409.6200,1630.3290,9.9758,17.9333,87.1699,-0.9802,-0.0900,0.1047,-0.1418
14794.4473,15.7603,409.7632,1631.0260,9.9560,17.9097,87.0795,-0.9800,-0.0901,0.1047,-0.1431
14794.4561,15.8497,409.9242,1631.8092,9.9363,17.8866,86.9777,-0.9798,-0.0900,0.1047,-0.1447
14794.4658,15.9488,410.1028,1632.6785,9.9171,17.8648,86.8648,-0.9795,-0.0898,0.1046,-0.1465
14794.4736,16.0280,410.2455,1633.3551,9.8972,17.8424,86.7436,-0.9793,-0.0899,0.1047,-0.1478
14794.4834,16.1169,410.4059,1634.1354,9.8776,17.8205,86.6421,-0.9790,-0.0899,0.1047,-0.1498
14794.4932,16.2154,410.5839,1635.0012,9.8584,17.7997,86.5295,-0.9787,-0.0898,0.1048,-0.1518
14794.5029,16.3138,410.7616,1635.8660,9.8391,17.7794,86.4172,-0.9784,-0.0898,0.1048,-0.1538
14794.5127,16.4120,410.9392,1636.6658,9.8199,17.7589,86.1946,-0.9781,-0.0896,0.1049,-0.1559
14794.5234,16.5100,411.1165,1637.5271,9.8002,17.7392,86.0821,-0.9778,-0.0895,0.1050,-0.1580
14794.5332,16.6078,411.2937,1638.3873,9.7805,17.7202,85.9697,-0.9775,-0.0893,0.1050,-0.1599
14794.5430,16.7054,411.4707,1639.2465,9.7609,17.7006,85.8573,-0.9771,-0.0893,0.1052,-0.1618
14794.5527,16.8028,411.6475,1640.0983,9.7410,17.6815,85.7341,-0.9768,-0.0892,0.1053,-0.1636
14794.5635,16.9000,411.8240,1640.9551,9.7213,17.6630,85.6220,-0.9765,-0.0890,0.1054,-0.1655
14794.5732,16.9970,412.0004,1641.8108,9.7011,17.6442,85.5099,-0.9762,-0.0889,0.1055,-0.1675
14794.5830,17.0938,412.1766,1642.6653,9.6809,17.6259,85.3978,-0.9759,-0.0888,0.1056,-0.1693
14794.5928,17.1903,412.3527,1643.4454,9.6604,17.6081,85.1592,-0.9755,-0.0886,0.1057,-0.1712
14794.6025,17.2867,412.5285,1644.2965,9.6395,17.5901,85.0468,-0.9752,-0.0884,0.1057,-0.1731
14794.6133,17.3829,412.7042,1645.1464,9.6187,17.5722,84.9346,-0.9749,-0.0883,0.1058,-0.1750
14794.6230,17.4789,412.8797,1645.9951,9.5975,17.5547,84.8226,-0.9745,-0.0882,0.1058,-0.1770
14794.6328,17.5746,413.0551,1646.8879,9.5763,17.5371,84.7884,-0.9742,-0.0880,0.1058,-0.1787
14794.6426,17.6702,413.2302,1647.7352,9.5547,17.5198,84.6763,-0.9739,-0.0880,0.1059,-0.1807
14794.6533,17.7655,413.4052,1648.5814,9.5325,17.5025,84.5641,-0.9735,-0.0879,0.1059,-0.1824
14794.6631,17.8606,413.5800,1649.4265,9.5105,17.4851,84.4521,-0.9732,-0.0877,0.1058,-0.1842
14794.6729,17.9555,413.7546,1650.2339,9.4881,17.4680,84.2769,-0.9729,-0.0877,0.1058,-0.1861
14794.6826,18.0501,413.9291,1651.0760,9.4654,17.4506,84.1646,-0.9725,-0.0877,0.1058,-0.1880
14794.6934,18.1446,414.1034,1651.9171,9.4428,17.4329,84.0521,-0.9722,-0.0876,0.1057,-0.1899
14794.7031,18.2388,414.2775,1652.7571,9.4198,17.4158,83.9398,-0.9718,-0.0876,0.1056,-0.1916
14794.7129,18.3327,414.4514,1653.5981,9.3967,17.3986,83.8314,-0.9715,-0.0875,0.1054,-0.1934
14794.7227,18.4265,414.6252,1654.4359,9.3735,17.3804,83.7191,-0.9711,-0.0874,0.1053,-0.1953
14794.7334,18.5200,414.7988,1655.2726,9.3501,17.3627,83.6069,-0.9708,-0.0875,0.1051,-0.1973
14794.7432,18.6133,414.9722,1656.1080,9.3271,17.3457,83.4950,-0.9704,-0.0874,0.1049,-0.1992
14794.7529,18.7063,415.1454,1656.9805,9.3038,17.3278,83.4482,-0.9700,-0.0875,0.1047,-0.2012
14794.7627,18.7991,415.3185,1657.8143,9.2801,17.3104,83.3359,-0.9696,-0.0876,0.1044,-0.2030
14794.7734,18.8917,415.4914,1658.6471,9.2565,17.2932,83.2238,-0.9693,-0.0877,0.1042,-0.2049
14794.7832,18.9840,415.6641,1659.4788,9.2329,17.2750,83.1114,-0.9689,-0.0878,0.1039,-0.2067
14794.7930,19.0761,415.8366,1660.3007,9.2096,17.2572,82.9843,-0.9686,-0.0878,0.1035,-0.2085
14794.8027,19.1680,416.0090,1661.1299,9.1859,17.2396,82.8722,-0.9681,-0.0880,0.1032,-0.2105
14794.8135,19.2596,416.1812,1661.9580,9.1625,17.2212,82.7600,-0.9677,-0.0882,0.1028,-0.2126
14794.8232,19.3510,416.3532,1662.7850,9.1390,17.2027,82.6477,-0.9673,-0.0884,0.1026,-0.2146
14794.8330,19.4422,416.5250,1663.5912,9.1153,17.1848,82.5015,-0.9668,-0.0885,0.1022,-0.2167
14794.8516,19.6149,416.8511,1665.1567,9.0904,17.1716,82.2880,-0.9659,-0.0887,0.1016,-0.2210
14794.8613,19.6965,417.0055,1665.8969,9.0671,17.1526,82.1870,-0.9656,-0.0886,0.1012,-0.2227
14794.8691,19.7689,417.1425,1666.5443,9.0439,17.1334,82.0806,-0.9652,-0.0888,0.1008,-0.2243
14794.8760,19.8321,417.2623,1667.1187,9.0210,17.1131,82.0021,-0.9649,-0.0889,0.1005,-0.2257
14794.8838,19.9040,417.3990,1667.7743,8.9981,17.0935,81.9123,-0.9646,-0.0889,0.1001,-0.2273
14794.8926,19.9848,417.5527,1668.5111,8.9750,17.0746,81.8112,-0.9641,-0.0890,0.0998,-0.2294
14794.9033,20.0743,417.7232,1669.3115,8.9522,17.0555,81.6695,-0.9637,-0.0891,0.0993,-0.2315
14794.9131,20.1636,417.8936,1670.1277,8.9293,17.0369,81.5574,-0.9632,-0.0892,0.0987,-0.2336
14794.9229,20.2527,418.0638,1670.9427,8.9065,17.0186,81.4453,-0.9627,-0.0893,0.0983,-0.2359
14794.9326,20.3416,418.2337,1671.7566,8.8840,16.9995,81.3331,-0.9622,-0.0894,0.0978,-0.2381
14794.9434,20.4302,418.4035,1672.6147,8.8614,16.9808,81.2995,-0.9617,-0.0896,0.0973,-0.2402
14794.9531,20.5186,418.5731,1673.4271,8.8389,16.9623,81.1875,-0.9612,-0.0897,0.0968,-0.2424
14794.9629,20.6067,418.7425,1674.2384,8.8169,16.9436,81.0754,-0.9607,-0.0897,0.0962,-0.2446
14794.9727,20.6947,418.9117,1675.0486,8.7950,16.9248,80.9634,-0.9601,-0.0898,0.0957,-0.2468
14794.9834,20.7824,419.0808,1675.7899,8.7737,16.9064,80.7342,-0.9596,-0.0899,0.0951,-0.2490
14794.9932,20.8699,419.2496,1676.5967,8.7521,16.8878,80.6223,-0.9591,-0.0900,0.0946,-0.2512
14795.0029,20.9572,419.4183,1677.4023,8.7311,16.8694,80.5105,-0.9586,-0.0902,0.0941,-0.2534
14795.0127,21.0443,419.5868,1678.2069,8.7101,16.8512,80.3989,-0.9580,-0.0903,0.0936,-0.2556
14795.0234,21.1312,419.7551,1678.9910,8.6886,16.8326,80.2533,-0.9574,-0.0904,0.0932,-0.2579
14795.0332,21.2179,419.9232,1679.7930,8.6683,16.8146,80.1416,-0.9568,-0.0905,0.0928,-0.2601
14795.0430,21.3044,420.0912,1680.5939,8.6471,16.7965,80.0298,-0.9563,-0.0907,0.0924,-0.2623
14795.0527,21.3906,420.2589,1681.3936,8.6264,16.7783,79.9181,-0.9557,-0.0908,0.0920,-0.2645
14795.0635,21.4767,420.4265,1682.1913,8.6060,16.7601,79.8049,-0.9551,-0.0909,0.0916,-0.2667
14795.0732,21.5625,420.5939,1682.9888,8.5849,16.7420,79.6932,-0.9545,-0.0909,0.0912,-0.2689
14795.0830,21.6482,420.7611,1683.7852,8.5646,16.7238,79.5817,-0.9540,-0.0911,0.0908,-0.2710
14795.0928,21.7336,420.9281,1684.5804,8.5440,16.7053,79.4701,-0.9534,-0.0912,0.0904,-0.2730
14795.1025,21.8188,421.0950,1685.3528,8.5236,16.6872,79.3207,-0.9528,-0.0912,0.0900,-0.2751
14795.1133,21.9039,421.2617,1686.1454,8.5035,16.6691,79.2092,-0.9523,-0.0912,0.0896,-0.2772
14795.1230,21.9887,421.4282,1686.9369,8.4831,16.6510,79.0975,-0.9517,-0.0913,0.0891,-0.2793
14795.1328,22.0733,421.5945,1687.7273,8.4631,16.6332,78.9860,-0.9511,-0.0913,0.0888,-0.2814
14795.1426,22.1577,421.7606,1688.4393,8.4427,16.6153,78.7405,-0.9505,-0.0913,0.0884,-0.2834
14795.1533,22.2420,421.9266,1689.2262,8.4224,16.5975,78.6291,-0.9500,-0.0913,0.0880,-0.2855
14795.1631,22.3260,422.0923,1690.0120,8.4024,16.5800,78.5177,-0.9494,-0.0913,0.0877,-0.2876
14795.1729,22.4098,422.2580,1690.7966,8.3818,16.5627,78.4063,-0.9488,-0.0913,0.0874,-0.2896
14795.1826,22.4934,422.4234,1691.5642,8.3616,16.5456,78.2675,-0.9482,-0.0913,0.0870,-0.2915
14795.1934,22.5768,422.5887,1692.3463,8.3413,16.5284,78.1562,-0.9477,-0.0912,0.0866,-0.2934
14795.2031,22.6600,422.7538,1693.1273,8.3210,16.5114,78.0449,-0.9471,-0.0912,0.0863,-0.2954
14795.2129,22.7430,422.9187,1693.9072,8.3007,16.4948,77.9337,-0.9465,-0.0912,0.0861,-0.2974
14795.2227,22.8258,423.0835,1694.6595,8.2805,16.4781,77.7765,-0.9458,-0.0912,0.0858,-0.2995
14795.2334,22.9084,423.2481,1695.4368,8.2604,16.4617,77.6654,-0.9453,-0.0911,0.0855,-0.3014
14795.2432,22.9908,423.4125,1696.2129,8.2400,16.4456,77.5544,-0.9447,-0.0910,0.0852,-0.3032
14795.2529,23.0730,423.5768,1696.9879,8.2199,16.4296,77.4433,-0.9442,-0.0910,0.0849,-0.3051
14795.2627,23.1550,423.7409,1697.7153,8.2000,16.4141,77.2519,-0.9436,-0.0910,0.0847,-0.3069
14795.2734,23.2368,423.9049,1698.4873,8.1795,16.3992,77.1412,-0.9431,-0.0909,0.0844,-0.3086
14795.2910,23.3837,424.1998,1699.8740,8.1600,16.3877,76.9417,-0.9419,-0.0906,0.0840,-0.3124
14795.2998,23.4569,424.3471,1700.5660,8.1398,16.3723,76.8419,-0.9414,-0.0905,0.0837,-0.3140
14795.3076,23.5219,424.4779,1701.2299,8.1191,16.3565,76.8387,-0.9409,-0.0904,0.0835,-0.3155
14795.4385,24.5741,426.6064,1711.1256,8.0893,16.4086,75.4042,-0.9313,-0.0871,0.0806,-0.3444
14795.4473,24.6468,426.7540,1711.8038,8.0687,16.3952,75.3049,-0.9312,-0.0868,0.0805,-0.3447
14795.4580,24.7353,426.9341,1712.2112,8.0478,16.3831,74.5067,-0.9308,-0.0866,0.0803,-0.3458
14795.4648,24.7915,427.0487,1712.7324,8.0276,16.3682,74.4295,-0.9307,-0.0866,0.0803,-0.3462
14795.4736,24.8636,427.1959,1713.4019,8.0074,16.3546,74.3304,-0.9304,-0.0865,0.0802,-0.3472
14795.4824,24.9275,427.3266,1713.9961,7.9872,16.3405,74.2424,-0.9306,-0.0866,0.0803,-0.3464
14795.4902,24.9912,427.4572,1714.7761,7.9666,16.3264,74.4485,-0.9300,-0.0864,0.0801,-0.3482
14795.4980,25.0548,427.5876,1715.3713,7.9464,16.3122,74.3604,-0.9296,-0.0863,0.0799,-0.3493
14795.5088,25.1420,427.7669,1716.1886,7.9257,16.2996,74.2392,-0.9290,-0.0863,0.0797,-0.3510
14795.5166,25.2052,427.8972,1716.7821,7.9048,16.2854,74.1511,-0.9292,-0.0864,0.0797,-0.3504
14795.5254,25.2683,428.0273,1717.5576,7.8842,16.2713,74.3471,-0.9288,-0.0862,0.0794,-0.3516
14795.5332,25.3312,428.1574,1718.1521,7.8635,16.2570,74.2591,-0.9283,-0.0862,0.0792,-0.3531
14795.5410,25.3939,428.2873,1718.7458,7.8427,16.2427,74.1710,-0.9284,-0.0862,0.0792,-0.3528
14795.5508,25.4722,428.4496,1719.4871,7.8216,16.2297,74.0611,-0.9276,-0.0861,0.0789,-0.3548
14795.5596,25.5424,428.5955,1720.2738,7.8004,16.2159,74.1480,-0.9269,-0.0860,0.0787,-0.3567
14795.5684,25.6046,428.7251,1720.8666,7.7795,16.2015,74.0600,-0.9263,-0.0859,0.0785,-0.3584
14795.5762,25.6667,428.8546,1721.4587,7.7583,16.1872,73.9719,-0.9258,-0.0858,0.0781,-0.3596
14795.5840,25.7286,428.9839,1722.0502,7.7370,16.1726,73.8838,-0.9253,-0.0859,0.0779,-0.3610
14795.5918,25.7903,429.1132,1722.7175,7.7157,16.1582,73.9137,-0.9255,-0.0859,0.0777,-0.3607
14795.6016,25.8673,429.2746,1723.4562,7.6937,16.1447,73.8036,-0.9247,-0.0858,0.0773,-0.3626
14795.6113,25.9363,429.4198,1724.1200,7.6721,16.1308,73.7044,-0.9248,-0.0858,0.0773,-0.3625
14795.6182,25.9899,429.5326,1724.6356,7.6511,16.1159,73.6274,-0.9242,-0.0857,0.0770,-0.3640
14795.8252,27.5661,432.8731,1736.4807,7.5951,16.1754,66.9367,-0.9088,-0.0840,0.0661,-0.4032
14795.8379,27.6646,433.0832,1737.3500,7.5758,16.1640,66.7945,-0.9083,-0.0837,0.0657,-0.4046
14795.8477,27.7402,433.2447,1738.0173,7.5572,16.1518,66.6851,-0.9079,-0.0835,0.0655,-0.4055
14795.8564,27.8005,433.3738,1739.3334,7.5387,16.1388,67.6706,-0.9077,-0.0834,0.0654,-0.4060
14795.8633,27.8531,433.4867,1739.8068,7.5208,16.1256,67.5941,-0.9075,-0.0834,0.0654,-0.4064
14795.8721,27.9206,433.6317,1740.4147,7.5027,16.1131,67.4957,-0.9075,-0.0834,0.0654,-0.4064
14795.8789,27.9730,433.7444,1740.8868,7.4847,16.0998,67.4191,-0.9077,-0.0833,0.0655,-0.4061
14795.8867,28.0328,433.8731,1741.9786,7.4665,16.0867,68.0787,-0.9070,-0.0833,0.0651,-0.4076
14795.8975,28.1073,434.0338,1742.6589,7.4485,16.0743,67.9694,-0.9064,-0.0832,0.0646,-0.4092
14795.9053,28.1667,434.1623,1743.2024,7.4306,16.0612,67.8820,-0.9058,-0.0832,0.0643,-0.4104
14795.9121,28.2186,434.2746,1743.6772,7.4129,16.0478,67.8054,-0.9058,-0.0832,0.0643,-0.4104
14795.9199,28.2778,434.4029,1744.7015,7.3950,16.0346,68.3657,-0.9053,-0.0832,0.0640,-0.4115
14795.9277,28.3368,434.5311,1745.2482,7.3774,16.0213,68.2783,-0.9054,-0.0832,0.0642,-0.4114
14795.9385,28.4104,434.6911,1745.9304,7.3598,16.0086,68.1690,-0.9045,-0.0831,0.0637,-0.4134
14795.9453,28.4618,434.8031,1746.4073,7.3424,15.9952,68.0926,-0.9039,-0.0831,0.0634,-0.4147
14795.9531,28.5204,434.9309,1747.3092,7.3249,15.9821,68.4864,-0.9033,-0.0830,0.0630,-0.4162
14795.9609,28.5788,435.0587,1747.8567,7.3074,15.9689,68.3990,-0.9033,-0.0830,0.0630,-0.4162
14795.9688,28.6372,435.1863,1748.4036,7.2901,15.9557,68.3116,-0.9026,-0.0829,0.0626,-0.4178
14795.9756,28.6881,435.2979,1748.8815,7.2726,15.9425,68.2351,-0.9020,-0.0829,0.0623,-0.4191
14795.9951,28.8259,435.6006,1750.3752,7.2555,15.9327,68.2994,-0.9006,-0.0827,0.0615,-0.4223
14796.0039,28.8911,435.7439,1750.9895,7.2381,15.9202,68.2012,-0.8998,-0.0826,0.0611,-0.4240
14796.0117,28.9488,435.8711,1751.5348,7.2208,15.9074,68.1139,-0.8998,-0.0826,0.0611,-0.4240
14796.0186,28.9993,435.9824,1752.0114,7.2035,15.8945,68.0375,-0.8992,-0.0825,0.0608,-0.4253
14796.0273,29.0568,436.1094,1752.7231,7.1864,15.8820,68.1819,-0.8985,-0.0823,0.0604,-0.4269
14796.0371,29.1284,436.2681,1753.4044,7.1689,15.8701,68.0730,-0.8977,-0.0822,0.0601,-0.4286
14796.0449,29.1857,436.3950,1753.9486,7.1516,15.8577,67.9860,-0.8971,-0.0821,0.0597,-0.4300
14796.0518,29.2356,436.5059,1754.4242,7.1345,15.8448,67.9097,-0.8965,-0.0820,0.0595,-0.4314
14796.0605,29.2997,436.6484,1755.2036,7.1173,15.8325,68.0490,-0.8964,-0.0820,0.0596,-0.4314
14796.0684,29.3494,436.7591,1755.6797,7.1000,15.8197,67.9728,-0.8959,-0.0819,0.0593,-0.4327
14796.0781,29.4202,436.9172,1756.3589,7.0823,15.8080,67.8642,-0.8951,-0.0818,0.0589,-0.4344
14796.0859,29.4767,437.0435,1756.9015,7.0647,15.7957,67.7771,-0.8944,-0.0816,0.0586,-0.4359
14796.0938,29.5331,437.1698,1757.5835,7.0469,15.7833,67.8917,-0.8937,-0.0815,0.0584,-0.4374
14796.1006,29.5823,437.2802,1758.0585,7.0294,15.7706,67.8154,-0.8936,-0.0814,0.0584,-0.4375
14796.1094,29.6384,437.4062,1758.6006,7.0117,15.7584,67.7283,-0.8929,-0.0812,0.0583,-0.4390
14796.1172,29.6944,437.5322,1759.1421,6.9937,15.7462,67.6412,-0.8922,-0.0811,0.0579,-0.4404
14796.1270,29.7641,437.6895,1759.9491,6.9752,15.7344,67.7261,-0.8914,-0.0810,0.0573,-0.4421
14796.1338,29.8128,437.7995,1760.4230,6.9575,15.7216,67.6499,-0.8908,-0.0808,0.0571,-0.4435
14796.1426,29.8753,437.9409,1761.0314,6.9395,15.7093,67.5519,-0.8907,-0.0808,0.0571,-0.4436
14796.1504,29.9237,438.0508,1761.5040,6.9216,15.6966,67.4759,-0.8901,-0.0806,0.0567,-0.4450
14796.1582,29.9790,438.1762,1762.1476,6.9030,15.6846,67.5466,-0.8893,-0.0805,0.0563,-0.4466
14796.1680,30.0478,438.3329,1762.8225,6.8844,15.6724,67.4377,-0.8883,-0.0802,0.0555,-0.4487
14796.1758,30.1028,438.4582,1763.3617,6.8664,15.6603,67.3507,-0.8877,-0.0801,0.0551,-0.4501
14796.1826,30.1507,438.5677,1763.8329,6.8484,15.6482,67.2747,-0.8872,-0.0799,0.0552,-0.4511
14796.1914,30.2054,438.6928,1764.4978,6.8301,15.6363,67.3857,-0.8871,-0.0799,0.0552,-0.4513
14796.1992,30.2599,438.8178,1765.0365,6.8120,15.6240,67.2987,-0.8864,-0.0797,0.0548,-0.4527
14796.2070,30.3142,438.9427,1765.5746,6.7942,15.6115,67.2117,-0.8858,-0.0796,0.0544,-0.4540
14796.2158,30.3752,439.0831,1766.1791,6.7758,15.5998,67.1140,-0.8849,-0.0793,0.0539,-0.4558
14796.2246,30.4361,439.2234,1766.8525,6.7575,15.5877,67.1280,-0.8842,-0.0792,0.0534,-0.4573
14796.2324,30.4832,439.3324,1767.3221,6.7399,15.5752,67.0519,-0.8842,-0.0791,0.0536,-0.4572
14796.2402,30.5370,439.4569,1767.8582,6.7221,15.5627,66.9648,-0.8836,-0.0790,0.0532,-0.4585
14796.2480,30.5907,439.5813,1768.3936,6.7040,15.5505,66.8779,-0.8829,-0.0788,0.0528,-0.4599
14796.2578,30.6575,439.7367,1769.1140,6.6856,15.5384,66.8551,-0.8821,-0.0786,0.0524,-0.4615
14796.2646,30.7042,439.8453,1769.5818,6.6682,15.5258,66.7789,-0.8815,-0.0785,0.0520,-0.4627
14796.2734,30.7574,439.9695,1770.1157,6.6499,15.5137,66.6921,-0.8809,-0.0783,0.0519,-0.4638
14796.2812,30.8105,440.0934,1770.6489,6.6317,15.5015,66.6052,-0.8810,-0.0783,0.0519,-0.4638
14796.2891,30.8634,440.2173,1771.2465,6.6138,15.4890,66.6278,-0.8803,-0.0781,0.0516,-0.4651
14796.2959,30.9096,440.3257,1771.7126,6.5963,15.4763,66.5516,-0.8798,-0.0780,0.0513,-0.4661
14796.3066,30.9820,440.4958,1772.4441,6.5765,15.4641,66.4320,-0.8788,-0.0777,0.0506,-0.4680
