Time,PE,PN,PU,VE,VN,VU,Qw,Qx,Qy,Qz
14780.0029,-0.1498,-0.1100,-0.0616,-0.0077,-0.0060,0.0120,1.0000,0.0002,0.0003,-0.0005
14780.0127,-0.1498,-0.1100,-0.0615,-0.0078,-0.0062,0.0134,1.0000,0.0001,0.0003,-0.0005
14780.0234,-0.1499,-0.1101,-0.0614,-0.0079,-0.0063,0.0150,1.0000,0.0001,0.0003,-0.0005
14780.0410,-0.1500,-0.1102,-0.0611,-0.0146,-0.0114,0.0176,1.0000,0.0001,0.0003,-0.0006
14780.0498,-0.1500,-0.1102,-0.0609,-0.0074,-0.0057,0.0190,1.0000,0.0002,0.0003,-0.0007
14780.0576,-0.1501,-0.1102,-0.0608,-0.0065,-0.0048,0.0202,1.0000,0.0002,0.0003,-0.0007
14780.0664,-0.1501,-0.1102,-0.0606,-0.0065,-0.0046,0.0213,1.0000,0.0002,0.0002,-0.0007
14780.0742,-0.1501,-0.1103,-0.0671,-0.0065,-0.0046,0.0111,1.0000,0.0001,0.0003,-0.0006
14780.0830,-0.1501,-0.1103,-0.0670,-0.0073,-0.0051,0.0124,1.0000,0.0001,0.0003,-0.0006
14780.0928,-0.1502,-0.1103,-0.0669,-0.0082,-0.0056,0.0139,1.0000,0.0002,0.0002,-0.0007
14780.1025,-0.1502,-0.1103,-0.0667,-0.0082,-0.0054,0.0153,1.0000,0.0001,0.0002,-0.0007
14780.1133,-0.1503,-0.1104,-0.0976,-0.0081,-0.0054,-0.0356,1.0000,0.0001,0.0003,-0.0006
14780.1230,-0.1503,-0.1104,-0.0979,-0.0084,-0.0055,-0.0342,1.0000,0.0002,0.0002,-0.0007
14780.1328,-0.1503,-0.1104,-0.0982,-0.0083,-0.0054,-0.0327,1.0000,0.0001,0.0001,-0.0006
14780.1426,-0.1504,-0.1104,-0.0986,-0.0084,-0.0054,-0.0312,1.0000,0.0001,0.0001,-0.0006
14780.1533,-0.1504,-0.1105,-0.0131,-0.0083,-0.0055,0.1147,1.0000,0.0001,0.0002,-0.0005
14780.1631,-0.1505,-0.1105,-0.0119,-0.0082,-0.0056,0.1161,1.0000,0.0000,0.0002,-0.0004
14780.1729,-0.1505,-0.1105,-0.0108,-0.0082,-0.0058,0.1176,1.0000,-0.0000,0.0001,-0.0004
14780.1826,-0.1506,-0.1106,-0.0096,-0.0083,-0.0058,0.1189,1.0000,0.0000,0.0002,-0.0005
14780.1934,-0.1506,-0.1106,-0.0221,-0.0085,-0.0059,0.0971,1.0000,-0.0000,0.0001,-0.0005
14780.2031,-0.1506,-0.1106,-0.0212,-0.0086,-0.0058,0.0985,1.0000,-0.0001,-0.0001,-0.0005
14780.2129,-0.1507,-0.1106,-0.0202,-0.0086,-0.0056,0.1000,1.0000,-0.0000,-0.0001,-0.0005
14780.2227,-0.1507,-0.1107,-0.0192,-0.0085,-0.0054,0.1015,1.0000,-0.0000,-0.0002,-0.0005
14780.2334,-0.1508,-0.1107,-0.0065,-0.0085,-0.0051,0.1225,1.0000,-0.0000,-0.0002,-0.0005
14780.2432,-0.1508,-0.1107,-0.0053,-0.0086,-0.0050,0.1240,1.0000,-0.0000,-0.0001,-0.0005
14780.2529,-0.1508,-0.1108,-0.0040,-0.0086,-0.0048,0.1253,1.0000,-0.0000,-0.0002,-0.0006
14780.2627,-0.1509,-0.1108,-0.0028,-0.0085,-0.0049,0.1267,1.0000,-0.0000,-0.0002,-0.0005
14780.2734,-0.1509,-0.1108,-0.0015,-0.0085,-0.0049,0.1282,1.0000,-0.0001,-0.0001,-0.0005
14780.2832,-0.1510,-0.1108,-0.0002,-0.0085,-0.0050,0.1295,1.0000,0.0000,-0.0002,-0.0006
14780.2930,-0.1510,-0.1109,0.0011,-0.0085,-0.0052,0.1310,1.0000,-0.0000,-0.0003,-0.0005
14780.3027,-0.1511,-0.1109,0.0024,-0.0085,-0.0054,0.1324,1.0000,-0.0000,-0.0003,-0.0004
14780.3135,-0.1511,-0.1109,-0.0270,-0.0084,-0.0055,0.0825,1.0000,-0.0001,-0.0002,-0.0003
14780.3232,-0.1511,-0.1109,-0.0261,-0.0083,-0.0056,0.0839,1.0000,-0.0001,-0.0003,-0.0003
14780.3330,-0.1512,-0.1110,-0.0253,-0.0082,-0.0056,0.0854,1.0000,-0.0002,-0.0002,-0.0002
14780.3428,-0.1512,-0.1110,-0.0244,-0.0082,-0.0056,0.0868,1.0000,-0.0002,-0.0003,-0.0002
14780.3525,-0.1513,-0.1110,-0.0230,-0.0081,-0.0056,0.0892,1.0000,-0.0002,-0.0002,-0.0002
14780.3633,-0.1513,-0.1110,-0.0221,-0.0081,-0.0054,0.0907,1.0000,-0.0001,-0.0001,-0.0002
14780.3730,-0.1514,-0.1111,-0.0212,-0.0082,-0.0053,0.0922,1.0000,-0.0001,-0.0001,-0.0002
14780.3828,-0.1514,-0.1111,-0.0203,-0.0082,-0.0053,0.0937,1.0000,-0.0001,-0.0001,-0.0002
14780.3926,-0.1514,-0.1111,-0.0069,-0.0082,-0.0051,0.1158,1.0000,-0.0002,-0.0001,-0.0001
14780.4033,-0.1515,-0.1111,-0.0057,-0.0081,-0.0050,0.1173,1.0000,-0.0002,-0.0001,-0.0001
14780.4131,-0.1515,-0.1112,-0.0045,-0.0081,-0.0051,0.1188,1.0000,-0.0002,-0.0001,-0.0001
14780.4229,-0.1516,-0.1112,-0.0033,-0.0081,-0.0051,0.1202,1.0000,-0.0000,0.0000,-0.0001
14780.4326,-0.1516,-0.1112,0.0326,-0.0080,-0.0051,0.1793,1.0000,-0.0002,0.0002,-0.0002
14780.4434,-0.1516,-0.1113,0.0344,-0.0080,-0.0054,0.1808,1.0000,-0.0002,-0.0000,-0.0001
14780.4531,-0.1517,-0.1113,0.0362,-0.0079,-0.0056,0.1823,1.0000,-0.0002,0.0000,-0.0001
14780.4717,-0.1518,-0.1114,0.0397,-0.0152,-0.0112,0.1854,1.0000,-0.0002,-0.0000,-0.0000
14780.4814,-0.1518,-0.1114,0.0414,-0.0071,-0.0054,0.1869,1.0000,-0.0002,-0.0000,0.0000
14780.4902,-0.1519,-0.1114,0.0431,-0.0070,-0.0053,0.1884,1.0000,-0.0002,-0.0000,0.0001
14780.4971,-0.1519,-0.1114,0.0444,-0.0053,-0.0040,0.1894,1.0000,-0.0001,-0.0000,0.0001
14780.5059,-0.1519,-0.1115,0.0086,-0.0069,-0.0051,0.1289,1.0000,-0.0000,-0.0001,0.0001
14780.5127,-0.1519,-0.1115,0.0095,-0.0053,-0.0040,0.1300,1.0000,0.0001,-0.0001,0.0001
14780.5244,-0.1520,-0.1115,0.0110,-0.0083,-0.0061,0.1317,1.0000,0.0001,-0.0000,0.0001
14780.5332,-0.1520,-0.1115,0.0121,-0.0069,-0.0049,0.1329,1.0000,0.0000,-0.0000,0.0001
14780.5430,-0.1521,-0.1116,0.0344,-0.0077,-0.0054,0.1689,1.0000,0.0001,0.0000,0.0001
14780.5527,-0.1521,-0.1116,0.0361,-0.0076,-0.0054,0.1704,1.0000,-0.0000,0.0000,0.0000
14780.5635,-0.1521,-0.1116,0.0378,-0.0077,-0.0053,0.1718,1.0000,0.0000,0.0001,0.0000
14780.5732,-0.1522,-0.1116,0.0396,-0.0077,-0.0054,0.1731,1.0000,0.0001,0.0000,0.0001
14780.5830,-0.1523,-0.1117,0.0826,-0.0152,-0.0108,0.2426,1.0000,0.0001,0.0000,0.0001
14780.5928,-0.1525,-0.1119,0.0851,-0.0227,-0.0165,0.2442,1.0000,0.0002,0.0000,0.0001
14780.6025,-0.1527,-0.1121,0.0875,-0.0303,-0.0223,0.2457,1.0000,0.0002,0.0000,0.0001
14780.6133,-0.1531,-0.1123,0.0900,-0.0377,-0.0285,0.2473,1.0000,0.0001,0.0000,0.0001
14780.6230,-0.1535,-0.1126,0.1010,-0.0450,-0.0347,0.2629,1.0000,0.0001,0.0000,0.0001
14780.6328,-0.1540,-0.1130,0.1037,-0.0523,-0.0411,0.2644,1.0000,0.0000,0.0000,0.0001
14780.6426,-0.1545,-0.1135,0.1063,-0.0597,-0.0475,0.2659,1.0000,0.0002,-0.0000,0.0002
14780.6533,-0.1552,-0.1140,0.1090,-0.0669,-0.0538,0.2675,1.0000,0.0002,-0.0001,0.0003
14780.6631,-0.1559,-0.1145,0.0808,-0.0741,-0.0600,0.2181,1.0000,0.0002,-0.0002,0.0004
14780.6729,-0.1567,-0.1152,0.0830,-0.0813,-0.0660,0.2198,1.0000,0.0001,-0.0002,0.0005
14780.6826,-0.1575,-0.1158,0.0852,-0.0885,-0.0717,0.2214,1.0000,0.0001,-0.0002,0.0005
14780.6934,-0.1584,-0.1166,0.0875,-0.0956,-0.0773,0.2230,1.0000,0.0002,-0.0002,0.0005
14780.7031,-0.1594,-0.1174,0.0984,-0.1027,-0.0830,0.2391,1.0000,0.0001,-0.0002,0.0005
14780.7129,-0.1605,-0.1182,0.1008,-0.1098,-0.0886,0.2406,1.0000,0.0000,-0.0002,0.0006
14780.7227,-0.1616,-0.1192,0.1032,-0.1169,-0.0943,0.2421,1.0000,0.0001,-0.0002,0.0005
14780.7334,-0.1628,-0.1201,0.1056,-0.1240,-0.1001,0.2438,1.0000,0.0001,-0.0002,0.0006
14780.7432,-0.1641,-0.1212,0.1020,-0.1311,-0.1060,0.2354,1.0000,0.0002,-0.0003,0.0006
14780.7529,-0.1654,-0.1223,0.1044,-0.1381,-0.1120,0.2370,1.0000,0.0002,-0.0002,0.0005
14780.7627,-0.1669,-0.1234,0.1068,-0.1451,-0.1182,0.2387,1.0000,0.0002,-0.0002,0.0005
14780.7734,-0.1683,-0.1246,0.1091,-0.1520,-0.1244,0.2403,1.0000,0.0001,-0.0002,0.0005
14780.7832,-0.1699,-0.1259,0.0934,-0.1590,-0.1307,0.2115,1.0000,0.0001,-0.0002,0.0005
14780.7930,-0.1715,-0.1272,0.0956,-0.1660,-0.1369,0.2130,1.0000,0.0002,-0.0002,0.0005
14780.8027,-0.1732,-0.1286,0.0977,-0.1731,-0.1432,0.2146,1.0000,0.0004,-0.0001,0.0004
14780.8135,-0.1750,-0.1301,0.0999,-0.1802,-0.1494,0.2161,1.0000,0.0005,-0.0001,0.0005
14780.8232,-0.1750,-0.1301,0.0619,-0.0070,-0.0059,0.1503,1.0000,0.0003,-0.0001,0.0004
14780.8330,-0.1751,-0.1302,0.0635,-0.0070,-0.0056,0.1518,1.0000,0.0004,0.0000,0.0004
14780.8428,-0.1751,-0.1302,0.0650,-0.0069,-0.0054,0.1534,1.0000,0.0003,0.0001,0.0003
14780.8525,-0.1751,-0.1302,0.0665,-0.0069,-0.0052,0.1550,1.0000,0.0003,0.0001,0.0003
14780.8633,-0.1752,-0.1302,0.0561,-0.0069,-0.0051,0.1364,1.0000,0.0004,0.0002,0.0003
14780.8730,-0.1752,-0.1303,0.0575,-0.0069,-0.0051,0.1379,1.0000,0.0003,0.0002,0.0003
14780.8828,-0.1752,-0.1303,0.0589,-0.0069,-0.0052,0.1394,1.0000,0.0003,0.0001,0.0003
14780.8926,-0.1753,-0.1303,0.0603,-0.0069,-0.0053,0.1409,1.0000,0.0003,0.0001,0.0003
14780.9121,-0.1754,-0.1304,0.0630,-0.0133,-0.0109,0.1438,1.0000,0.0004,0.0002,0.0003
14780.9209,-0.1754,-0.1304,0.0643,-0.0063,-0.0052,0.1452,1.0000,0.0003,0.0003,0.0002
14780.9287,-0.1754,-0.1305,0.0654,-0.0055,-0.0047,0.1464,1.0000,0.0003,0.0003,0.0002
14780.9365,-0.1755,-0.1305,0.0666,-0.0055,-0.0047,0.1477,1.0000,0.0002,0.0003,0.0001
14780.9453,-0.1755,-0.1305,0.0152,-0.0056,-0.0046,0.0605,1.0000,0.0003,0.0003,0.0001
14780.9551,-0.1755,-0.1305,0.0158,-0.0070,-0.0057,0.0621,1.0000,0.0003,0.0002,0.0001
14780.9639,-0.1755,-0.1305,0.0164,-0.0063,-0.0051,0.0635,1.0000,0.0003,0.0003,0.0001
14780.9727,-0.1756,-0.1306,0.0170,-0.0064,-0.0050,0.0649,1.0000,0.0003,0.0003,0.0001
14780.9834,-0.1756,-0.1306,0.0500,-0.0072,-0.0055,0.1208,1.0000,0.0002,0.0003,0.0001
14780.9932,-0.1756,-0.1306,0.0513,-0.0073,-0.0053,0.1223,1.0000,0.0004,0.0003,0.0001
14781.0029,-0.1757,-0.1306,0.0525,-0.0072,-0.0050,0.1238,1.0000,0.0004,0.0003,0.0001
14781.0127,-0.1757,-0.1307,0.0537,-0.0072,-0.0048,0.1254,1.0000,0.0006,0.0002,0.0001
14781.0234,-0.1758,-0.1307,0.1064,-0.0144,-0.0097,0.2130,1.0000,0.0006,0.0002,-0.0001
14781.0332,-0.1760,-0.1309,0.1085,-0.0216,-0.0147,0.2146,1.0000,0.0006,0.0003,-0.0001
14781.0430,-0.1763,-0.1310,0.1107,-0.0287,-0.0199,0.2162,1.0000,0.0006,0.0002,-0.0001
14781.0527,-0.1766,-0.1313,0.1129,-0.0359,-0.0254,0.2177,1.0000,0.0005,0.0002,-0.0000
14781.0635,-0.1766,-0.1313,0.0957,-0.0071,-0.0057,0.1868,1.0000,0.0006,0.0002,-0.0000
14781.0732,-0.1767,-0.1313,0.0975,-0.0072,-0.0058,0.1884,1.0000,0.0006,0.0002,0.0000
14781.0830,-0.1767,-0.1313,0.0994,-0.0073,-0.0058,0.1899,1.0000,0.0005,0.0003,0.0000
14781.0928,-0.1767,-0.1314,0.1013,-0.0074,-0.0058,0.1915,1.0000,0.0005,0.0004,-0.0000
14781.1025,-0.1768,-0.1314,0.0615,-0.0074,-0.0058,0.1230,1.0000,0.0004,0.0004,-0.0001
14781.1133,-0.1768,-0.1314,0.0628,-0.0075,-0.0058,0.1245,1.0000,0.0004,0.0005,-0.0001
14781.1230,-0.1768,-0.1315,0.0640,-0.0076,-0.0056,0.1260,1.0000,0.0004,0.0004,-0.0002
14781.1328,-0.1769,-0.1315,0.0653,-0.0076,-0.0054,0.1276,1.0000,0.0003,0.0004,-0.0002
14781.1426,-0.1769,-0.1315,0.0663,-0.0077,-0.0053,0.1287,1.0000,0.0003,0.0004,-0.0003
14781.1533,-0.1770,-0.1315,0.0676,-0.0078,-0.0051,0.1301,1.0000,0.0002,0.0003,-0.0002
14781.1631,-0.1770,-0.1316,0.0689,-0.0078,-0.0052,0.1316,1.0000,0.0002,0.0003,-0.0003
14781.1729,-0.1770,-0.1316,0.0702,-0.0078,-0.0052,0.1332,1.0000,0.0002,0.0003,-0.0003
14781.1826,-0.1771,-0.1316,0.0826,-0.0078,-0.0052,0.1533,1.0000,0.0001,0.0004,-0.0003
14781.1934,-0.1771,-0.1316,0.0842,-0.0077,-0.0053,0.1548,1.0000,0.0001,0.0004,-0.0002
14781.2031,-0.1772,-0.1317,0.0857,-0.0078,-0.0054,0.1563,1.0000,0.0001,0.0003,-0.0003
14781.2129,-0.1772,-0.1317,0.0873,-0.0078,-0.0056,0.1578,1.0000,0.0000,0.0003,-0.0003
14781.2227,-0.1772,-0.1317,0.0739,-0.0079,-0.0059,0.1341,1.0000,0.0000,0.0004,-0.0002
14781.2334,-0.1773,-0.1318,0.0753,-0.0080,-0.0061,0.1356,1.0000,0.0000,0.0004,-0.0003
14781.2432,-0.1773,-0.1318,0.0766,-0.0079,-0.0062,0.1372,1.0000,0.0000,0.0004,-0.0003
14781.2529,-0.1774,-0.1318,0.0780,-0.0078,-0.0061,0.1388,1.0000,-0.0000,0.0004,-0.0003
14781.2627,-0.1774,-0.1319,0.0892,-0.0080,-0.0059,0.1569,1.0000,-0.0000,0.0004,-0.0003
14781.2734,-0.1774,-0.1319,0.0908,-0.0080,-0.0057,0.1583,1.0000,-0.0001,0.0004,-0.0003
14781.2832,-0.1775,-0.1319,0.0924,-0.0080,-0.0056,0.1597,1.0000,-0.0001,0.0004,-0.0003
14781.2930,-0.1775,-0.1319,0.0940,-0.0081,-0.0055,0.1612,1.0000,-0.0001,0.0004,-0.0004
14781.3027,-0.1776,-0.1320,0.0914,-0.0082,-0.0054,0.1555,1.0000,-0.0001,0.0003,-0.0004
14781.3135,-0.1776,-0.1320,0.0929,-0.0082,-0.0055,0.1570,1.0000,-0.0001,0.0004,-0.0005
14781.3232,-0.1776,-0.1320,0.0945,-0.0083,-0.0054,0.1584,1.0000,-0.0001,0.0004,-0.0005
14781.3330,-0.1777,-0.1320,0.0961,-0.0082,-0.0055,0.1598,1.0000,-0.0001,0.0003,-0.0005
14781.3506,-0.1778,-0.1321,0.0709,-0.0146,-0.0107,0.1146,1.0000,-0.0002,0.0003,-0.0004
14781.3594,-0.1778,-0.1322,0.0718,-0.0065,-0.0049,0.1158,1.0000,-0.0002,0.0002,-0.0005
14781.3672,-0.1779,-0.1322,0.0727,-0.0065,-0.0050,0.1171,1.0000,-0.0002,0.0001,-0.0005
14781.3750,-0.1779,-0.1322,0.0737,-0.0065,-0.0050,0.1184,1.0000,-0.0002,0.0001,-0.0004
14781.3828,-0.1779,-0.1322,0.0746,-0.0065,-0.0050,0.1197,1.0000,-0.0002,0.0001,-0.0004
14781.3926,-0.1780,-0.1323,0.0758,-0.0082,-0.0062,0.1213,1.0000,-0.0002,0.0000,-0.0004
14781.4033,-0.1780,-0.1323,0.0770,-0.0083,-0.0061,0.1228,1.0000,-0.0002,0.0001,-0.0004
14781.4131,-0.1780,-0.1323,0.0783,-0.0082,-0.0061,0.1243,1.0000,-0.0002,0.0000,-0.0004
14781.4229,-0.1781,-0.1323,-0.0002,-0.0082,-0.0060,-0.0090,1.0000,-0.0002,-0.0001,-0.0004
14781.4326,-0.1781,-0.1324,-0.0003,-0.0081,-0.0059,-0.0075,1.0000,-0.0002,-0.0001,-0.0004
14781.4434,-0.1782,-0.1324,-0.0004,-0.0082,-0.0057,-0.0061,1.0000,-0.0002,-0.0001,-0.0005
14781.4531,-0.1782,-0.1324,-0.0004,-0.0082,-0.0055,-0.0046,1.0000,-0.0002,-0.0001,-0.0006
14781.4629,-0.1782,-0.1325,-0.0413,-0.0082,-0.0054,-0.0720,1.0000,-0.0002,-0.0000,-0.0007
14781.4727,-0.1783,-0.1325,-0.0420,-0.0083,-0.0052,-0.0705,1.0000,-0.0002,-0.0000,-0.0007
14781.4834,-0.1783,-0.1325,-0.0427,-0.0084,-0.0053,-0.0690,1.0000,-0.0001,-0.0000,-0.0008
14781.4932,-0.1784,-0.1325,-0.0434,-0.0084,-0.0056,-0.0675,1.0000,-0.0001,-0.0001,-0.0008
14781.5029,-0.1784,-0.1326,-0.0529,-0.0084,-0.0056,-0.0807,1.0000,-0.0003,0.0001,-0.0007
14781.5127,-0.1784,-0.1326,-0.0537,-0.0083,-0.0058,-0.0792,1.0000,-0.0003,0.0000,-0.0007
14781.5234,-0.1785,-0.1326,-0.0545,-0.0083,-0.0058,-0.0777,1.0000,-0.0003,-0.0000,-0.0007
14781.5332,-0.1785,-0.1327,-0.0552,-0.0082,-0.0057,-0.0762,1.0000,-0.0002,-0.0001,-0.0007
14781.5430,-0.1786,-0.1327,-0.0263,-0.0081,-0.0058,-0.0248,1.0000,-0.0002,-0.0001,-0.0007
14781.5527,-0.1786,-0.1327,-0.0265,-0.0080,-0.0059,-0.0233,1.0000,-0.0002,-0.0002,-0.0006
14781.5635,-0.1787,-0.1327,-0.0268,-0.0080,-0.0059,-0.0216,1.0000,-0.0003,-0.0002,-0.0005
14781.5732,-0.1787,-0.1328,-0.0270,-0.0080,-0.0057,-0.0199,1.0000,-0.0002,-0.0001,-0.0006
14781.5830,-0.1787,-0.1328,-0.0262,-0.0079,-0.0055,-0.0167,1.0000,-0.0003,-0.0000,-0.0006
14781.5928,-0.1788,-0.1328,-0.0263,-0.0080,-0.0054,-0.0151,1.0000,-0.0002,-0.0000,-0.0006
14781.6025,-0.1788,-0.1328,-0.0265,-0.0080,-0.0051,-0.0135,1.0000,-0.0002,-0.0000,-0.0006
14781.6133,-0.1788,-0.1329,-0.0266,-0.0079,-0.0050,-0.0119,1.0000,-0.0002,-0.0001,-0.0005
14781.6230,-0.1789,-0.1329,-0.0376,-0.0078,-0.0050,-0.0287,1.0000,-0.0002,-0.0001,-0.0005
14781.6328,-0.1789,-0.1329,-0.0379,-0.0078,-0.0050,-0.0272,1.0000,-0.0002,-0.0002,-0.0005
14781.6426,-0.1790,-0.1330,-0.0382,-0.0078,-0.0051,-0.0258,1.0000,-0.0002,-0.0001,-0.0005
14781.6533,-0.1790,-0.1330,-0.0384,-0.0078,-0.0053,-0.0243,1.0000,-0.0002,-0.0001,-0.0005
14781.6631,-0.1790,-0.1330,-0.0123,-0.0078,-0.0054,0.0216,1.0000,-0.0002,-0.0002,-0.0005
14781.6729,-0.1791,-0.1330,-0.0121,-0.0078,-0.0057,0.0231,1.0000,-0.0002,-0.0002,-0.0005
14781.6826,-0.1791,-0.1331,-0.0119,-0.0078,-0.0058,0.0246,1.0000,-0.0001,-0.0002,-0.0004
14781.6934,-0.1792,-0.1331,-0.0116,-0.0078,-0.0058,0.0262,1.0000,-0.0002,-0.0002,-0.0004
14781.7031,-0.1792,-0.1331,-0.0010,-0.0076,-0.0058,0.0453,1.0000,-0.0001,-0.0003,-0.0004
14781.7129,-0.1792,-0.1331,-0.0005,-0.0075,-0.0057,0.0469,1.0000,-0.0001,-0.0002,-0.0004
14781.7227,-0.1793,-0.1332,-0.0000,-0.0074,-0.0055,0.0484,1.0000,-0.0001,-0.0002,-0.0005
14781.7334,-0.1793,-0.1332,0.0005,-0.0074,-0.0054,0.0498,1.0000,-0.0001,-0.0002,-0.0004
14781.7432,-0.1793,-0.1332,0.0010,-0.0074,-0.0054,0.0514,1.0000,-0.0001,-0.0002,-0.0004
14781.7529,-0.1794,-0.1333,0.0015,-0.0074,-0.0052,0.0529,1.0000,-0.0001,-0.0002,-0.0003
14781.7627,-0.1794,-0.1333,0.0020,-0.0075,-0.0051,0.0543,1.0000,-0.0002,-0.0003,-0.0003
14781.7822,-0.1796,-0.1334,-0.0267,-0.0140,-0.0094,0.0071,1.0000,-0.0001,-0.0003,-0.0002
14781.7910,-0.1796,-0.1334,-0.0267,-0.0067,-0.0045,0.0085,1.0000,-0.0001,-0.0003,-0.0002
14781.7998,-0.1796,-0.1334,-0.0266,-0.0066,-0.0046,0.0100,1.0000,-0.0000,-0.0002,-0.0003
14781.8076,-0.1796,-0.1334,-0.0265,-0.0058,-0.0042,0.0113,1.0000,-0.0001,-0.0001,-0.0004
14781.8164,-0.1797,-0.1334,-0.0131,-0.0057,-0.0044,0.0349,1.0000,-0.0001,-0.0002,-0.0004
14781.8242,-0.1797,-0.1335,-0.0128,-0.0057,-0.0044,0.0361,1.0000,-0.0001,-0.0000,-0.0004
14781.8340,-0.1797,-0.1335,-0.0124,-0.0071,-0.0058,0.0377,1.0000,-0.0001,-0.0000,-0.0005
14781.8428,-0.1797,-0.1335,-0.0121,-0.0065,-0.0054,0.0391,1.0000,-0.0001,0.0000,-0.0005
14781.8525,-0.1798,-0.1335,-0.0375,-0.0072,-0.0059,-0.0026,1.0000,-0.0002,0.0000,-0.0005
14781.8633,-0.1798,-0.1336,-0.0375,-0.0072,-0.0058,-0.0012,1.0000,-0.0001,0.0001,-0.0005
14781.8730,-0.1799,-0.1336,-0.0375,-0.0072,-0.0057,0.0004,1.0000,-0.0001,-0.0000,-0.0004
14781.8828,-0.1799,-0.1336,-0.0375,-0.0072,-0.0055,0.0020,1.0000,-0.0001,-0.0000,-0.0004
14781.8926,-0.1799,-0.1337,-0.0954,-0.0072,-0.0053,-0.0936,1.0000,-0.0001,-0.0001,-0.0003
14781.9033,-0.1800,-0.1337,-0.0963,-0.0071,-0.0052,-0.0921,1.0000,-0.0001,-0.0000,-0.0003
14781.9131,-0.1800,-0.1337,-0.0973,-0.0071,-0.0051,-0.0905,1.0000,-0.0001,-0.0001,-0.0003
14781.9229,-0.1800,-0.1337,-0.0981,-0.0070,-0.0051,-0.0890,1.0000,-0.0002,-0.0001,-0.0003
14781.9326,-0.1801,-0.1338,-0.0880,-0.0070,-0.0051,-0.0689,1.0000,-0.0001,0.0001,-0.0003
14781.9434,-0.1801,-0.1338,-0.0887,-0.0070,-0.0052,-0.0673,1.0000,-0.0001,0.0001,-0.0003
14781.9531,-0.1801,-0.1338,-0.0894,-0.0069,-0.0055,-0.0658,1.0000,-0.0001,0.0000,-0.0003
14781.9629,-0.1802,-0.1338,-0.0900,-0.0068,-0.0057,-0.0642,1.0000,0.0000,0.0001,-0.0003
14781.9727,-0.1802,-0.1339,-0.1047,-0.0069,-0.0058,-0.0862,1.0000,-0.0001,0.0001,-0.0004
14781.9834,-0.1802,-0.1339,-0.1055,-0.0069,-0.0060,-0.0847,1.0000,-0.0001,0.0000,-0.0003
14781.9932,-0.1803,-0.1339,-0.1063,-0.0070,-0.0060,-0.0830,1.0000,-0.0002,0.0001,-0.0004
14782.0029,-0.1803,-0.1340,-0.1072,-0.0070,-0.0060,-0.0812,1.0000,-0.0002,0.0001,-0.0004
14782.0127,-0.1803,-0.1340,-0.1311,-0.0071,-0.0062,-0.1186,1.0000,-0.0002,0.0000,-0.0004
14782.0234,-0.1804,-0.1340,-0.1322,-0.0071,-0.0062,-0.1169,1.0000,-0.0002,0.0000,-0.0004
14782.0332,-0.1804,-0.1341,-0.1334,-0.0071,-0.0060,-0.1154,1.0000,-0.0001,0.0000,-0.0004
14782.0430,-0.1805,-0.1341,-0.1346,-0.0072,-0.0057,-0.1139,1.0000,-0.0001,0.0001,-0.0005
14782.0527,-0.1805,-0.1341,-0.1433,-0.0073,-0.0055,-0.1253,1.0000,-0.0000,0.0000,-0.0004
14782.0635,-0.1805,-0.1341,-0.1446,-0.0073,-0.0054,-0.1237,1.0000,0.0000,-0.0000,-0.0004
14782.0732,-0.1806,-0.1342,-0.1458,-0.0073,-0.0054,-0.1222,1.0000,0.0000,0.0000,-0.0004
14782.0830,-0.1806,-0.1342,-0.1470,-0.0073,-0.0054,-0.1207,1.0000,0.0001,-0.0000,-0.0005
14782.0928,-0.1806,-0.1342,-0.1770,-0.0073,-0.0055,-0.1681,1.0000,0.0001,0.0000,-0.0005
14782.1025,-0.1807,-0.1342,-0.1787,-0.0073,-0.0056,-0.1666,1.0000,0.0001,0.0000,-0.0005
14782.1133,-0.1807,-0.1343,-0.1804,-0.0072,-0.0058,-0.1650,1.0000,0.0002,0.0000,-0.0005
14782.1230,-0.1807,-0.1343,-0.1820,-0.0073,-0.0059,-0.1634,1.0000,0.0002,0.0000,-0.0005
14782.1328,-0.1808,-0.1343,-0.1616,-0.0072,-0.0061,-0.1244,1.0000,0.0001,0.0000,-0.0005
14782.1426,-0.1808,-0.1344,-0.1628,-0.0072,-0.0062,-0.1229,1.0000,0.0001,0.0000,-0.0005
14782.1533,-0.1809,-0.1344,-0.1641,-0.0074,-0.0062,-0.1214,1.0000,0.0001,0.0000,-0.0004
14782.1631,-0.1809,-0.1344,-0.1653,-0.0074,-0.0062,-0.1198,1.0000,0.0001,-0.0001,-0.0004
14782.1729,-0.1809,-0.1345,-0.1665,-0.0075,-0.0060,-0.1182,1.0000,0.0001,-0.0000,-0.0004
14782.1826,-0.1810,-0.1345,-0.1676,-0.0076,-0.0058,-0.1168,1.0000,0.0001,-0.0001,-0.0004
14782.1934,-0.1810,-0.1345,-0.1688,-0.0078,-0.0057,-0.1153,1.0000,0.0001,-0.0000,-0.0004
14782.2031,-0.1810,-0.1345,-0.1699,-0.0079,-0.0055,-0.1138,1.0000,0.0001,-0.0001,-0.0004
14782.2207,-0.1812,-0.1346,-0.1615,-0.0137,-0.0096,-0.0933,1.0000,0.0001,-0.0000,-0.0004
14782.2305,-0.1812,-0.1347,-0.1624,-0.0069,-0.0047,-0.0919,1.0000,0.0001,-0.0000,-0.0004
