Time,G_w,G_x,G_y,G_z,M_w,M_x,M_y,M_z,Nx,Ny,Nz
14773.0957,1.0000,-0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.1035,1.0000,-0.0000,-0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.1133,1.0000,-0.0000,-0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.1230,1.0000,-0.0000,-0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.1328,1.0000,-0.0000,-0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.1426,1.0000,-0.0000,-0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.1533,1.0000,-0.0000,-0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.1631,1.0000,-0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.1729,1.0000,-0.0001,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.1826,1.0000,-0.0001,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.1934,1.0000,-0.0001,0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.2031,1.0000,-0.0001,0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.2129,1.0000,-0.0001,0.0000,-0.0001,1.0000,0.0021,-0.0006,-0.0009,-0.0011,-0.0042,1.0000
14773.2227,1.0000,-0.0001,0.0000,-0.0001,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.2334,1.0000,-0.0001,0.0000,-0.0001,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.2432,1.0000,-0.0001,0.0000,-0.0001,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.2529,1.0000,-0.0001,0.0000,-0.0001,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.2627,1.0000,-0.0001,0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.2734,1.0000,-0.0001,0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.2832,1.0000,-0.0001,-0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.2930,1.0000,-0.0001,-0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.3027,1.0000,-0.0001,-0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.3135,1.0000,-0.0001,-0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.3232,1.0000,-0.0001,-0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.3330,1.0000,-0.0002,-0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.3428,1.0000,-0.0002,-0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.3525,1.0000,-0.0002,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.3633,1.0000,-0.0002,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.3730,1.0000,-0.0002,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.3828,1.0000,-0.0002,-0.0001,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.3926,1.0000,-0.0002,-0.0001,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.4033,1.0000,-0.0002,-0.0001,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.4131,1.0000,-0.0002,-0.0001,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.4229,1.0000,-0.0002,-0.0001,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.4326,1.0000,-0.0002,-0.0001,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.4434,1.0000,-0.0002,-0.0001,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.4531,1.0000,-0.0003,-0.0001,0.0001,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.4629,1.0000,-0.0003,-0.0001,0.0001,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.4727,1.0000,-0.0003,-0.0002,0.0001,1.0000,-0.0020,0.0003,0.0009,0.0005,0.0041,1.0000
14773.4834,1.0000,-0.0003,-0.0002,0.0001,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.5020,1.0000,-0.0003,-0.0002,0.0001,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.5117,1.0000,-0.0003,-0.0002,0.0001,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.5195,1.0000,-0.0003,-0.0002,0.0001,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.5283,1.0000,-0.0003,-0.0002,0.0002,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.5361,1.0000,-0.0003,-0.0003,0.0002,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.5439,1.0000,-0.0003,-0.0003,0.0002,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.5547,1.0000,-0.0003,-0.0003,0.0002,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.5635,1.0000,-0.0003,-0.0003,0.0002,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.5732,1.0000,-0.0003,-0.0003,0.0002,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.5830,1.0000,-0.0003,-0.0003,0.0002,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.5928,1.0000,-0.0003,-0.0004,0.0002,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.6025,1.0000,-0.0004,-0.0004,0.0002,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.6133,1.0000,-0.0004,-0.0004,0.0002,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.6230,1.0000,-0.0004,-0.0004,0.0003,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.6328,1.0000,-0.0004,-0.0004,0.0003,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.6426,1.0000,-0.0004,-0.0005,0.0004,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.6533,1.0000,-0.0004,-0.0005,0.0004,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.6631,1.0000,-0.0004,-0.0005,0.0004,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.6729,1.0000,-0.0004,-0.0005,0.0005,1.0000,-0.0028,0.0007,0.0012,0.0014,0.0055,1.0000
14773.6826,1.0000,-0.0004,-0.0006,0.0005,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.6934,1.0000,-0.0004,-0.0006,0.0005,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.7031,1.0000,-0.0004,-0.0006,0.0005,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.7129,1.0000,-0.0004,-0.0006,0.0005,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.7227,1.0000,-0.0004,-0.0007,0.0005,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.7334,1.0000,-0.0004,-0.0007,0.0005,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.7432,1.0000,-0.0004,-0.0007,0.0006,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.7529,1.0000,-0.0004,-0.0007,0.0006,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.7627,1.0000,-0.0004,-0.0007,0.0006,1.0000,-0.0031,-0.0005,0.0014,-0.0011,0.0063,1.0000
14773.7734,1.0000,-0.0004,-0.0008,0.0006,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.7832,1.0000,-0.0004,-0.0008,0.0006,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.7930,1.0000,-0.0004,-0.0008,0.0006,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.8027,1.0000,-0.0004,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.8135,1.0000,-0.0004,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.8232,1.0000,-0.0004,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.8330,1.0000,-0.0004,-0.0009,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.8428,1.0000,-0.0004,-0.0009,0.0008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.8525,1.0000,-0.0004,-0.0009,0.0008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.8633,1.0000,-0.0004,-0.0009,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.8730,1.0000,-0.0004,-0.0009,0.0009,1.0000,-0.0024,0.0016,0.0010,0.0032,0.0048,1.0000
14773.8828,1.0000,-0.0004,-0.0009,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.8926,1.0000,-0.0004,-0.0010,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.9033,1.0000,-0.0004,-0.0010,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.9131,1.0000,-0.0004,-0.0010,0.0008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.9229,1.0000,-0.0004,-0.0010,0.0008,1.0000,0.0021,0.0006,-0.0010,0.0013,-0.0043,1.0000
14773.9424,1.0000,-0.0005,-0.0010,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.9512,1.0000,-0.0005,-0.0010,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.9590,1.0000,-0.0005,-0.0010,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.9668,1.0000,-0.0005,-0.0010,0.0010,1.0000,-0.0021,-0.0002,0.0009,-0.0004,0.0042,1.0000
14773.9746,1.0000,-0.0005,-0.0010,0.0010,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.9854,1.0000,-0.0005,-0.0010,0.0010,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14773.9932,1.0000,-0.0005,-0.0010,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.0029,1.0000,-0.0005,-0.0010,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.0127,1.0000,-0.0005,-0.0011,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.0234,1.0000,-0.0005,-0.0011,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.0332,1.0000,-0.0005,-0.0011,0.0010,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.0430,1.0000,-0.0006,-0.0011,0.0010,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.0527,1.0000,-0.0006,-0.0011,0.0010,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.0635,1.0000,-0.0006,-0.0011,0.0010,1.0000,-0.0021,-0.0005,0.0009,-0.0010,0.0041,1.0000
14774.0732,1.0000,-0.0006,-0.0011,0.0010,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.0830,1.0000,-0.0006,-0.0011,0.0010,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.0928,1.0000,-0.0006,-0.0010,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.1025,1.0000,-0.0006,-0.0010,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.1133,1.0000,-0.0007,-0.0010,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.1230,1.0000,-0.0007,-0.0010,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.1328,1.0000,-0.0007,-0.0010,0.0008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.1426,1.0000,-0.0007,-0.0010,0.0008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.1533,1.0000,-0.0007,-0.0010,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.1631,1.0000,-0.0007,-0.0010,0.0009,1.0000,-0.0010,0.0025,0.0004,0.0049,0.0020,1.0000
14774.1729,1.0000,-0.0007,-0.0010,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.1826,1.0000,-0.0007,-0.0010,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.1934,1.0000,-0.0007,-0.0010,0.0008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.2031,1.0000,-0.0007,-0.0009,0.0008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.2129,1.0000,-0.0007,-0.0009,0.0008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.2227,1.0000,-0.0007,-0.0009,0.0008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.2334,1.0000,-0.0007,-0.0009,0.0008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.2432,1.0000,-0.0007,-0.0009,0.0008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.2529,1.0000,-0.0007,-0.0009,0.0008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.2627,1.0000,-0.0007,-0.0009,0.0008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.2734,1.0000,-0.0007,-0.0009,0.0008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.2832,1.0000,-0.0007,-0.0009,0.0008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.2930,1.0000,-0.0007,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.3027,1.0000,-0.0007,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.3135,1.0000,-0.0007,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.3232,1.0000,-0.0007,-0.0008,0.0006,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.3330,1.0000,-0.0007,-0.0008,0.0006,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.3428,1.0000,-0.0007,-0.0008,0.0006,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.3525,1.0000,-0.0007,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.3721,1.0000,-0.0007,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.3799,1.0000,-0.0007,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.3887,1.0000,-0.0007,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.3965,1.0000,-0.0007,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.4043,1.0000,-0.0007,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.4131,1.0000,-0.0008,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.4229,1.0000,-0.0008,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.4326,1.0000,-0.0008,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.4434,1.0000,-0.0008,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.4531,1.0000,-0.0008,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.4629,1.0000,-0.0008,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.4727,1.0000,-0.0008,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.4834,1.0000,-0.0008,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.4932,1.0000,-0.0008,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.5029,1.0000,-0.0008,-0.0008,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.5127,1.0000,-0.0008,-0.0008,0.0007,1.0000,0.0004,0.0029,-0.0003,0.0058,-0.0008,1.0000
14774.5234,1.0000,-0.0008,-0.0009,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.5332,1.0000,-0.0008,-0.0009,0.0008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.5430,1.0000,-0.0008,-0.0009,0.0008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.5527,1.0000,-0.0008,-0.0009,0.0008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.5635,1.0000,-0.0008,-0.0009,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.5732,1.0000,-0.0008,-0.0009,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.5830,1.0000,-0.0008,-0.0010,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.5928,1.0000,-0.0008,-0.0010,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.6025,1.0000,-0.0008,-0.0010,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.6133,1.0000,-0.0008,-0.0010,0.0009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.6230,1.0000,-0.0008,-0.0011,0.0010,1.0000,-0.0003,0.0027,0.0001,0.0053,0.0006,1.0000
14774.6328,1.0000,-0.0008,-0.0011,0.0010,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.6426,1.0000,-0.0008,-0.0011,0.0010,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.6533,1.0000,-0.0008,-0.0011,0.0010,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.6631,1.0000,-0.0008,-0.0012,0.0010,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.6729,1.0000,-0.0008,-0.0012,0.0010,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.6826,1.0000,-0.0008,-0.0012,0.0010,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.6934,1.0000,-0.0009,-0.0013,0.0011,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.7031,1.0000,-0.0009,-0.0013,0.0011,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.7129,1.0000,-0.0009,-0.0013,0.0011,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.7227,1.0000,-0.0009,-0.0013,0.0012,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.7334,1.0000,-0.0009,-0.0014,0.0012,1.0000,0.0000,-0.0022,0.0000,-0.0045,-0.0001,1.0000
14774.7432,1.0000,-0.0009,-0.0014,0.0013,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.7529,1.0000,-0.0009,-0.0014,0.0013,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.7627,1.0000,-0.0009,-0.0015,0.0013,1.0000,-0.0007,-0.0025,0.0004,-0.0051,0.0014,1.0000
14774.7734,1.0000,-0.0009,-0.0015,0.0014,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.7832,1.0000,-0.0010,-0.0015,0.0014,1.0000,-0.0024,-0.0015,0.0011,-0.0030,0.0049,1.0000
14774.7930,1.0000,-0.0010,-0.0016,0.0014,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.8105,1.0000,-0.0010,-0.0016,0.0015,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.8213,1.0000,-0.0010,-0.0016,0.0015,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.8291,1.0000,-0.0010,-0.0017,0.0015,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.8369,1.0000,-0.0010,-0.0017,0.0015,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.8447,1.0000,-0.0010,-0.0017,0.0016,1.0000,-0.0024,-0.0015,0.0011,-0.0029,0.0048,1.0000
14774.8555,1.0000,-0.0010,-0.0017,0.0016,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.8643,1.0000,-0.0010,-0.0018,0.0016,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.8730,1.0000,-0.0010,-0.0018,0.0016,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.8828,1.0000,-0.0010,-0.0018,0.0016,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.8926,1.0000,-0.0010,-0.0018,0.0017,1.0000,-0.0021,-0.0010,0.0010,-0.0020,0.0041,1.0000
14774.9033,1.0000,-0.0010,-0.0018,0.0017,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.9131,1.0000,-0.0010,-0.0019,0.0017,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.9229,1.0000,-0.0010,-0.0019,0.0017,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.9326,1.0000,-0.0010,-0.0019,0.0018,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.9434,1.0000,-0.0011,-0.0019,0.0018,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.9531,1.0000,-0.0011,-0.0019,0.0018,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.9629,1.0000,-0.0011,-0.0019,0.0018,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.9727,1.0000,-0.0011,-0.0019,0.0018,1.0000,-0.0027,-0.0009,0.0013,-0.0018,0.0055,1.0000
14774.9834,1.0000,-0.0011,-0.0020,0.0018,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14774.9932,1.0000,-0.0011,-0.0020,0.0018,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.0029,1.0000,-0.0011,-0.0020,0.0018,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.0127,1.0000,-0.0011,-0.0020,0.0018,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.0234,1.0000,-0.0011,-0.0020,0.0018,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.0332,1.0000,-0.0011,-0.0020,0.0018,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.0430,1.0000,-0.0011,-0.0020,0.0018,1.0000,-0.0024,0.0001,0.0011,0.0001,0.0048,1.0000
14775.0527,1.0000,-0.0011,-0.0020,0.0019,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.0635,1.0000,-0.0011,-0.0020,0.0019,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.0732,1.0000,-0.0011,-0.0020,0.0019,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.0830,1.0000,-0.0011,-0.0020,0.0019,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.0928,1.0000,-0.0012,-0.0020,0.0019,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.1025,1.0000,-0.0012,-0.0020,0.0018,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.1133,1.0000,-0.0012,-0.0020,0.0018,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.1230,1.0000,-0.0012,-0.0020,0.0018,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.1328,1.0000,-0.0012,-0.0020,0.0018,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.1426,1.0000,-0.0012,-0.0019,0.0018,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.1533,1.0000,-0.0012,-0.0019,0.0018,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.1631,1.0000,-0.0012,-0.0019,0.0018,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.3438,1.0000,-0.0013,-0.0014,0.0012,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.3535,1.0000,-0.0013,-0.0014,0.0012,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.3623,1.0000,-0.0013,-0.0014,0.0012,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.3691,1.0000,-0.0013,-0.0014,0.0012,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.3770,1.0000,-0.0013,-0.0014,0.0012,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.3848,1.0000,-0.0013,-0.0013,0.0011,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.3926,1.0000,-0.0013,-0.0013,0.0011,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.4111,1.0000,-0.0013,-0.0013,0.0010,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.4209,1.0000,-0.0013,-0.0013,0.0010,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.4287,1.0000,-0.0013,-0.0012,0.0010,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.4365,1.0000,-0.0013,-0.0012,0.0010,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
14775.4463,1.0000,-0.0013,-0.0012,0.0009,1.0000,0.0014,0.0016,-0.0007,0.0033,-0.0029,1.0000
