Time,G_w,G_x,G_y,G_z,M_w,M_x,M_y,M_z,Nx,Ny,Nz
14902.3428,0.2040,0.1890,0.2036,0.9387,0.9269,0.1810,-0.3208,-0.0724,-0.6209,-0.2890,0.7287
14902.3525,0.1961,0.1892,0.2019,0.9407,0.9263,0.1804,-0.3230,-0.0721,-0.6243,-0.2876,0.7263
14902.3633,0.1877,0.1894,0.2001,0.9428,0.9258,0.1807,-0.3240,-0.0722,-0.6260,-0.2878,0.7248
14902.3730,0.1791,0.1897,0.1983,0.9448,0.9254,0.1777,-0.3272,-0.0708,-0.6307,-0.2826,0.7227
14902.3828,0.1701,0.1900,0.1963,0.9468,0.9245,0.1780,-0.3295,-0.0709,-0.6344,-0.2825,0.7195
14902.3926,0.1607,0.1904,0.1942,0.9488,0.9228,0.1802,-0.3330,-0.0717,-0.6404,-0.2847,0.7133
14902.4033,0.1510,0.1909,0.1920,0.9507,0.9221,0.1773,-0.3366,-0.0703,-0.6457,-0.2796,0.7105
14902.4131,0.1409,0.1913,0.1897,0.9527,0.9206,0.1770,-0.3409,-0.0701,-0.6525,-0.2781,0.7049
14902.4229,0.1305,0.1918,0.1873,0.9545,0.9202,0.1764,-0.3425,-0.0698,-0.6549,-0.2768,0.7032
14902.4326,0.1198,0.1924,0.1848,0.9563,0.9180,0.1748,-0.3493,-0.0689,-0.6653,-0.2729,0.6949
14902.4434,0.1087,0.1930,0.1821,0.9580,0.9181,0.1707,-0.3515,-0.0669,-0.6683,-0.2663,0.6946
14902.4531,0.0973,0.1937,0.1794,0.9596,0.9168,0.1705,-0.3549,-0.0668,-0.6735,-0.2653,0.6900
14902.4629,0.0856,0.1944,0.1766,0.9611,0.9159,0.1679,-0.3587,-0.0655,-0.6790,-0.2606,0.6863
14902.4824,0.0627,0.1958,0.1709,0.9636,0.9150,0.1648,-0.3628,-0.0640,-0.6850,-0.2551,0.6825
14902.4912,0.0516,0.1964,0.1681,0.9646,0.9140,0.1634,-0.3659,-0.0633,-0.6895,-0.2525,0.6788
14902.5000,0.0401,0.1971,0.1653,0.9655,0.9139,0.1593,-0.3682,-0.0614,-0.6925,-0.2461,0.6781
14902.5078,0.0297,0.1978,0.1626,0.9662,0.9122,0.1565,-0.3739,-0.0599,-0.7010,-0.2407,0.6714
14902.5156,0.0191,0.1985,0.1599,0.9668,0.9108,0.1548,-0.3782,-0.0590,-0.7072,-0.2373,0.6660
14902.5244,0.0082,0.1992,0.1571,0.9673,0.9108,0.1548,-0.3782,-0.0590,-0.7072,-0.2373,0.6660
14902.5342,-0.0057,0.2001,0.1535,0.9677,0.9099,0.1496,-0.3828,-0.0566,-0.7136,-0.2289,0.6621
14902.5430,-0.0184,0.2009,0.1502,0.9678,0.9087,0.1465,-0.3871,-0.0551,-0.7196,-0.2237,0.6574
14902.5527,-0.0328,0.2019,0.1464,0.9678,0.9095,0.1425,-0.3869,-0.0533,-0.7190,-0.2180,0.6599
14902.5635,-0.0475,0.2029,0.1425,0.9676,0.9067,0.1413,-0.3939,-0.0525,-0.7291,-0.2149,0.6498
14902.5732,-0.0625,0.2039,0.1385,0.9671,0.9056,0.1351,-0.3990,-0.0496,-0.7361,-0.2051,0.6450
14902.5830,-0.0777,0.2049,0.1344,0.9664,0.9048,0.1265,-0.4041,-0.0456,-0.7428,-0.1921,0.6414
14902.5928,-0.0932,0.2059,0.1302,0.9654,0.9048,0.1265,-0.4041,-0.0456,-0.7428,-0.1921,0.6414
14902.6025,-0.1090,0.2069,0.1258,0.9641,0.9025,0.1147,-0.4133,-0.0400,-0.7551,-0.1740,0.6321
14902.6133,-0.1249,0.2079,0.1214,0.9625,0.9027,0.1105,-0.4142,-0.0381,-0.7561,-0.1679,0.6325
14902.6230,-0.1412,0.2089,0.1168,0.9606,0.9019,0.1038,-0.4178,-0.0349,-0.7610,-0.1580,0.6293
14902.6328,-0.1576,0.2100,0.1121,0.9584,0.9003,0.0995,-0.4226,-0.0329,-0.7674,-0.1513,0.6231
14902.6426,-0.1743,0.2110,0.1073,0.9558,0.8997,0.0931,-0.4253,-0.0299,-0.7710,-0.1420,0.6208
14902.6533,-0.1913,0.2120,0.1024,0.9529,0.9000,0.0864,-0.4263,-0.0269,-0.7720,-0.1327,0.6216
14902.6631,-0.2084,0.2130,0.0974,0.9496,0.8992,0.0782,-0.4298,-0.0231,-0.7767,-0.1208,0.6182
14902.6729,-0.2257,0.2140,0.0922,0.9459,0.8990,0.0740,-0.4311,-0.0212,-0.7782,-0.1149,0.6174
14902.6826,-0.2432,0.2149,0.0869,0.9419,0.8989,0.0666,-0.4326,-0.0178,-0.7802,-0.1044,0.6168
14902.6934,-0.2609,0.2158,0.0816,0.9374,0.8992,0.0582,-0.4334,-0.0140,-0.7811,-0.0926,0.6175
14902.7031,-0.2787,0.2166,0.0761,0.9325,0.8982,0.0503,-0.4366,-0.0104,-0.7853,-0.0814,0.6137
14902.7129,-0.2966,0.2174,0.0704,0.9272,0.8985,0.0426,-0.4367,-0.0069,-0.7855,-0.0706,0.6149
14902.7227,-0.3147,0.2181,0.0647,0.9215,0.8988,0.0364,-0.4368,-0.0041,-0.7854,-0.0618,0.6158
14902.7334,-0.3329,0.2188,0.0589,0.9153,0.8979,0.0266,-0.4394,0.0004,-0.7891,-0.0481,0.6124
14902.7432,-0.3512,0.2194,0.0530,0.9087,0.8994,0.0188,-0.4368,0.0038,-0.7855,-0.0373,0.6177
14902.7529,-0.3695,0.2199,0.0469,0.9016,0.8985,0.0126,-0.4387,0.0067,-0.7882,-0.0285,0.6148
14902.7627,-0.3879,0.2203,0.0408,0.8941,0.9002,0.0045,-0.4354,0.0103,-0.7838,-0.0170,0.6208
14902.7734,-0.4062,0.2206,0.0346,0.8861,0.8999,-0.0045,-0.4358,0.0143,-0.7845,-0.0043,0.6201
14902.7832,-0.4246,0.2208,0.0284,0.8776,0.9008,-0.0118,-0.4337,0.0176,-0.7818,0.0061,0.6235
14902.7930,-0.4429,0.2209,0.0220,0.8687,0.9007,-0.0200,-0.4335,0.0212,-0.7817,0.0177,0.6234
14902.8027,-0.4611,0.2209,0.0157,0.8593,0.9018,-0.0289,-0.4304,0.0252,-0.7777,0.0305,0.6279
14902.8135,-0.4792,0.2207,0.0093,0.8494,0.9024,-0.0369,-0.4283,0.0287,-0.7751,0.0420,0.6304
14902.8232,-0.4972,0.2204,0.0028,0.8392,0.9040,-0.0454,-0.4238,0.0324,-0.7693,0.0546,0.6366
14902.8330,-0.5150,0.2200,-0.0036,0.8284,0.9044,-0.0510,-0.4222,0.0349,-0.7673,0.0628,0.6382
14902.8428,-0.5327,0.2195,-0.0100,0.8173,0.9057,-0.0616,-0.4177,0.0395,-0.7614,0.0786,0.6435
14902.8525,-0.5500,0.2188,-0.0165,0.8058,0.9063,-0.0676,-0.4150,0.0421,-0.7579,0.0875,0.6465
14902.8633,-0.5672,0.2180,-0.0229,0.7939,0.9076,-0.0748,-0.4106,0.0453,-0.7521,0.0986,0.6516
14902.8730,-0.5840,0.2170,-0.0292,0.7816,0.9100,-0.0829,-0.4033,0.0487,-0.7421,0.1116,0.6610
14902.8828,-0.6006,0.2159,-0.0355,0.7690,0.9114,-0.0894,-0.3983,0.0515,-0.7353,0.1219,0.6667
14902.8926,-0.6169,0.2147,-0.0417,0.7561,0.9121,-0.0955,-0.3950,0.0541,-0.7310,0.1314,0.6697
14902.9033,-0.6328,0.2133,-0.0479,0.7428,0.9131,-0.1009,-0.3910,0.0565,-0.7254,0.1401,0.6739
14902.9277,-0.6711,0.2094,-0.0629,0.7084,0.9181,-0.1196,-0.3723,0.0644,-0.6991,0.1717,0.6941
14902.9355,-0.6829,0.2079,-0.0676,0.6970,0.9194,-0.1221,-0.3682,0.0654,-0.6929,0.1764,0.6991
14902.9443,-0.6945,0.2064,-0.0723,0.6854,0.9194,-0.1221,-0.3682,0.0654,-0.6929,0.1764,0.6991
14902.9521,-0.7059,0.2048,-0.0769,0.6737,0.9204,-0.1290,-0.3627,0.0683,-0.6852,0.1879,0.7037
14902.9600,-0.7170,0.2032,-0.0814,0.6618,0.9217,-0.1336,-0.3573,0.0702,-0.6774,0.1961,0.7090
14902.9688,-0.7293,0.2012,-0.0864,0.6482,0.9229,-0.1381,-0.3522,0.0721,-0.6700,0.2041,0.7138
14902.9766,-0.7399,0.1994,-0.0908,0.6360,0.9247,-0.1421,-0.3453,0.0737,-0.6596,0.2118,0.7211
14902.9854,-0.7503,0.1976,-0.0951,0.6237,0.9247,-0.1421,-0.3453,0.0737,-0.6596,0.2118,0.7211
14902.9932,-0.7605,0.1956,-0.0993,0.6112,0.9261,-0.1483,-0.3384,0.0763,-0.6495,0.2230,0.7270
14903.0029,-0.7729,0.1931,-0.1044,0.5954,0.9283,-0.1503,-0.3314,0.0770,-0.6384,0.2279,0.7352
14903.0127,-0.7849,0.1905,-0.1094,0.5794,0.9297,-0.1522,-0.3264,0.0777,-0.6305,0.2323,0.7406
14903.0234,-0.7965,0.1878,-0.1143,0.5633,0.9308,-0.1561,-0.3208,0.0793,-0.6220,0.2397,0.7454
14903.0332,-0.8078,0.1850,-0.1191,0.5469,0.9338,-0.1579,-0.3109,0.0799,-0.6059,0.2453,0.7568
14903.0430,-0.8186,0.1821,-0.1238,0.5305,0.9350,-0.1607,-0.3056,0.0810,-0.5975,0.2510,0.7616
14903.0527,-0.8291,0.1791,-0.1283,0.5138,0.9371,-0.1611,-0.2988,0.0810,-0.5862,0.2536,0.7695
14903.0635,-0.8392,0.1760,-0.1326,0.4971,0.9380,-0.1659,-0.2929,0.0829,-0.5770,0.2626,0.7734
14903.0732,-0.8489,0.1729,-0.1369,0.4803,0.9401,-0.1679,-0.2847,0.0836,-0.5633,0.2681,0.7815
14903.0830,-0.8583,0.1697,-0.1409,0.4634,0.9418,-0.1675,-0.2792,0.0833,-0.5539,0.2690,0.7879
14903.0928,-0.8672,0.1664,-0.1449,0.4464,0.9428,-0.1697,-0.2744,0.0841,-0.5459,0.2738,0.7918
14903.1025,-0.8758,0.1631,-0.1487,0.4293,0.9441,-0.1753,-0.2654,0.0864,-0.5314,0.2851,0.7977
14903.1133,-0.8840,0.1596,-0.1523,0.4122,0.9485,-0.1724,-0.2519,0.0847,-0.5070,0.2843,0.8137
14903.1230,-0.8918,0.1562,-0.1558,0.3951,0.9497,-0.1741,-0.2461,0.0853,-0.4972,0.2886,0.8182
14903.1328,-0.8992,0.1526,-0.1592,0.3780,0.9512,-0.1758,-0.2388,0.0859,-0.4845,0.2933,0.8241
14903.1426,-0.9062,0.1490,-0.1623,0.3609,0.9530,-0.1757,-0.2315,0.0857,-0.4714,0.2953,0.8310
14903.1533,-0.9129,0.1454,-0.1654,0.3438,0.9549,-0.1739,-0.2254,0.0846,-0.4599,0.2939,0.8379
14903.1631,-0.9192,0.1417,-0.1682,0.3267,0.9559,-0.1755,-0.2197,0.0852,-0.4499,0.2981,0.8419
14903.1729,-0.9251,0.1380,-0.1709,0.3097,0.9579,-0.1737,-0.2126,0.0842,-0.4365,0.2970,0.8493
14903.1826,-0.9307,0.1342,-0.1735,0.2927,0.9589,-0.1735,-0.2081,0.0840,-0.4283,0.2978,0.8532
14903.1934,-0.9360,0.1304,-0.1759,0.2757,0.9603,-0.1723,-0.2031,0.0833,-0.4188,0.2970,0.8581
14903.2031,-0.9409,0.1265,-0.1781,0.2588,0.9621,-0.1714,-0.1954,0.0827,-0.4044,0.2975,0.8648
14903.2129,-0.9455,0.1226,-0.1802,0.2420,0.9630,-0.1710,-0.1911,0.0824,-0.3962,0.2979,0.8685
14903.2227,-0.9497,0.1187,-0.1821,0.2252,0.9645,-0.1695,-0.1854,0.0816,-0.3852,0.2968,0.8738
14903.2334,-0.9537,0.1148,-0.1839,0.2085,0.9657,-0.1685,-0.1803,0.0810,-0.3755,0.2962,0.8782
14903.2432,-0.9573,0.1109,-0.1855,0.1919,0.9665,-0.1680,-0.1763,0.0806,-0.3679,0.2964,0.8814
14903.2529,-0.9607,0.1069,-0.1870,0.1754,0.9683,-0.1657,-0.1692,0.0794,-0.3540,0.2940,0.8878
14903.2627,-0.9637,0.1029,-0.1883,0.1589,0.9693,-0.1658,-0.1635,0.0793,-0.3433,0.2955,0.8915
14903.2734,-0.9664,0.0989,-0.1895,0.1425,0.9706,-0.1636,-0.1586,0.0781,-0.3334,0.2928,0.8962
14903.2832,-0.9689,0.0949,-0.1905,0.1263,0.9713,-0.1633,-0.1545,0.0779,-0.3256,0.2932,0.8989
14903.2930,-0.9711,0.0909,-0.1913,0.1100,0.9723,-0.1601,-0.1519,0.0764,-0.3199,0.2882,0.9025
14903.3027,-0.9730,0.0869,-0.1921,0.0939,0.9734,-0.1598,-0.1455,0.0760,-0.3076,0.2889,0.9066
14903.3135,-0.9747,0.0828,-0.1927,0.0777,0.9740,-0.1588,-0.1426,0.0755,-0.3017,0.2879,0.9089
14903.3232,-0.9761,0.0788,-0.1931,0.0616,0.9755,-0.1555,-0.1372,0.0739,-0.2907,0.2830,0.9140
14903.3330,-0.9772,0.0748,-0.1935,0.0456,0.9766,-0.1527,-0.1331,0.0725,-0.2822,0.2789,0.9179
14903.3516,-0.9786,0.0671,-0.1938,0.0153,0.9780,-0.1498,-0.1263,0.0710,-0.2682,0.2751,0.9232
14903.3613,-0.9790,0.0634,-0.1939,0.0010,0.9792,-0.1479,-0.1202,0.0700,-0.2561,0.2729,0.9273
14903.3691,-0.9791,0.0602,-0.1938,-0.0117,0.9800,-0.1453,-0.1175,0.0687,-0.2503,0.2687,0.9301
14903.3760,-0.9791,0.0573,-0.1937,-0.0227,0.9800,-0.1453,-0.1175,0.0687,-0.2503,0.2687,0.9301
14903.3848,-0.9789,0.0537,-0.1935,-0.0368,0.9804,-0.1455,-0.1138,0.0687,-0.2430,0.2696,0.9318
14903.3926,-0.9786,0.0505,-0.1932,-0.0494,0.9813,-0.1420,-0.1109,0.0671,-0.2367,0.2638,0.9351
14903.4033,-0.9780,0.0465,-0.1928,-0.0649,0.9826,-0.1388,-0.1043,0.0655,-0.2231,0.2592,0.9397
14903.4131,-0.9771,0.0424,-0.1923,-0.0804,0.9834,-0.1369,-0.0999,0.0644,-0.2141,0.2563,0.9426
14903.4229,-0.9760,0.0384,-0.1916,-0.0958,0.9839,-0.1342,-0.0998,0.0632,-0.2134,0.2515,0.9440
14903.4326,-0.9747,0.0344,-0.1909,-0.1110,0.9845,-0.1339,-0.0944,0.0630,-0.2027,0.2518,0.9463
14903.4434,-0.9731,0.0305,-0.1901,-0.1262,0.9853,-0.1302,-0.0917,0.0612,-0.1967,0.2453,0.9493
14903.4531,-0.9714,0.0265,-0.1892,-0.1412,0.9862,-0.1270,-0.0882,0.0597,-0.1891,0.2400,0.9522
14903.4629,-0.9694,0.0225,-0.1883,-0.1560,0.9867,-0.1253,-0.0852,0.0588,-0.1828,0.2373,0.9541
14903.4727,-0.9672,0.0186,-0.1872,-0.1707,0.9873,-0.1218,-0.0842,0.0572,-0.1803,0.2309,0.9561
14903.4834,-0.9648,0.0146,-0.1862,-0.1852,0.9880,-0.1199,-0.0800,0.0562,-0.1715,0.2279,0.9585
14903.4932,-0.9622,0.0107,-0.1850,-0.1996,0.9885,-0.1171,-0.0778,0.0549,-0.1667,0.2229,0.9605
14903.5029,-0.9594,0.0068,-0.1838,-0.2138,0.9893,-0.1133,-0.0749,0.0531,-0.1603,0.2163,0.9631
14903.5127,-0.9564,0.0030,-0.1825,-0.2278,0.9899,-0.1110,-0.0715,0.0520,-0.1530,0.2123,0.9651
14903.5234,-0.9533,-0.0009,-0.1812,-0.2417,0.9904,-0.1080,-0.0699,0.0506,-0.1494,0.2069,0.9669
14903.5332,-0.9500,-0.0048,-0.1798,-0.2554,0.9910,-0.1054,-0.0657,0.0493,-0.1406,0.2023,0.9692
14903.5430,-0.9465,-0.0086,-0.1783,-0.2689,0.9915,-0.1026,-0.0639,0.0480,-0.1366,0.1973,0.9708
14903.5527,-0.9428,-0.0124,-0.1768,-0.2822,0.9918,-0.1016,-0.0613,0.0475,-0.1313,0.1956,0.9719
14903.5635,-0.9391,-0.0162,-0.1753,-0.2953,0.9923,-0.0978,-0.0606,0.0457,-0.1291,0.1885,0.9735
14903.5732,-0.9351,-0.0199,-0.1737,-0.3081,0.9927,-0.0959,-0.0578,0.0448,-0.1234,0.1852,0.9749
14903.5830,-0.9311,-0.0237,-0.1721,-0.3208,0.9933,-0.0908,-0.0574,0.0425,-0.1217,0.1755,0.9769
14903.5928,-0.9269,-0.0274,-0.1704,-0.3333,0.9936,-0.0898,-0.0551,0.0420,-0.1169,0.1738,0.9778
14903.6025,-0.9226,-0.0311,-0.1687,-0.3456,0.9942,-0.0843,-0.0536,0.0395,-0.1133,0.1634,0.9800
14903.6133,-0.9182,-0.0348,-0.1669,-0.3577,0.9945,-0.0831,-0.0503,0.0388,-0.1064,0.1614,0.9811
14903.6230,-0.9136,-0.0385,-0.1651,-0.3695,0.9948,-0.0797,-0.0506,0.0373,-0.1067,0.1549,0.9822
14903.6328,-0.9090,-0.0422,-0.1632,-0.3812,0.9951,-0.0777,-0.0487,0.0364,-0.1025,0.1511,0.9832
14903.6426,-0.9043,-0.0458,-0.1613,-0.3926,0.9954,-0.0757,-0.0468,0.0354,-0.0986,0.1473,0.9842
14903.6533,-0.8995,-0.0495,-0.1594,-0.4039,0.9958,-0.0721,-0.0453,0.0338,-0.0952,0.1406,0.9855
14903.6631,-0.8946,-0.0531,-0.1575,-0.4149,0.9960,-0.0701,-0.0448,0.0328,-0.0938,0.1368,0.9861
14903.6729,-0.8896,-0.0567,-0.1555,-0.4257,0.9964,-0.0666,-0.0427,0.0312,-0.0893,0.1300,0.9875
14903.6826,-0.8846,-0.0602,-0.1535,-0.4362,0.9964,-0.0650,-0.0442,0.0305,-0.0920,0.1268,0.9877
14903.6934,-0.8796,-0.0638,-0.1516,-0.4465,0.9967,-0.0617,-0.0437,0.0290,-0.0908,0.1205,0.9886
14903.7031,-0.8745,-0.0673,-0.1496,-0.4565,0.9969,-0.0598,-0.0427,0.0281,-0.0885,0.1168,0.9892
14903.7129,-0.8694,-0.0708,-0.1476,-0.4663,0.9970,-0.0585,-0.0418,0.0275,-0.0865,0.1143,0.9897
14903.7227,-0.8642,-0.0743,-0.1456,-0.4758,0.9973,-0.0550,-0.0407,0.0259,-0.0839,0.1076,0.9906
14903.7334,-0.8591,-0.0777,-0.1436,-0.4851,0.9972,-0.0559,-0.0418,0.0263,-0.0864,0.1093,0.9903
14903.7432,-0.8539,-0.0811,-0.1416,-0.4941,0.9975,-0.0522,-0.0408,0.0247,-0.0840,0.1021,0.9912
14903.7529,-0.8488,-0.0846,-0.1397,-0.5029,0.9977,-0.0496,-0.0405,0.0235,-0.0831,0.0971,0.9918
14903.7627,-0.8437,-0.0880,-0.1378,-0.5114,0.9977,-0.0497,-0.0406,0.0235,-0.0833,0.0973,0.9918
14903.7734,-0.8386,-0.0913,-0.1358,-0.5197,0.9978,-0.0463,-0.0425,0.0220,-0.0869,0.0905,0.9921
14903.7920,-0.8288,-0.0977,-0.1322,-0.5349,0.9980,-0.0433,-0.0415,0.0207,-0.0846,0.0848,0.9928
14903.8008,-0.8242,-0.1007,-0.1305,-0.5419,0.9980,-0.0417,-0.0433,0.0200,-0.0880,0.0814,0.9928
14903.8096,-0.8195,-0.1036,-0.1288,-0.5487,0.9982,-0.0393,-0.0412,0.0188,-0.0837,0.0768,0.9935
14903.8184,-0.8155,-0.1062,-0.1273,-0.5545,0.9982,-0.0393,-0.0412,0.0188,-0.0837,0.0768,0.9935
14903.8262,-0.8114,-0.1089,-0.1258,-0.5602,0.9981,-0.0387,-0.0435,0.0186,-0.0884,0.0756,0.9932
14903.8359,-0.8064,-0.1121,-0.1240,-0.5672,0.9981,-0.0366,-0.0461,0.0178,-0.0934,0.0715,0.9931
14903.8447,-0.8020,-0.1150,-0.1225,-0.5733,0.9982,-0.0360,-0.0440,0.0174,-0.0891,0.0703,0.9935
14903.8516,-0.7984,-0.1172,-0.1212,-0.5780,0.9982,-0.0349,-0.0449,0.0170,-0.0907,0.0682,0.9935
14903.8633,-0.7930,-0.1207,-0.1194,-0.5851,0.9982,-0.0331,-0.0474,0.0163,-0.0958,0.0646,0.9933
14903.8730,-0.7881,-0.1239,-0.1177,-0.5914,0.9983,-0.0328,-0.0464,0.0161,-0.0937,0.0639,0.9935
14903.8828,-0.7832,-0.1270,-0.1160,-0.5975,0.9983,-0.0304,-0.0474,0.0150,-0.0955,0.0592,0.9937
14903.8926,-0.7783,-0.1301,-0.1144,-0.6035,0.9982,-0.0314,-0.0487,0.0155,-0.0983,0.0611,0.9933
14903.9033,-0.7734,-0.1332,-0.1129,-0.6094,0.9983,-0.0289,-0.0479,0.0144,-0.0966,0.0564,0.9937
14903.9131,-0.7685,-0.1363,-0.1113,-0.6152,0.9983,-0.0273,-0.0496,0.0137,-0.0998,0.0531,0.9936
14903.9229,-0.7636,-0.1393,-0.1098,-0.6208,0.9982,-0.0261,-0.0517,0.0132,-0.1039,0.0507,0.9933
14903.9326,-0.7587,-0.1423,-0.1082,-0.6264,0.9982,-0.0264,-0.0524,0.0133,-0.1053,0.0512,0.9931
14903.9434,-0.7538,-0.1453,-0.1067,-0.6319,0.9983,-0.0236,-0.0521,0.0121,-0.1046,0.0460,0.9935
14903.9531,-0.7488,-0.1483,-0.1052,-0.6374,0.9982,-0.0225,-0.0548,0.0117,-0.1099,0.0437,0.9930
14903.9629,-0.7438,-0.1512,-0.1037,-0.6428,0.9982,-0.0222,-0.0549,0.0116,-0.1101,0.0431,0.9930
14903.9727,-0.7387,-0.1541,-0.1022,-0.6482,0.9982,-0.0215,-0.0556,0.0112,-0.1115,0.0416,0.9929
14903.9834,-0.7335,-0.1569,-0.1007,-0.6536,0.9981,-0.0208,-0.0564,0.0109,-0.1131,0.0402,0.9928
14903.9932,-0.7283,-0.1598,-0.0991,-0.6590,0.9981,-0.0205,-0.0574,0.0108,-0.1150,0.0396,0.9926
14904.0029,-0.7230,-0.1626,-0.0975,-0.6643,0.9980,-0.0205,-0.0593,0.0109,-0.1187,0.0396,0.9921
14904.0127,-0.7176,-0.1653,-0.0960,-0.6697,0.9980,-0.0177,-0.0598,0.0097,-0.1196,0.0342,0.9922
14904.0234,-0.7122,-0.1680,-0.0944,-0.6751,0.9979,-0.0173,-0.0614,0.0095,-0.1228,0.0333,0.9919
14904.0332,-0.7066,-0.1706,-0.0927,-0.6805,0.9980,-0.0157,-0.0609,0.0088,-0.1219,0.0303,0.9921
14904.0430,-0.7009,-0.1732,-0.0911,-0.6859,0.9979,-0.0148,-0.0618,0.0084,-0.1237,0.0286,0.9919
14904.0527,-0.6951,-0.1758,-0.0894,-0.6914,0.9978,-0.0134,-0.0641,0.0079,-0.1281,0.0258,0.9914
14904.0635,-0.6891,-0.1783,-0.0876,-0.6969,0.9979,-0.0124,-0.0638,0.0074,-0.1275,0.0239,0.9916
14904.0732,-0.6830,-0.1807,-0.0858,-0.7024,0.9978,-0.0082,-0.0659,0.0056,-0.1317,0.0157,0.9912
14904.0830,-0.6768,-0.1830,-0.0840,-0.7080,0.9978,-0.0100,-0.0658,0.0063,-0.1314,0.0191,0.9911
14904.0928,-0.6705,-0.1853,-0.0822,-0.7137,0.9977,-0.0067,-0.0679,0.0050,-0.1355,0.0128,0.9907
14904.1025,-0.6640,-0.1876,-0.0802,-0.7194,0.9976,-0.0057,-0.0685,0.0045,-0.1367,0.0108,0.9906
14904.1133,-0.6573,-0.1897,-0.0783,-0.7251,0.9976,-0.0061,-0.0695,0.0047,-0.1387,0.0116,0.9903
14904.1230,-0.6505,-0.1918,-0.0762,-0.7310,0.9977,-0.0055,-0.0673,0.0044,-0.1344,0.0104,0.9909
14904.1328,-0.6434,-0.1938,-0.0741,-0.7369,0.9975,-0.0022,-0.0700,0.0030,-0.1396,0.0039,0.9902
14904.1426,-0.6362,-0.1957,-0.0719,-0.7428,0.9974,0.0013,-0.0716,0.0014,-0.1427,-0.0028,0.9898
14904.1533,-0.6288,-0.1975,-0.0696,-0.7488,0.9975,0.0038,-0.0707,0.0003,-0.1410,-0.0076,0.9900
14904.1631,-0.6213,-0.1993,-0.0674,-0.7548,0.9974,0.0041,-0.0722,0.0002,-0.1440,-0.0082,0.9895
14904.1729,-0.6135,-0.2009,-0.0650,-0.7609,0.9973,0.0066,-0.0731,-0.0009,-0.1458,-0.0130,0.9892
14904.1826,-0.6055,-0.2025,-0.0625,-0.7671,0.9973,0.0098,-0.0726,-0.0023,-0.1449,-0.0191,0.9893
14904.1934,-0.5973,-0.2039,-0.0599,-0.7734,0.9971,0.0112,-0.0751,-0.0029,-0.1498,-0.0218,0.9885
14904.2031,-0.5891,-0.2053,-0.0574,-0.7795,0.9972,0.0136,-0.0733,-0.0041,-0.1463,-0.0266,0.9889
14904.2129,-0.5805,-0.2065,-0.0548,-0.7857,0.9971,0.0150,-0.0747,-0.0047,-0.1491,-0.0292,0.9884
14904.2314,-0.5649,-0.2084,-0.0499,-0.7968,0.9969,0.0192,-0.0757,-0.0065,-0.1511,-0.0374,0.9878
14904.2402,-0.5569,-0.2092,-0.0474,-0.8024,0.9969,0.0214,-0.0751,-0.0075,-0.1501,-0.0415,0.9878
14904.2480,-0.5498,-0.2099,-0.0452,-0.8072,0.9967,0.0252,-0.0765,-0.0092,-0.1530,-0.0489,0.9870
14904.2559,-0.5425,-0.2105,-0.0430,-0.8121,0.9967,0.0266,-0.0761,-0.0098,-0.1522,-0.0515,0.9870
14904.2637,-0.5353,-0.2109,-0.0408,-0.8169,0.9965,0.0312,-0.0766,-0.0119,-0.1534,-0.0603,0.9863
14904.2734,-0.5270,-0.2113,-0.0383,-0.8223,0.9963,0.0347,-0.0769,-0.0135,-0.1543,-0.0671,0.9857
14904.2832,-0.5178,-0.2117,-0.0356,-0.8281,0.9963,0.0354,-0.0765,-0.0138,-0.1534,-0.0685,0.9858
14904.2930,-0.5086,-0.2121,-0.0329,-0.8338,0.9962,0.0389,-0.0762,-0.0154,-0.1530,-0.0752,0.9854
14904.3027,-0.4993,-0.2122,-0.0302,-0.8395,0.9958,0.0417,-0.0793,-0.0165,-0.1594,-0.0804,0.9839
14904.3135,-0.4901,-0.2123,-0.0275,-0.8450,0.9956,0.0456,-0.0792,-0.0183,-0.1594,-0.0879,0.9833
14904.3232,-0.4809,-0.2123,-0.0249,-0.8503,0.9956,0.0462,-0.0789,-0.0186,-0.1589,-0.0891,0.9833
14904.3330,-0.4717,-0.2121,-0.0224,-0.8556,0.9953,0.0509,-0.0803,-0.0207,-0.1620,-0.0981,0.9819
14904.3428,-0.4626,-0.2119,-0.0199,-0.8606,0.9951,0.0533,-0.0802,-0.0217,-0.1620,-0.1026,0.9815
14904.3525,-0.4536,-0.2115,-0.0175,-0.8656,0.9945,0.0582,-0.0832,-0.0239,-0.1683,-0.1118,0.9794
14904.3633,-0.4446,-0.2110,-0.0152,-0.8704,0.9944,0.0601,-0.0835,-0.0247,-0.1691,-0.1154,0.9788
14904.3730,-0.4358,-0.2105,-0.0130,-0.8750,0.9940,0.0638,-0.0849,-0.0263,-0.1722,-0.1224,0.9774
14904.3828,-0.4271,-0.2098,-0.0108,-0.8795,0.9939,0.0651,-0.0852,-0.0269,-0.1728,-0.1247,0.9770
14904.3926,-0.4185,-0.2090,-0.0088,-0.8838,0.9934,0.0695,-0.0866,-0.0288,-0.1760,-0.1330,0.9754
14904.4033,-0.4101,-0.2082,-0.0068,-0.8879,0.9929,0.0714,-0.0900,-0.0296,-0.1830,-0.1364,0.9736
14904.4131,-0.4019,-0.2073,-0.0050,-0.8919,0.9927,0.0764,-0.0882,-0.0319,-0.1799,-0.1460,0.9728
