Starting Clean Replay... 
.......................................................................................................................................................................................................
Done! Processed 19999 data rows
Time,Alt,PosN,PosE,V_Up,V_N,V_E,Zenith,BrakePct 
14838.3232,1297.7239,676.4449,3.4015,-27.2741,15.4583,-22.1146,135.3087,0.0000
14838.3330,1297.4509,676.5998,3.1809,-27.3056,15.4876,-22.0668,135.3655,0.0000
14838.3428,1297.3523,676.7549,2.9608,-27.0286,15.5154,-22.0190,135.0980,0.0000
14838.3525,1297.0819,676.9103,2.7412,-27.0569,15.5428,-21.9705,135.1533,0.0000
14838.3633,1296.8112,677.0660,2.5221,-27.0853,15.5687,-21.9228,135.2089,0.0000
14838.3730,1296.5402,677.2220,2.3034,-27.1113,15.5940,-21.8743,135.2628,0.0000
14838.3828,1296.4474,677.3782,2.0852,-26.8264,15.6170,-21.8267,134.9872,0.0000
14838.3926,1296.1790,677.5346,1.8675,-26.8562,15.6391,-21.7780,135.0476,0.0000
14838.4033,1295.9103,677.6912,1.6503,-26.8900,15.6604,-21.7295,135.1124,0.0000
14838.4131,1295.6412,677.8481,1.4335,-26.9223,15.6810,-21.6816,135.1754,0.0000
14838.4307,1295.4000,678.1307,1.0441,-26.5466,15.6947,-21.6480,134.7934,0.0000
14838.4414,1295.1344,678.2878,0.8282,-26.5703,15.7117,-21.6029,134.8474,0.0000
14838.4492,1294.9218,678.4137,0.6558,-26.5913,15.7301,-21.5549,134.9001,0.0000
14838.4570,1294.7089,678.5397,0.4838,-26.6164,15.7486,-21.5070,134.9569,0.0000
14838.4648,1294.6492,678.6659,0.3121,-26.3762,15.7665,-21.4593,134.7271,0.0000
14838.4746,1294.3853,678.8237,0.0980,-26.4045,15.7814,-21.4144,134.7872,0.0000
14838.4834,1294.1740,678.9501,-0.0729,-26.4274,15.7972,-21.3680,134.8423,0.0000
14838.4932,1293.9095,679.1083,-0.2861,-26.4567,15.8106,-21.3251,134.9025,0.0000
14838.5029,1293.7799,679.2665,-0.4988,-26.2485,15.8213,-21.2850,134.7041,0.0000
14838.5127,1293.5173,679.4249,-0.7112,-26.2665,15.8300,-21.2481,134.7501,0.0000
14838.5234,1293.2546,679.5834,-0.9233,-26.2803,15.8372,-21.2130,134.7909,0.0000
14838.5332,1292.9917,679.7419,-1.1350,-26.2995,15.8441,-21.1789,134.8369,0.0000
14838.5430,1292.8021,679.9005,-1.3463,-26.1918,15.8502,-21.1456,134.7443,0.0000
14838.5527,1292.5402,680.0591,-1.5574,-26.2125,15.8560,-21.1152,134.7895,0.0000
14838.5635,1292.2780,680.2178,-1.7681,-26.2244,15.8607,-21.0885,134.8227,0.0000
14838.5732,1292.0157,680.3765,-1.9786,-26.2285,15.8637,-21.0665,134.8442,0.0000
14838.5830,1291.9337,680.5352,-2.1890,-25.9209,15.8652,-21.0462,134.5229,0.0000
14838.5928,1291.6744,680.6940,-2.3991,-25.9261,15.8671,-21.0255,134.5454,0.0000
14838.6025,1291.4152,680.8527,-2.6090,-25.9333,15.8694,-21.0052,134.5695,0.0000
14838.6133,1291.1558,681.0115,-2.8187,-25.9410,15.8721,-20.9846,134.5940,0.0000
14838.6230,1291.0342,681.1703,-3.0282,-25.7141,15.8747,-20.9642,134.3586,0.0000
14838.6328,1290.7770,681.3292,-3.2375,-25.7251,15.8775,-20.9443,134.3862,0.0000
14838.6426,1290.5197,681.4880,-3.4466,-25.7356,15.8803,-20.9250,134.4128,0.0000
14838.6533,1290.2622,681.6469,-3.6556,-25.7423,15.8835,-20.9081,134.4329,0.0000
14838.6631,1290.1053,681.8058,-3.8644,-25.5747,15.8859,-20.8924,134.2578,0.0000
14838.6729,1289.8496,681.9648,-4.0730,-25.5781,15.8886,-20.8771,134.2732,0.0000
14838.6826,1289.5938,682.1237,-4.2815,-25.5850,15.8910,-20.8607,134.2934,0.0000
14838.6934,1289.3379,682.2827,-4.4898,-25.5960,15.8929,-20.8422,134.3206,0.0000
14838.7031,1289.2019,682.4417,-4.6979,-25.4036,15.8939,-20.8234,134.1203,0.0000
14838.7129,1288.9479,682.6006,-4.9058,-25.4135,15.8837,-20.8058,134.1534,0.0000
14838.7227,1288.6937,682.7594,-5.1136,-25.4157,15.8736,-20.7920,134.1746,0.0000
14838.7334,1288.4396,682.9181,-5.3213,-25.4125,15.8628,-20.7820,134.1869,0.0000
14838.7432,1288.3083,683.0767,-5.5289,-25.2030,15.8509,-20.7721,133.9663,0.0000
14838.7529,1288.0563,683.2351,-5.7364,-25.2127,15.8371,-20.7612,133.9961,0.0000
14838.7627,1287.8041,683.3934,-5.9437,-25.2269,15.8203,-20.7508,134.0325,0.0000
14838.7734,1287.5518,683.5515,-6.1510,-25.2409,15.8011,-20.7423,134.0685,0.0000
14838.7832,1287.4111,683.7094,-6.3582,-25.0557,15.7790,-20.7379,133.8762,0.0000
14838.7930,1287.1610,683.8672,-6.5658,-24.9784,15.7860,-20.8090,133.7211,0.0000
14838.8027,1286.9116,684.0251,-6.7741,-24.8961,15.7945,-20.8808,133.5583,0.0000
14838.8135,1286.6631,684.1831,-6.9830,-24.8191,15.8062,-20.9425,133.4083,0.0000
14838.8232,1286.5430,684.3412,-7.1926,-24.5240,15.8149,-21.0051,133.0062,0.0000
14838.8330,1286.2982,684.4995,-7.4028,-24.4350,15.8320,-21.0647,132.8395,0.0000
14838.8428,1286.0543,684.6578,-7.6135,-24.3372,15.8498,-21.1189,132.6663,0.0000
14838.8623,1285.8871,684.9594,-8.0156,-23.6458,15.8911,-21.2337,131.7192,0.0000
14838.8711,1285.6747,685.1025,-8.2067,-23.5557,15.9172,-21.2723,131.5606,0.0000
14838.8789,1285.4866,685.2299,-8.3768,-23.4802,15.9402,-21.2956,131.4347,0.0000
14838.8857,1285.3224,685.3416,-8.5258,-23.4142,15.9603,-21.3118,131.3279,0.0000
14838.8936,1285.2913,685.4694,-8.6963,-23.0515,15.9879,-21.3350,130.8475,0.0000
14838.9033,1285.0842,685.6133,-8.8883,-22.9674,16.0121,-21.3589,130.7082,0.0000
14838.9131,1284.8550,685.7736,-9.1019,-22.8763,16.0384,-21.3946,130.5487,0.0000
14838.9229,1284.6266,685.9340,-9.3158,-22.7912,16.0464,-21.4247,130.4127,0.0000
14838.9326,1284.5651,686.0940,-9.5301,-22.4874,15.9648,-21.4640,130.0517,0.0000
14838.9434,1284.3401,686.2532,-9.7448,-22.5088,15.8831,-21.5078,130.0929,0.0000
14838.9531,1284.1149,686.4116,-9.9599,-22.5353,15.8036,-21.5546,130.1360,0.0000
14838.9629,1283.8894,686.5692,-10.1755,-22.5690,15.7304,-21.6004,130.1847,0.0000
14838.9727,1283.7997,686.7260,-10.3916,-22.3264,15.6611,-21.6448,129.8848,0.0000
14838.9834,1283.5762,686.8822,-10.6081,-22.3641,15.5944,-21.6881,129.9366,0.0000
14838.9932,1283.3523,687.0377,-10.8250,-22.4024,15.5290,-21.7292,129.9897,0.0000
14839.0029,1283.1281,687.1926,-11.0423,-22.4419,15.4662,-21.7649,130.0473,0.0000
14839.0127,1282.9714,687.3469,-11.2600,-22.3383,15.4037,-21.7959,129.9282,0.0000
14839.0234,1282.7478,687.5005,-11.4779,-22.3802,15.3425,-21.8213,129.9964,0.0000
14839.0332,1282.5238,687.6535,-11.6961,-22.4169,15.2758,-21.8475,130.0604,0.0000
14839.0430,1282.2994,687.8058,-11.9145,-22.4529,15.2076,-21.8724,130.1254,0.0000
14839.0527,1282.0677,687.9575,-12.1331,-22.5064,15.1377,-21.8930,130.2170,0.0000
14839.0635,1281.8425,688.1083,-12.3520,-22.5428,15.0638,-21.9112,130.2912,0.0000
14839.0732,1281.6169,688.2585,-12.5710,-22.5749,14.9807,-21.9335,130.3619,0.0000
14839.0830,1281.3910,688.4078,-12.7903,-22.6075,14.8966,-21.9538,130.4352,0.0000
14839.0928,1281.3632,688.5562,-13.0098,-22.2104,14.8062,-21.9763,129.9686,0.0000
14839.1025,1281.1409,688.7037,-13.2295,-22.2446,14.7149,-21.9996,130.0456,0.0000
14839.1133,1280.9182,688.8502,-13.4494,-22.2817,14.6223,-22.0238,130.1261,0.0000
14839.1230,1280.6952,688.9958,-13.6696,-22.3227,14.5300,-22.0474,130.2114,0.0000
14839.1328,1280.8781,689.1405,-13.8900,-21.4871,14.4294,-22.0753,129.1712,0.0000
14839.1426,1280.6635,689.2848,-14.1105,-21.4351,14.4473,-22.0580,129.1082,0.0000
14839.1533,1280.4495,689.4293,-14.3306,-21.3730,14.4810,-22.0150,129.0454,0.0000
14839.1631,1280.2360,689.5741,-14.5505,-21.3163,14.5047,-21.9863,128.9827,0.0000
14839.1729,1280.4629,689.7191,-14.7699,-20.3299,14.5248,-21.9474,127.6847,0.0000
14839.1826,1280.2600,689.8643,-14.9890,-20.2579,14.5472,-21.9022,127.6130,0.0000
14839.1934,1280.0579,690.0098,-15.2075,-20.1811,14.5730,-21.8456,127.5424,0.0000
14839.2031,1279.8564,690.1555,-15.4254,-20.1048,14.6061,-21.7790,127.4766,0.0000
14839.2129,1279.9646,690.3015,-15.6428,-19.3799,14.6226,-21.7275,126.5007,0.0000
14839.2227,1279.7711,690.4477,-15.8595,-19.3086,14.6450,-21.6593,126.4458,0.0000
14839.2334,1279.5784,690.5941,-16.0756,-19.2376,14.6651,-21.5914,126.3921,0.0000
14839.2432,1279.3864,690.7407,-16.2909,-19.1718,14.6848,-21.5194,126.3492,0.0000
14839.2529,1279.4285,690.8875,-16.5056,-18.6045,14.6897,-21.4520,125.5864,0.0000
14839.2627,1279.2428,691.0343,-16.7194,-18.5198,14.7082,-21.3665,125.5254,0.0000
14839.2734,1279.0580,691.1812,-16.9326,-18.4544,14.7059,-21.3052,125.4837,0.0000
14839.2832,1278.8738,691.3282,-17.1450,-18.3844,14.7123,-21.2133,125.4561,0.0000
14839.3008,1278.7360,691.5931,-17.5256,-17.8197,14.7469,-21.1227,124.6726,0.0000
14839.3096,1278.5759,691.7257,-17.7151,-17.7534,14.7547,-21.0268,124.6500,0.0000
14839.3184,1278.4341,691.8436,-17.8829,-17.7027,14.7506,-20.9617,124.6315,0.0000
14839.3262,1278.2927,691.9615,-18.0500,-17.6365,14.7538,-20.8697,124.6078,0.0000
14839.3340,1278.0095,692.0794,-18.2165,-17.8936,14.7418,-20.7846,125.0770,0.0000
14839.3428,1277.8488,692.2119,-18.4029,-17.8251,14.7323,-20.6823,125.0678,0.0000
14839.3525,1277.6709,692.3590,-18.6090,-17.7496,14.7219,-20.5821,125.0465,0.0000
14839.3633,1277.4938,692.5060,-18.8140,-17.6753,14.7037,-20.4641,125.0472,0.0000
14839.3730,1277.0870,692.6528,-19.0179,-18.1308,14.6851,-20.3584,125.8398,0.0000
14839.3828,1276.9061,692.7993,-19.2206,-18.0601,14.6485,-20.2333,125.8671,0.0000
14839.3926,1276.7258,692.9454,-19.4222,-17.9959,14.6073,-20.1256,125.8917,0.0000
14839.4033,1276.5463,693.0912,-19.6226,-17.9280,14.5683,-20.0055,125.9205,0.0000
14839.4131,1276.1790,693.2365,-19.8218,-18.3124,14.5132,-19.8817,126.6472,0.0000
14839.4229,1275.9961,693.3811,-20.0198,-18.2564,14.4518,-19.7652,126.7087,0.0000
14839.4326,1275.8137,693.5251,-20.2167,-18.2084,14.3856,-19.6503,126.7847,0.0000
14839.4434,1275.6318,693.6685,-20.4124,-18.1737,14.3166,-19.5517,126.8684,0.0000
14839.4531,1275.2001,693.8113,-20.6079,-18.8443,14.2753,-19.5879,127.8642,0.0000
14839.4629,1275.0117,693.9535,-20.8031,-18.8151,14.1877,-19.4971,127.9647,0.0000
14839.4727,1274.8237,694.0948,-20.9974,-18.7889,14.1007,-19.4127,128.0640,0.0000
14839.4834,1274.6360,694.2352,-21.1908,-18.7677,14.0088,-19.3354,128.1681,0.0000
14839.4932,1274.2511,694.3752,-21.3842,-19.3190,14.0070,-19.3931,128.9231,0.0000
14839.5029,1274.0576,694.5152,-21.5782,-19.3849,14.0177,-19.4568,128.9508,0.0000
14839.5127,1273.8634,694.6553,-21.7728,-19.4495,14.0396,-19.5228,128.9665,0.0000
14839.5234,1273.6686,694.7958,-21.9681,-19.5148,14.0740,-19.5858,128.9776,0.0000
14839.5332,1273.3610,694.9366,-22.1640,-19.8568,14.1203,-19.6467,129.3763,0.0000
14839.5430,1273.1621,695.0781,-22.3604,-19.9162,14.1815,-19.7015,129.3671,0.0000
14839.5527,1272.9626,695.2202,-22.5574,-19.9674,14.2551,-19.7553,129.3392,0.0000
14839.5635,1272.7628,695.3630,-22.7548,-20.0102,14.3405,-19.8018,129.2982,0.0000
14839.5732,1272.4910,695.5068,-22.9527,-20.2221,14.4355,-19.8430,129.4921,0.0000
14839.5830,1272.2886,695.6516,-23.1510,-20.2512,14.5368,-19.8744,129.4352,0.0000
14839.5928,1272.0859,695.7974,-23.3495,-20.2731,14.6393,-19.9017,129.3713,0.0000
14839.6025,1271.8832,695.9442,-23.5483,-20.2801,14.7486,-19.9262,129.2850,0.0000
14839.6133,1271.6790,696.0922,-23.7473,-20.2845,14.8578,-19.9352,129.2093,0.0000
14839.6230,1271.4762,696.2412,-23.9463,-20.2779,14.9650,-19.9383,129.1251,0.0000
14839.6328,1271.2734,696.3913,-24.1453,-20.2633,15.0679,-19.9354,129.0379,0.0000
14839.6426,1271.0709,696.5424,-24.3442,-20.2455,15.1646,-19.9276,128.9549,0.0000
14839.6533,1270.7367,696.6944,-24.5430,-20.5375,15.2538,-19.9153,129.3069,0.0000
14839.6631,1270.5315,696.8473,-24.7417,-20.5144,15.3383,-19.9038,129.2279,0.0000
14839.6729,1270.3264,697.0010,-24.9402,-20.4941,15.4138,-19.8830,129.1670,0.0000
14839.6826,1270.1216,697.1554,-25.1385,-20.4711,15.4831,-19.8646,129.1042,0.0000
14839.6934,1269.7655,697.3105,-25.3366,-20.8045,15.5525,-19.8468,129.5259,0.0000
14839.7031,1269.5575,697.4664,-25.5346,-20.7995,15.6142,-19.8320,129.4898,0.0000
14839.7129,1269.3495,697.6228,-25.7324,-20.7992,15.6738,-19.8220,129.4570,0.0000
14839.7227,1269.1415,697.7798,-25.9300,-20.8100,15.7303,-19.8094,129.4435,0.0000
14839.7422,1268.8558,698.0798,-26.3063,-20.6010,15.8431,-19.8998,129.0043,0.0000
14839.7510,1268.6703,698.2226,-26.4849,-20.6235,15.8981,-19.8869,129.0081,0.0000
14839.7598,1268.4846,698.3660,-26.6633,-20.6481,15.9575,-19.8768,129.0093,0.0000
14839.7676,1268.3193,698.4938,-26.8218,-20.6716,16.0128,-19.8572,129.0199,0.0000
14839.7764,1268.6167,698.6221,-26.9802,-19.6962,16.0680,-19.8409,127.6486,0.0000
14839.7861,1268.4196,698.7833,-27.1781,-19.7220,16.1522,-19.8486,127.6209,0.0000
14839.7939,1268.2617,698.9123,-27.3362,-19.7445,16.0904,-19.7739,127.7578,0.0000
14839.8018,1268.1036,699.0408,-27.4936,-19.7730,16.0299,-19.6990,127.9028,0.0000
14839.8135,1268.4867,699.2167,-27.7094,-18.5677,15.9365,-19.6413,126.2822,0.0000
14839.8232,1268.3007,699.3758,-27.9049,-18.6356,15.8478,-19.5846,126.4903,0.0000
14839.8330,1268.1140,699.5339,-28.0998,-18.7044,15.7490,-19.5115,126.7213,0.0000
14839.8428,1267.9266,699.6912,-28.2939,-18.7806,15.6650,-19.4342,126.9571,0.0000
14839.8525,1267.7384,699.8476,-28.4872,-18.8569,15.5828,-19.3553,127.1939,0.0000
14839.8633,1267.5493,700.0033,-28.6797,-18.9509,15.5153,-19.2829,127.4412,0.0000
14839.8730,1267.3594,700.1583,-28.8715,-19.0489,15.4476,-19.2133,127.6923,0.0000
14839.8828,1267.1683,700.3128,-29.0625,-19.1549,15.3920,-19.1303,127.9587,0.0000
14839.8926,1267.7715,700.4666,-29.2527,-17.6424,15.3208,-19.0569,125.8111,0.0000
14839.9033,1267.5944,700.6198,-29.4421,-17.7707,15.2439,-18.9663,126.1410,0.0000
14839.9131,1267.4160,700.7722,-29.6305,-17.9041,15.1839,-18.8642,126.4774,0.0000
14839.9229,1267.2362,700.9241,-29.8178,-18.0504,15.1195,-18.7569,126.8417,0.0000
14839.9326,1267.6426,701.0754,-30.0039,-16.9884,15.0528,-18.6446,125.3348,0.0000
14839.9434,1267.4719,701.2261,-30.1890,-17.1384,14.9975,-18.5325,125.7113,0.0000
14839.9531,1267.2998,701.3765,-30.3728,-17.2959,14.9576,-18.4026,126.1044,0.0000
14839.9629,1267.1261,701.5265,-30.5552,-17.4550,14.9290,-18.2690,126.4953,0.0000
14839.9727,1267.3811,701.6763,-30.7363,-16.7028,14.9177,-18.1371,125.4222,0.0000
14839.9834,1267.2133,701.8262,-30.9159,-16.8682,14.9132,-17.9990,125.8161,0.0000
14839.9932,1267.0437,701.9762,-31.0942,-17.0450,14.9380,-17.8607,126.2059,0.0000
14840.0029,1266.8724,702.1266,-31.2710,-17.2131,14.9723,-17.7127,126.5817,0.0000
14840.0127,1266.6720,702.2775,-31.4462,-17.4408,15.0291,-17.5676,127.0305,0.0000
14840.0234,1266.4968,702.4293,-31.6200,-17.6009,15.1168,-17.4199,127.3478,0.0000
14840.0332,1266.3207,702.5826,-31.7919,-17.6326,15.3323,-17.2020,127.4231,0.0000
14840.0430,1266.1442,702.7382,-31.9616,-17.6665,15.5626,-16.9793,127.4892,0.0000
14840.0527,1265.7242,702.8964,-32.1289,-18.2340,15.8145,-16.7484,128.3645,0.0000
14840.0635,1265.5411,703.0541,-32.2970,-18.3963,15.7299,-16.8699,128.5746,0.0000
14840.0732,1265.3571,703.2114,-32.4658,-18.4165,15.7222,-16.8920,128.5921,0.0000
14840.0830,1265.1727,703.3685,-32.6348,-18.4389,15.7146,-16.9129,128.6137,0.0000
14840.0928,1264.4395,703.5256,-32.8041,-19.6984,15.7102,-16.9367,130.4543,0.0000
14840.1025,1264.2424,703.6827,-32.9736,-19.7153,15.7075,-16.9622,130.4578,0.0000
14840.1133,1264.0452,703.8398,-33.1433,-19.7270,15.7068,-16.9898,130.4505,0.0000
14840.1230,1263.8479,703.9968,-33.3134,-19.7349,15.7065,-17.0167,130.4380,0.0000
14840.1328,1263.0865,704.1539,-33.4837,-21.0248,15.7054,-17.0417,132.2150,0.0000
14840.1426,1262.8762,704.3109,-33.6542,-21.0290,15.7029,-17.0632,132.2033,0.0000
14840.1533,1262.6659,704.4713,-33.8226,-21.0332,16.0311,-16.8545,132.1208,0.0000
14840.1719,1262.2664,704.7817,-34.1393,-21.0247,16.3345,-16.6789,132.0061,0.0000
14840.1807,1262.0771,704.9315,-34.2878,-21.0141,16.6323,-16.5028,131.8882,0.0000
14840.1895,1261.9091,705.0668,-34.4185,-21.0021,16.9181,-16.3340,131.7675,0.0000
14840.1963,1261.7621,705.1873,-34.5316,-20.9916,17.2044,-16.1648,131.6438,0.0000
14840.2041,1261.2186,705.3273,-34.6596,-21.8158,17.4882,-15.9977,132.6276,0.0000
14840.2129,1261.0223,705.4872,-34.8021,-21.7997,17.7553,-15.8398,132.4956,0.0000
14840.2227,1260.8044,705.6674,-34.9591,-21.7779,18.0038,-15.6938,132.3595,0.0000
14840.2334,1260.5868,705.8499,-35.1147,-21.7544,18.2340,-15.5567,132.2277,0.0000
14840.2432,1260.0010,706.0346,-35.2690,-22.5363,18.4554,-15.4249,133.1359,0.0000
14840.2529,1259.7758,706.2214,-35.4221,-22.5126,18.6571,-15.3025,133.0141,0.0000
14840.2627,1259.5508,706.4100,-35.5741,-22.4893,18.8375,-15.1878,132.9046,0.0000
14840.2734,1259.3259,706.6003,-35.7250,-22.4700,19.0014,-15.0824,132.8067,0.0000
14840.2832,1258.8344,706.7922,-35.8750,-23.0162,19.1587,-14.9868,133.4175,0.0000
14840.2930,1258.6044,706.9855,-36.0241,-22.9897,19.2987,-14.9019,133.3159,0.0000
14840.3027,1258.3746,707.1801,-36.1724,-22.9623,19.4220,-14.8253,133.2219,0.0000
14840.3135,1258.1451,707.3758,-36.3200,-22.9411,19.5298,-14.7537,133.1458,0.0000
14840.3232,1257.5905,707.5725,-36.4670,-23.6013,19.6314,-14.6886,133.9082,0.0000
14840.3330,1257.3546,707.7701,-36.6134,-23.5780,19.7189,-14.6328,133.8370,0.0000
14840.3428,1257.1189,707.9684,-36.7593,-23.5563,19.7959,-14.5854,133.7714,0.0000
14840.3525,1256.8834,708.1675,-36.9048,-23.5325,19.8631,-14.5461,133.7065,0.0000
14840.3633,1256.4352,708.3671,-37.0500,-23.9407,19.9226,-14.5139,134.1650,0.0000
14840.3730,1256.1959,708.5673,-37.1949,-23.9176,19.9754,-14.4855,134.1071,0.0000
14840.3828,1255.9569,708.7679,-37.3396,-23.8928,20.0219,-14.4619,134.0499,0.0000
14840.3926,1255.7181,708.9689,-37.4840,-23.8653,20.0606,-14.4432,133.9933,0.0000
14840.4033,1255.3229,709.1702,-37.6284,-24.1489,20.0938,-14.4368,134.3047,0.0000
14840.4131,1255.0815,709.3718,-37.7728,-24.1156,20.1196,-14.4303,134.2452,0.0000
14840.4229,1254.8406,709.5736,-37.9170,-24.0835,20.1395,-14.4225,134.1936,0.0000
14840.4326,1254.5999,709.7755,-38.0612,-24.0525,20.1522,-14.4136,134.1508,0.0000
14840.4434,1254.4758,709.9775,-38.2053,-23.7938,20.1559,-14.4044,133.8439,0.0000
14840.4531,1254.2380,710.1794,-38.3493,-23.7653,20.1533,-14.3947,133.8185,0.0000
14840.4629,1254.0005,710.3812,-38.4932,-23.7396,20.1447,-14.3848,133.8023,0.0000
14840.4727,1253.7632,710.5829,-38.6370,-23.7169,20.1281,-14.3749,133.7972,0.0000
14840.4834,1253.8101,710.7844,-38.7807,-23.1576,20.1048,-14.3648,133.1433,0.0000
14840.4932,1253.5786,710.9855,-38.9243,-23.1423,20.0729,-14.3563,133.1601,0.0000
14840.5029,1253.3473,711.1863,-39.0678,-23.1316,20.0364,-14.3486,133.1865,0.0000
14840.5127,1253.1160,711.3867,-39.2113,-23.1274,19.9935,-14.3438,133.2250,0.0000
14840.5234,1253.2041,711.5866,-39.3547,-22.5255,19.9408,-14.3451,132.5206,0.0000
14840.5332,1252.9788,711.7859,-39.4983,-22.5308,19.8816,-14.3627,132.5711,0.0000
14840.5430,1252.7534,711.9846,-39.6421,-22.5395,19.8198,-14.3861,132.6245,0.0000
14840.5527,1252.5280,712.1826,-39.7862,-22.5475,19.7539,-14.4144,132.6774,0.0000
14840.5635,1252.5707,712.3799,-39.9305,-22.0571,19.6866,-14.4412,132.0950,0.0000
14840.5732,1252.3501,712.5765,-40.0751,-22.0671,19.6192,-14.4667,132.1537,0.0000
14840.5830,1252.1294,712.7725,-40.2200,-22.0804,19.5516,-14.4936,132.2158,0.0000
14840.5928,1251.9086,712.9677,-40.3651,-22.0935,19.4796,-14.5265,132.2774,0.0000
14840.6123,1251.9213,713.3364,-40.6417,-21.3367,19.3203,-14.5853,131.3931,0.0000
14840.6211,1251.7291,713.5099,-40.7731,-21.3556,19.2405,-14.6178,131.4701,0.0000
14840.6299,1251.5369,713.6827,-40.9048,-21.3769,19.1616,-14.6531,131.5471,0.0000
14840.6377,1251.3657,713.8358,-41.0222,-21.3939,19.0930,-14.6851,131.6110,0.0000
14840.6465,1251.8051,713.9882,-41.1398,-20.3119,19.0244,-14.7170,130.1806,0.0000
14840.6562,1251.6018,714.1780,-41.2872,-20.3291,18.9387,-14.7608,130.2525,0.0000
14840.6641,1251.4391,714.3293,-41.4054,-20.3412,18.8701,-14.8001,130.3045,0.0000
14840.6719,1251.2762,714.4806,-41.5240,-20.3604,18.9501,-14.8538,130.2181,0.0000
14840.6826,1251.0521,714.6898,-41.6878,-20.3823,19.0854,-14.9273,130.0710,0.0000
14840.6934,1250.8483,714.8812,-41.8374,-20.3972,19.2033,-14.9945,129.9356,0.0000
14840.7031,1250.6442,715.0739,-41.9877,-20.4133,19.3253,-15.0507,129.8070,0.0000
14840.7129,1250.4399,715.2678,-42.1384,-20.4374,19.4652,-15.1076,129.6736,0.0000
14840.7227,1250.8344,715.4632,-42.2898,-19.3995,19.6101,-15.1602,128.0486,0.0000
14840.7334,1250.6403,715.6598,-42.4416,-19.4158,19.7222,-15.2075,127.9403,0.0000
14840.7432,1250.4460,715.8575,-42.5939,-19.4288,19.8384,-15.2543,127.8248,0.0000
14840.7529,1250.2517,716.0565,-42.7467,-19.4419,19.9664,-15.2960,127.7032,0.0000
14840.7627,1250.5575,716.2568,-42.8999,-18.5580,20.0949,-15.3465,126.2772,0.0000
14840.7734,1250.3718,716.4583,-43.0536,-18.5688,20.2274,-15.3963,126.1471,0.0000
14840.7832,1250.1860,716.6611,-43.2078,-18.5785,20.3538,-15.4396,126.0256,0.0000
14840.7930,1250.0002,716.8652,-43.3624,-18.5873,20.4844,-15.4743,125.9054,0.0000
14840.8027,1250.1865,717.0706,-43.5173,-17.9072,20.5987,-15.5128,124.7776,0.0000
14840.8135,1250.0074,717.2770,-43.6726,-17.9187,20.7060,-15.5454,124.6853,0.0000
14840.8232,1249.8282,717.4845,-43.8282,-17.9233,20.8257,-15.5840,124.5694,0.0000
14840.8330,1249.6490,717.6932,-43.9842,-17.9192,20.9427,-15.6091,124.4517,0.0000
14840.8428,1249.4998,717.9031,-44.1404,-17.8569,21.0553,-15.6271,124.2556,0.0000
14840.8525,1249.3212,718.1140,-44.2967,-17.8511,21.1555,-15.6459,124.1539,0.0000
14840.8633,1249.1427,718.3259,-44.4533,-17.8333,21.2507,-15.6592,124.0421,0.0000
14840.8730,1248.9645,718.5388,-44.6099,-17.8119,21.3532,-15.6666,123.9229,0.0000
14840.8828,1248.6281,718.7527,-44.7666,-18.1001,21.4450,-15.6819,124.2665,0.0000
14840.8926,1248.4471,718.9675,-44.9235,-18.0698,21.5388,-15.6932,124.1394,0.0000
14840.9033,1248.2666,719.1831,-45.0805,-18.0341,21.6167,-15.6980,124.0211,0.0000
14840.9131,1248.0864,719.3995,-45.2373,-17.9936,21.6895,-15.6852,123.9104,0.0000
14840.9229,1247.6066,719.6166,-45.3941,-18.5984,21.7585,-15.6744,124.7430,0.0000
14840.9326,1247.4208,719.8343,-45.5507,-18.5542,21.8147,-15.6680,124.6374,0.0000
14840.9434,1247.2355,720.0525,-45.7074,-18.5172,21.8578,-15.6778,124.5434,0.0000
14840.9531,1247.0500,720.2706,-45.8645,-18.5795,21.7922,-15.7554,124.6412,0.0000
14840.9629,1246.6069,720.4880,-46.0223,-19.2284,21.7298,-15.8275,125.5747,0.0000
14840.9727,1246.4143,720.7049,-46.1809,-19.3023,21.6690,-15.8990,125.6858,0.0000
14840.9834,1246.2209,720.9211,-46.3402,-19.3812,21.6108,-15.9702,125.8012,0.0000
14840.9932,1246.0267,721.1368,-46.5001,-19.4640,21.5561,-16.0397,125.9198,0.0000
14841.0029,1245.5842,721.3520,-46.6608,-20.1239,21.5024,-16.1107,126.8326,0.0000
14841.0127,1245.3826,721.5666,-46.8222,-20.2100,21.4498,-16.1809,126.9498,0.0000
14841.0234,1245.1801,721.7807,-46.9842,-20.2962,21.3980,-16.2485,127.0675,0.0000
14841.0420,1244.5089,722.1864,-47.2941,-21.1329,21.3339,-16.3880,128.1518,0.0000
14841.0498,1244.3396,722.3568,-47.4253,-21.2061,21.2919,-16.4324,128.2544,0.0000
14841.0576,1244.1697,722.5269,-47.5568,-21.2793,21.2501,-16.4768,128.3566,0.0000
14841.0664,1243.9991,722.6966,-47.6887,-21.3537,21.2100,-16.5170,128.4613,0.0000
14841.0742,1243.6613,722.8660,-47.8209,-21.8200,21.1710,-16.5561,129.0724,0.0000
14841.0830,1243.4645,723.0563,-47.9700,-21.9062,21.1334,-16.6004,129.1854,0.0000
14841.0928,1243.2449,723.2673,-48.1361,-22.0032,21.0992,-16.6500,129.3054,0.0000
