Starting Clean Replay... 
.......................................................................................................................................................................................................
Done! Processed 19999 data rows
Time,Alt,PosN,PosE,V_Up,V_N,V_E,Zenith,BrakePct 
14880.0635,474.7746,640.0933,44.1771,-22.8796,-19.8377,16.9488,131.2469,0.0000
14880.0732,474.5460,639.8945,44.3467,-22.8508,-19.9538,16.9579,131.1087,0.0000
14880.0830,474.3177,639.6945,44.5163,-22.8065,-20.0737,16.9632,130.9511,0.0000
14880.0928,474.3632,639.4933,44.6859,-22.2470,-20.1916,16.9584,130.1544,0.0000
14880.1025,474.1410,639.2909,44.8555,-22.2066,-20.3167,16.9581,130.0008,0.0000
14880.1133,473.9191,639.0872,45.0250,-22.1573,-20.4456,16.9560,129.8342,0.0000
14880.1230,473.6978,638.8823,45.1945,-22.1020,-20.5790,16.9370,129.6678,0.0000
14880.1328,473.6530,638.6760,45.3638,-21.6992,-20.7074,16.9298,129.0514,0.0000
14880.1426,473.4362,638.4684,45.5330,-21.6452,-20.8320,16.9085,128.8946,0.0000
14880.1533,473.2200,638.2597,45.7020,-21.6002,-20.9483,16.8981,128.7490,0.0000
14880.1631,473.0042,638.0498,45.8710,-21.5544,-21.0633,16.8851,128.6052,0.0000
14880.1729,472.9524,637.8388,46.0397,-21.1746,-21.1720,16.8681,128.0331,0.0000
14880.1826,472.7408,637.6267,46.2083,-21.1354,-21.2792,16.8484,127.9081,0.0000
14880.1934,472.5297,637.4136,46.3768,-21.0998,-21.3798,16.8395,127.7862,0.0000
14880.2031,472.3188,637.1994,46.5450,-21.0611,-21.4877,16.8146,127.6647,0.0000
14880.2129,472.1642,636.9843,46.7131,-20.8987,-21.5821,16.7951,127.3871,0.0000
14880.2227,471.9554,636.7681,46.8809,-20.8608,-21.6899,16.7738,127.2643,0.0000
14880.2334,471.7470,636.5508,47.0484,-20.8236,-21.7893,16.7388,127.1572,0.0000
14880.2432,471.5387,636.3334,47.2162,-20.8268,-21.7262,16.8182,127.1631,0.0000
14880.2607,471.2308,635.9434,47.5201,-20.6936,-21.6536,16.9667,126.9522,0.0000
14880.2695,471.0445,635.7489,47.6731,-20.7034,-21.6009,17.0352,126.9643,0.0000
14880.2783,470.8788,635.5765,47.8095,-20.7121,-21.5497,17.0945,126.9793,0.0000
14880.2852,470.7338,635.4260,47.9293,-20.7207,-21.5000,17.1445,126.9986,0.0000
14880.2930,470.6713,635.2543,48.0666,-20.4909,-21.4507,17.2007,126.6953,0.0000
14880.3027,470.4662,635.0403,48.2389,-20.5148,-21.3988,17.2712,126.7236,0.0000
14880.3135,470.2610,634.8267,48.4119,-20.5446,-21.3493,17.3382,126.7598,0.0000
14880.3232,470.0554,634.6136,48.5855,-20.5745,-21.3004,17.4059,126.7949,0.0000
14880.3330,469.8132,634.4011,48.7598,-20.6933,-21.2538,17.4713,126.9478,0.0000
14880.3428,469.6061,634.1890,48.9348,-20.7260,-21.2088,17.5375,126.9838,0.0000
14880.3525,469.3987,633.9773,49.1104,-20.7631,-21.1643,17.6000,127.0274,0.0000
14880.3633,469.1909,633.7661,49.2866,-20.8039,-21.1209,17.6604,127.0762,0.0000
14880.3730,469.0429,633.5552,49.4634,-20.7012,-21.0788,17.7220,126.9325,0.0000
14880.3828,468.8357,633.3448,49.6408,-20.7440,-21.0382,17.7795,126.9834,0.0000
14880.3926,468.6281,633.1349,49.8188,-20.7873,-20.9985,17.8380,127.0333,0.0000
14880.4033,468.4200,632.9253,49.9974,-20.8320,-20.9601,17.8942,127.0853,0.0000
14880.4131,468.2377,632.7161,50.1765,-20.8166,-20.9221,17.9501,127.0575,0.0000
14880.4229,468.0293,632.5072,50.3562,-20.8660,-20.8856,18.0031,127.1159,0.0000
14880.4326,467.8204,632.2987,50.5363,-20.9156,-20.8494,18.0558,127.1743,0.0000
14880.4434,467.6110,632.0906,50.7170,-20.9641,-20.8160,18.1085,127.2290,0.0000
14880.4531,467.4284,631.8828,50.8983,-20.9476,-20.7844,18.1623,127.1956,0.0000
14880.4629,467.2188,631.6752,51.0800,-20.9918,-20.7544,18.2162,127.2409,0.0000
14880.4727,467.0086,631.4680,51.2623,-21.0373,-20.7261,18.2686,127.2873,0.0000
14880.4834,466.7980,631.2611,51.4452,-21.0852,-20.6981,18.3194,127.3374,0.0000
14880.4932,466.6902,631.0544,51.6285,-20.9047,-20.6720,18.3676,127.0878,0.0000
14880.5029,466.4809,630.8480,51.8123,-20.9496,-20.6488,18.4181,127.1307,0.0000
14880.5127,466.2712,630.6418,51.9966,-20.9914,-20.6275,18.4691,127.1678,0.0000
14880.5234,466.0611,630.4359,52.1814,-21.0350,-20.6073,18.5179,127.2075,0.0000
14880.5332,465.9128,630.2301,52.3666,-20.9440,-20.5881,18.5652,127.0705,0.0000
14880.5430,465.7031,630.0245,52.5524,-20.9855,-20.5708,18.6130,127.1060,0.0000
14880.5527,465.4931,629.8191,52.7386,-21.0242,-20.5563,18.6622,127.1348,0.0000
14880.5635,465.2827,629.6138,52.9253,-21.0600,-20.5450,18.7106,127.1575,0.0000
14880.5732,465.0854,629.4086,53.1125,-21.0612,-20.5377,18.7632,127.1294,0.0000
14880.5830,464.8746,629.2034,53.3003,-21.0886,-20.5333,18.8138,127.1345,0.0000
14880.5928,464.6636,628.9983,53.4885,-21.1130,-20.5312,18.8656,127.1334,0.0000
14880.6025,464.4524,628.7932,53.6773,-21.1361,-20.5297,18.9174,127.1299,0.0000
14880.6133,464.2735,628.5881,53.8665,-21.0942,-20.5279,18.9658,127.0442,0.0000
14880.6230,464.0625,628.3831,54.0563,-21.1170,-20.5272,19.0164,127.0406,0.0000
14880.6328,463.8512,628.1780,54.2465,-21.1366,-20.5271,19.0677,127.0318,0.0000
14880.6426,463.6403,627.9730,54.4364,-21.0490,-20.5055,18.9509,127.0113,0.0000
14880.6533,463.3912,627.7683,54.6251,-21.0285,-20.4802,18.8214,127.0896,0.0000
14880.6631,463.1813,627.5638,54.8126,-20.9490,-20.4501,18.7026,127.0869,0.0000
14880.6729,462.9723,627.3597,54.9988,-20.8548,-20.4248,18.5771,127.0655,0.0000
14880.6826,462.7643,627.1558,55.1838,-20.7551,-20.3957,18.4569,127.0358,0.0000
14880.7021,462.3889,626.7689,55.5323,-20.5292,-20.3623,18.2599,126.8919,0.0000
14880.7109,462.2047,626.5860,55.6960,-20.4250,-20.3239,18.1546,126.8515,0.0000
14880.7188,462.0416,626.4237,55.8407,-20.3435,-20.2836,18.0513,126.8413,0.0000
14880.7266,461.8792,626.2617,55.9846,-20.2626,-20.2438,17.9631,126.8215,0.0000
14880.7363,461.7222,626.0799,56.1457,-20.1222,-20.2031,17.8700,126.7241,0.0000
14880.7461,461.5215,625.8782,56.3237,-20.0247,-20.1636,17.7679,126.6900,0.0000
14880.7539,461.3616,625.7172,56.4654,-19.9465,-20.1243,17.6809,126.6715,0.0000
14880.7627,461.1825,625.5364,56.6239,-19.8537,-20.0901,17.5879,126.6327,0.0000
14880.7734,461.0370,625.3356,56.7999,-19.7743,-20.1008,17.6322,126.4848,0.0000
14880.7832,460.8391,625.1348,56.9762,-19.8036,-20.1130,17.6747,126.4872,0.0000
14880.7930,460.6409,624.9337,57.1530,-19.8239,-20.1299,17.7214,126.4708,0.0000
14880.8027,460.4432,624.7328,57.3297,-19.7195,-20.0942,17.6374,126.4104,0.0000
14880.8135,460.2596,624.5319,57.5061,-19.7098,-20.1157,17.6816,126.3505,0.0000
14880.8232,460.0624,624.3308,57.6829,-19.7304,-20.1383,17.7234,126.3336,0.0000
14880.8330,459.8650,624.1295,57.8602,-19.7540,-20.1611,17.7622,126.3228,0.0000
14880.8428,459.6673,623.9279,58.0378,-19.7818,-20.1846,17.7978,126.3193,0.0000
14880.8525,459.4644,623.7261,58.2158,-19.8219,-20.2082,17.8322,126.3337,0.0000
14880.8633,459.2660,623.5241,58.3941,-19.8520,-20.2329,17.8653,126.3341,0.0000
14880.8730,459.0673,623.3218,58.5727,-19.8845,-20.2589,17.8965,126.3383,0.0000
14880.8828,458.8683,623.1192,58.7516,-19.9227,-20.2831,17.9228,126.3548,0.0000
14880.8926,458.6635,622.9164,58.9308,-19.9742,-20.3082,17.9473,126.3901,0.0000
14880.9033,458.4635,622.7133,59.1102,-20.0128,-20.3358,17.9726,126.4051,0.0000
14880.9131,458.2632,622.5099,59.2899,-20.0536,-20.3637,17.9960,126.4242,0.0000
14880.9229,458.0624,622.3063,59.4698,-20.0998,-20.3917,18.0160,126.4527,0.0000
14880.9326,457.8612,622.1024,59.6498,-20.1505,-20.4195,18.0325,126.4898,0.0000
14880.9434,457.6594,621.8982,59.8301,-20.2038,-20.4482,18.0478,126.5304,0.0000
14880.9531,457.4571,621.6937,60.0104,-20.2587,-20.4775,18.0613,126.5736,0.0000
14880.9629,457.2542,621.4890,60.1909,-20.3127,-20.5089,18.0749,126.6141,0.0000
14880.9727,457.1132,621.2838,60.3716,-20.2338,-20.5420,18.0888,126.4732,0.0000
14880.9834,456.9106,621.0784,60.5524,-20.2844,-20.5772,18.1029,126.5060,0.0000
14880.9932,456.7075,620.8726,60.7333,-20.3361,-20.6135,18.1154,126.5402,0.0000
14881.0029,456.5039,620.6664,60.9143,-20.3887,-20.6514,18.1274,126.5747,0.0000
14881.0127,456.3828,620.4598,61.0955,-20.2717,-20.6896,18.1376,126.3817,0.0000
14881.0234,456.1799,620.2528,61.2767,-20.3238,-20.7311,18.1488,126.4136,0.0000
14881.0332,455.9764,620.0454,61.4581,-20.3736,-20.7748,18.1602,126.4405,0.0000
14881.0430,455.7724,619.8375,61.6396,-20.4243,-20.8206,18.1712,126.4672,0.0000
14881.0527,455.7147,619.6292,61.8212,-20.1791,-20.8679,18.1804,126.0959,0.0000
14881.0635,455.5126,619.4204,62.0028,-20.2295,-20.9176,18.1894,126.1212,0.0000
14881.0732,455.3101,619.2111,62.1846,-20.2796,-20.9693,18.1966,126.1456,0.0000
14881.0830,455.1070,619.0012,62.3664,-20.3317,-21.0221,18.2017,126.1733,0.0000
14881.0928,454.9769,618.7908,62.5483,-20.2378,-21.0767,18.2057,126.0040,0.0000
14881.1025,454.7743,618.5799,62.7302,-20.2867,-21.1339,18.2095,126.0249,0.0000
14881.1133,454.5712,618.3683,62.9121,-20.3333,-21.1939,18.2132,126.0407,0.0000
14881.1318,454.3311,617.9645,63.2582,-20.1265,-21.3317,18.2474,125.6396,0.0000
14881.1406,454.1498,617.7723,63.4223,-20.1641,-21.3901,18.2435,125.6498,0.0000
14881.1494,453.9884,617.6010,63.5681,-20.1976,-21.4402,18.2364,125.6623,0.0000
14881.1562,453.8469,617.4509,63.6956,-20.2292,-21.4817,18.2235,125.6825,0.0000
14881.1641,453.8338,617.2789,63.8412,-19.9802,-21.5323,18.2110,125.3174,0.0000
14881.1729,453.6538,617.0849,64.0049,-20.0215,-21.5914,18.1989,125.3376,0.0000
14881.1826,453.4534,616.8687,64.1866,-20.0682,-21.6599,18.1862,125.3582,0.0000
14881.1934,453.2525,616.6519,64.3683,-20.1150,-21.7293,18.1720,125.3791,0.0000
14881.2031,453.1991,616.4343,64.5498,-19.8784,-21.8003,18.1565,125.0174,0.0000
14881.2129,453.0001,616.2159,64.7311,-19.9155,-21.8743,18.1406,125.0233,0.0000
14881.2227,452.8008,615.9968,64.9123,-19.9488,-21.9593,18.1227,125.0170,0.0000
14881.2334,452.6012,615.7767,65.0932,-19.9815,-22.0433,18.1024,125.0121,0.0000
14881.2432,452.6339,615.5559,65.2740,-19.5789,-22.1277,18.0802,124.4179,0.0000
14881.2529,452.4379,615.3342,65.4546,-19.6048,-22.2143,18.0581,124.4037,0.0000
14881.2627,452.2418,615.1116,65.6349,-19.6242,-22.3036,18.0355,124.3787,0.0000
14881.2734,452.0453,614.8882,65.8149,-19.6785,-22.3790,17.9933,124.4225,0.0000
14881.2832,451.9990,614.6642,65.9944,-19.4882,-22.4210,17.9338,124.1675,0.0000
14881.2930,451.8036,614.4398,66.1733,-19.5924,-22.4670,17.8702,124.3131,0.0000
14881.3027,451.6072,614.2149,66.3516,-19.6859,-22.5113,17.8102,124.4427,0.0000
14881.3135,451.4099,613.9895,66.5293,-19.7638,-22.5670,17.7584,124.5373,0.0000
14881.3232,451.6318,613.7635,66.7065,-19.0736,-22.6210,17.7016,123.5856,0.0000
14881.3330,451.4407,613.5370,66.8831,-19.1479,-22.6796,17.6441,123.6784,0.0000
14881.3428,451.2488,613.3100,67.0592,-19.2343,-22.7277,17.5842,123.7962,0.0000
14881.3525,451.0560,613.0825,67.2346,-19.3236,-22.7730,17.5174,123.9237,0.0000
14881.3633,451.2765,612.8546,67.4093,-18.6557,-22.8204,17.4520,122.9986,0.0000
14881.3730,451.0895,612.6261,67.5835,-18.7338,-22.8713,17.3881,123.1066,0.0000
14881.3828,450.9018,612.3972,67.7569,-18.8161,-22.9173,17.3226,123.2241,0.0000
14881.3926,450.7132,612.1677,67.9297,-18.8916,-22.9650,17.2555,123.3315,0.0000
14881.4033,451.1018,611.9379,68.1019,-17.9382,-23.0098,17.1909,121.9863,0.0000
14881.4131,450.9220,611.7075,68.2734,-18.0114,-23.0558,17.1255,122.0932,0.0000
14881.4229,450.7415,611.4766,68.4443,-18.0871,-23.1090,17.0591,122.1985,0.0000
14881.4326,450.5602,611.2452,68.6145,-18.1736,-23.1595,16.9917,122.3212,0.0000
14881.4434,451.0754,611.0133,68.7841,-17.0101,-23.2126,16.9317,120.6270,0.0000
14881.4531,450.9049,610.7808,68.9531,-17.0846,-23.2650,16.8737,120.7296,0.0000
14881.4629,450.7337,610.5478,69.1215,-17.1597,-23.3197,16.8103,120.8339,0.0000
14881.4727,450.5618,610.3142,69.2893,-17.2259,-23.3747,16.7447,120.9254,0.0000
14881.4834,450.9881,610.0801,69.4564,-16.2450,-23.4285,16.6784,119.4608,0.0000
14881.4932,450.8253,609.8454,69.6229,-16.3127,-23.4861,16.6084,119.5576,0.0000
14881.5029,450.6620,609.6100,69.7886,-16.3629,-23.5498,16.5378,119.6233,0.0000
14881.5127,450.4980,609.3740,69.9536,-16.4208,-23.6146,16.4697,119.6983,0.0000
14881.5234,450.9223,609.1374,70.1180,-15.4368,-23.6750,16.4007,118.1906,0.0000
14881.5332,450.7677,608.9001,70.2818,-15.4845,-23.7400,16.3451,118.2460,0.0000
14881.5430,450.6126,608.6621,70.4450,-15.5336,-23.8113,16.2920,118.2979,0.0000
14881.5527,450.4571,608.4233,70.6078,-15.5816,-23.8873,16.2417,118.3433,0.0000
14881.5723,450.6032,607.9677,70.9158,-14.8884,-23.9993,16.1430,117.2372,0.0000
14881.5811,450.4691,607.7509,71.0611,-14.9138,-24.1076,16.1164,117.2165,0.0000
14881.5898,450.3347,607.5330,71.2062,-14.9392,-24.2158,16.0900,117.1957,0.0000
14881.5967,450.2301,607.3627,71.3190,-14.9686,-24.3296,16.0863,117.1673,0.0000
14881.6064,450.5721,607.1427,71.4640,-14.1802,-24.4594,16.0747,115.8494,0.0000
14881.6162,450.4301,606.8965,71.6251,-14.2159,-24.6221,16.0735,115.8022,0.0000
14881.6240,450.3163,606.6981,71.7542,-14.2491,-24.8211,16.1070,115.7138,0.0000
14881.6318,450.2021,606.4995,71.8828,-14.2789,-24.8359,16.0462,115.7762,0.0000
14881.6426,450.5707,606.2261,72.0589,-13.4040,-24.8527,15.9669,114.4067,0.0000
14881.6533,450.4366,605.9775,72.2182,-13.4267,-24.8623,15.8974,114.4647,0.0000
14881.6631,450.3022,605.7289,72.3768,-13.4416,-24.8708,15.8250,114.5120,0.0000
14881.6729,450.1678,605.4802,72.5347,-13.4499,-24.8760,15.7501,114.5517,0.0000
14881.6826,450.5452,605.2314,72.6918,-12.5801,-24.8818,15.6719,113.1616,0.0000
14881.6934,450.4193,604.9825,72.8481,-12.5968,-24.8890,15.5926,113.2146,0.0000
14881.7031,450.2933,604.7336,73.0037,-12.6015,-24.9002,15.5173,113.2439,0.0000
14881.7129,450.1673,604.4845,73.1585,-12.6059,-24.9142,15.4419,113.2709,0.0000
14881.7227,450.6599,604.2353,73.3125,-11.5349,-24.9303,15.3718,111.4965,0.0000
14881.7334,450.5446,603.9859,73.4659,-11.5213,-24.9460,15.3061,111.4875,0.0000
14881.7432,450.4294,603.7364,73.6186,-11.5176,-24.9590,15.2360,111.4981,0.0000
14881.7529,450.3142,603.4868,73.7707,-11.5164,-24.9603,15.1718,111.5176,0.0000
14881.7627,450.8174,603.2372,73.9221,-10.4561,-24.9558,15.1126,109.7173,0.0000
14881.7734,450.7129,602.9877,74.0730,-10.4458,-24.9518,15.0640,109.7172,0.0000
14881.7832,450.6086,602.7382,74.2234,-10.4207,-24.9532,15.0262,109.6849,0.0000
14881.7930,450.5045,602.4887,74.3735,-10.4009,-24.9503,14.9934,109.6625,0.0000
14881.8027,450.9769,602.2393,74.5234,-9.3912,-24.9396,14.9700,107.8931,0.0000
14881.8135,450.8830,601.9899,74.6729,-9.3815,-24.9276,14.9432,107.8898,0.0000
14881.8232,450.7892,601.7407,74.8223,-9.3757,-24.9102,14.9218,107.8942,0.0000
14881.8330,450.6955,601.4918,74.9714,-9.3669,-24.8876,14.9117,107.8927,0.0000
14881.8428,450.9796,601.2430,75.1205,-8.7116,-24.8632,14.9072,106.7258,0.0000
14881.8525,450.8926,600.9944,75.2696,-8.6933,-24.8443,14.9186,106.6983,0.0000
14881.8633,450.8058,600.7461,75.4190,-8.6661,-24.8271,14.9465,106.6491,0.0000
14881.8730,450.7192,600.4979,75.5686,-8.6441,-24.8067,14.9781,106.6098,0.0000
14881.8828,450.8119,600.2499,75.7185,-8.3310,-24.7846,15.0008,106.0435,0.0000
14881.8926,450.7286,600.0022,75.8686,-8.3287,-24.7632,15.0260,106.0420,0.0000
14881.9033,450.6453,599.7547,76.0190,-8.3353,-24.7386,15.0510,106.0584,0.0000
14881.9131,450.5619,599.5074,76.1696,-8.3399,-24.7206,15.0777,106.0675,0.0000
14881.9229,450.3892,599.2603,76.3206,-8.5010,-24.6994,15.1094,106.3622,0.0000
14881.9326,450.3041,599.0134,76.4718,-8.5113,-24.6819,15.1375,106.3812,0.0000
14881.9434,450.2189,598.7667,76.6233,-8.5274,-24.6588,15.1666,106.4129,0.0000
14881.9531,450.1335,598.5202,76.7751,-8.5415,-24.6424,15.1947,106.4381,0.0000
14881.9629,449.8607,598.2739,76.9272,-8.8833,-24.6234,15.2208,107.0597,0.0000
14881.9727,449.7718,598.0277,77.0795,-8.9055,-24.6054,15.2456,107.1011,0.0000
14881.9834,449.6826,597.7817,77.2322,-8.9276,-24.5876,15.2772,107.1402,0.0000
14882.0010,449.2159,597.3394,77.5079,-9.4841,-24.5691,15.3578,108.1248,0.0000
14882.0098,449.1304,597.1183,77.6463,-9.4997,-24.5598,15.3981,108.1448,0.0000
14882.0176,449.0544,596.9218,77.7696,-9.5127,-24.5591,15.4309,108.1580,0.0000
14882.0254,448.9877,596.7499,77.8777,-9.5269,-24.5566,15.4566,108.1766,0.0000
14882.0332,448.5649,596.5535,78.0015,-10.1440,-24.5459,15.4860,109.2656,0.0000
14882.0430,448.4633,596.3081,78.1565,-10.1724,-24.5386,15.5140,109.3101,0.0000
14882.0527,448.3614,596.0627,78.3118,-10.2025,-24.5297,15.5450,109.3573,0.0000
14882.0635,448.2592,595.8175,78.4674,-10.2351,-24.5154,15.5838,109.4092,0.0000
14882.0732,447.8729,595.5724,78.6234,-10.7570,-24.5050,15.6174,110.3137,0.0000
14882.0830,447.7651,595.3274,78.7798,-10.7905,-24.4966,15.6517,110.3644,0.0000
14882.0928,447.6570,595.0825,78.9365,-10.8277,-24.4811,15.6911,110.4237,0.0000
14882.1025,447.5486,594.8378,79.0936,-10.8680,-24.4595,15.7353,110.4897,0.0000
14882.1133,446.8989,594.5933,79.2512,-11.8420,-24.4375,15.7829,112.1495,0.0000
14882.1230,446.7803,594.3491,79.4093,-11.8832,-24.4180,15.8280,112.2135,0.0000
14882.1328,446.6613,594.1049,79.5677,-11.9206,-24.4095,15.8672,112.2668,0.0000
14882.1426,446.5419,593.8608,79.7266,-11.9559,-24.4069,15.9043,112.3138,0.0000
14882.1533,445.7213,593.6168,79.8858,-13.2006,-24.4068,15.9400,114.3628,0.0000
14882.1631,445.5892,593.3727,80.0454,-13.2347,-24.4070,15.9745,114.4043,0.0000
14882.1729,445.4567,593.1286,80.2053,-13.2661,-24.4126,16.0037,114.4401,0.0000
14882.1826,445.3239,592.8845,80.3654,-13.2980,-24.4198,16.0313,114.4763,0.0000
14882.1934,444.5914,592.6403,80.5259,-14.3690,-24.4246,16.0625,116.1757,0.0000
14882.2031,444.4475,592.3960,80.6867,-14.4063,-24.4271,16.0975,116.2180,0.0000
14882.2129,444.3033,592.1517,80.8479,-14.4433,-24.4314,16.1311,116.2591,0.0000
14882.2227,444.1587,591.9074,81.0093,-14.4790,-24.4382,16.1624,116.2975,0.0000
14882.2334,443.2629,591.6630,81.1711,-15.8143,-24.4438,16.1985,118.3379,0.0000
14882.2432,443.1046,591.4185,81.3333,-15.8488,-24.4542,16.2379,118.3652,0.0000
14882.2529,442.9460,591.1739,81.4959,-15.8801,-24.4687,16.2760,118.3855,0.0000
14882.2627,442.7870,590.9291,81.6588,-15.9066,-24.4856,16.3085,118.3991,0.0000
14882.2734,442.0352,590.6841,81.8221,-16.9552,-24.5075,16.3433,119.9242,0.0000
14882.2832,441.8656,590.4390,81.9857,-16.9788,-24.5302,16.3783,119.9266,0.0000
14882.2930,441.6956,590.1935,82.1496,-17.0101,-24.5486,16.4138,119.9427,0.0000
14882.3027,441.5253,589.9480,82.3139,-17.0468,-24.5644,16.4507,119.9679,0.0000
14882.3135,440.3995,589.7023,82.4786,-18.7382,-24.5805,16.4860,122.3384,0.0000
14882.3232,440.2119,589.4564,82.6437,-18.7795,-24.5948,16.5226,122.3671,0.0000
14882.3330,440.0239,589.2104,82.8091,-18.8229,-24.6087,16.5597,122.3987,0.0000
14882.3428,439.8355,588.9642,82.9749,-18.8685,-24.6226,16.5982,122.4326,0.0000
14882.3525,438.1503,588.7180,83.1410,-21.5028,-24.6376,16.6355,125.8789,0.0000
14882.3633,437.9350,588.4715,83.3076,-21.5451,-24.6562,16.6733,125.8990,0.0000
14882.3730,437.7194,588.2249,83.4745,-21.5845,-24.6777,16.7105,125.9134,0.0000
14882.3828,437.5034,587.9780,83.6418,-21.6223,-24.6970,16.7431,125.9297,0.0000
14882.3926,436.1131,587.7309,83.8094,-23.6939,-24.7133,16.7739,128.4243,0.0000
14882.4033,435.8759,587.4837,83.9773,-23.7380,-24.7301,16.8063,128.4463,0.0000
14882.4131,435.6383,587.2363,84.1455,-23.7845,-24.7500,16.8416,128.4670,0.0000
14882.4229,435.4003,586.9888,84.3141,-23.8303,-24.7670,16.8753,128.4899,0.0000
14882.4424,433.7434,586.5179,84.6353,-25.9935,-24.7956,16.9336,130.8827,0.0000
14882.4512,433.5093,586.2947,84.7878,-26.0302,-24.8112,16.9707,130.8907,0.0000
14882.4590,433.3009,586.0962,84.9237,-26.0629,-24.8251,17.0037,130.8979,0.0000
14882.4668,433.0924,585.8979,85.0604,-26.0708,-24.7508,17.1570,130.8821,0.0000
14882.4756,431.8445,585.6758,85.2157,-27.7819,-24.6093,17.3621,132.6901,0.0000
14882.4863,431.5668,585.4302,85.3905,-27.7512,-24.5068,17.6054,132.6040,0.0000
14882.4941,431.3447,585.2344,85.5320,-27.7643,-24.4303,17.7518,132.5949,0.0000
14882.5029,431.0949,585.0151,85.6926,-27.7599,-24.3051,17.9396,132.5811,0.0000
14882.5127,430.0873,584.7726,85.8727,-29.0759,-24.1902,18.0917,133.9068,0.0000
14882.5234,429.7961,584.5314,86.0543,-29.1635,-24.0583,18.2297,134.0141,0.0000
14882.5332,429.5040,584.2913,86.2373,-29.2447,-23.9471,18.3598,134.1027,0.0000
14882.5430,429.2112,584.0528,86.4216,-29.3306,-23.7631,18.4930,134.2478,0.0000
14882.5527,428.3271,583.8161,86.6072,-30.4848,-23.5733,18.6325,135.4136,0.0000
14882.5635,428.0218,583.5814,86.7943,-30.5684,-23.3710,18.7964,135.5455,0.0000
14882.5732,427.7158,583.3491,86.9834,-30.6351,-23.0931,19.0116,135.6842,0.0000
14882.5830,427.4089,583.1197,87.1748,-30.7416,-22.7760,19.2841,135.8495,0.0000
14882.5928,426.6538,582.8939,87.3693,-31.7004,-22.3774,19.5976,136.8219,0.0000
14882.6025,426.3361,582.6721,87.5668,-31.8477,-22.0002,19.9184,137.0202,0.0000
14882.6133,426.0169,582.4543,87.7676,-31.9933,-21.5406,20.2340,137.2701,0.0000
14882.6230,425.6960,582.2411,87.9715,-32.1937,-21.1018,20.5574,137.5388,0.0000
14882.6328,425.3730,582.0323,88.1789,-32.3962,-20.6656,20.9148,137.7736,0.0000
14882.6426,425.0477,581.8278,88.3901,-32.6642,-20.2335,21.3162,138.0202,0.0000
14882.6533,424.7197,581.6274,88.6051,-32.9367,-19.8385,21.6965,138.2482,0.0000
14882.6631,424.3889,581.4310,88.8239,-33.2345,-19.4578,22.0501,138.4958,0.0000
14882.6729,424.7254,581.2382,89.0460,-32.1192,-19.1056,22.3736,137.5104,0.0000
14882.6826,424.4028,581.0486,89.2711,-32.3955,-18.8032,22.6576,137.7330,0.0000
14882.6934,424.0776,580.8618,89.4989,-32.6440,-18.5570,22.9012,137.9195,0.0000
14882.7031,423.7500,580.6774,89.7291,-32.8860,-18.3343,23.1301,138.0920,0.0000
14882.7129,425.2423,580.4949,89.9613,-29.0847,-18.1696,23.3199,134.5331,0.0000
14882.7227,424.9505,580.3140,90.1954,-29.2833,-18.0153,23.4976,134.6832,0.0000
14882.7334,424.6567,580.1345,90.4312,-29.4706,-17.8917,23.6658,134.8089,0.0000
14882.7432,424.3610,579.9558,90.6686,-29.6697,-17.8430,23.8079,134.9205,0.0000
14882.7529,425.8372,579.7776,90.9074,-25.8886,-17.7988,23.9441,130.9492,0.0000
14882.7627,425.5770,579.5995,91.1474,-26.1507,-17.8055,24.0673,131.1372,0.0000
14882.7734,425.3140,579.4254,91.3879,-26.4432,-17.4281,24.1029,131.6382,0.0000
14882.7832,425.0479,579.2538,91.6287,-26.7923,-17.1966,24.1197,132.1282,0.0000
14882.7930,425.8721,579.0836,91.8696,-24.6282,-17.0909,24.1263,129.7935,0.0000
14882.8027,425.6235,578.9139,92.1107,-25.0837,-17.0580,24.1393,130.3188,0.0000
14882.8135,425.3703,578.7443,92.3515,-25.5547,-17.0478,24.0746,130.9017,0.0000
14882.8232,425.1122,578.5744,92.5917,-26.0713,-17.0894,24.0077,131.4994,0.0000
14882.8330,426.4713,578.4038,92.8310,-22.7327,-17.1662,23.8924,127.6932,0.0000
14882.8428,426.2412,578.2323,93.0691,-23.2861,-17.2577,23.7580,128.4145,0.0000
14882.8525,426.0055,578.0598,93.3056,-23.8627,-17.3567,23.5878,129.1741,0.0000
14882.8721,427.4155,577.7279,93.7501,-20.2961,-17.6658,23.2365,124.8120,0.0000
14882.8799,427.2515,577.5866,93.9352,-20.7219,-17.7501,23.0699,125.4468,0.0000
14882.8877,427.0840,577.4446,94.1190,-21.1342,-17.8280,22.9105,126.0553,0.0000
14882.8965,426.9134,577.3021,94.3015,-21.5226,-17.9003,22.7544,126.6273,0.0000
14882.9043,426.7175,577.1589,94.4829,-21.9441,-17.9804,22.6129,127.2194,0.0000
14882.9131,426.5183,576.9969,94.6857,-22.3208,-18.0792,22.4853,127.7265,0.0000
14882.9229,426.2932,576.8160,94.9097,-22.7138,-18.1869,22.3448,128.2516,0.0000
14882.9326,426.0641,576.6339,95.1323,-23.0964,-18.2978,22.2073,128.7529,0.0000
14882.9434,424.9216,576.4507,95.3535,-25.7498,-18.4095,22.0619,131.8650,0.0000
